Year,Reporting Facility,Submission ID,Facility Sub Type,Facility Sub Type Grouping,Operator,COMPRESSOR (m3),PNEUMATICINSTRUMENT (m3),PNEAMATICPUMP (m3),FUGITIVE (m3),ROUTINEVENT (m3)
2021,ABBT5200003,31505444,Crude Oil Proration,Crude Oil Battery,Topanga Resources Ltd.,0,0,0,0,0
2021,ABBT0052746,31487064,Crude Oil Proration,Crude Oil Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABBT8050017,31506202,Crude Oil Proration,Crude Oil Battery,Red Angus Energy Inc.,0,205,0,0,0
2021,ABBT0076436,31488757,Crude Oil Proration,Crude Oil Battery,Rampart Oil Inc.,0,0,0,24545,33900
2021,ABBT0112353,31493695,Crude Oil Proration,Crude Oil Battery,Barrel Oil Corp.,0,0,0,0,10000
2021,ABBT0116518,31494486,Crude Oil Proration,Crude Oil Battery,Whitecap Resources Inc.,0,0,0,0,0
2021,ABBT0118143,31494781,Crude Oil Proration,Crude Oil Battery,TAQA North Ltd.,0,14324,20649,0,83
2021,ABBT0100131,31778723,Crude Oil Proration,Crude Oil Battery,Bonavista Energy Corporation,0,1747,0,0,391
2021,ABBT0129999,31497410,Crude Oil Proration,Crude Oil Battery,TAQA North Ltd.,4623,22662,0,0,23
2021,ABBT0127296,31496791,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,11023,17705,303,859
2021,ABBT0095237,31491381,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,5369,0,0,378
2021,ABBT0132466,31498035,Crude Oil Proration,Crude Oil Battery,Tamarack Valley Energy Ltd.,0,0,0,1314,0
2021,ABBT0127370,31496814,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,4479,8397,181,2158
2021,ABBT0143200,31500405,Crude Oil Proration,Crude Oil Battery,TAQA North Ltd.,0,0,0,0,12
2021,ABBT0146902,31779900,Crude Oil Proration,Crude Oil Battery,North 40 Resources Ltd.,0,17880,27720,15189,51840
2021,ABBT0129854,31497366,Crude Oil Proration,Crude Oil Battery,Persist Oil And Gas Inc.,0,13097,0,0,10269
2021,ABBT0117591,31826037,Crude Oil Proration,Crude Oil Battery,Whitecap Resources Inc.,9586,79477,22017,49113,0
2021,ABBT2920006,31505117,Crude Oil Proration,Crude Oil Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT5600004,31505483,Crude Oil Proration,Crude Oil Battery,Zargon Oil & Gas Ltd.,0,3922,120,0,0
2021,ABBT5600007,31505484,Crude Oil Proration,Crude Oil Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABBT5600013,31505485,Crude Oil Proration,Crude Oil Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABBT0123103,31495762,Crude Oil Proration,Crude Oil Battery,Tower Ridge Enterprises Corp.,0,22,0,0,4700
2021,ABBT0104803,31492766,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,1594,0,1181,15
2021,ABBT0155287,31503027,Crude Oil Proration,Crude Oil Battery,Astara Energy Corp.,0,0,0,0,0
2021,ABBT9110004,31506371,Crude Oil Proration,Crude Oil Battery,Baytex Energy Ltd.,0,0,0,0,0
2021,ABBT9380007,31506511,Crude Oil Proration,Crude Oil Battery,Bearspaw Petroleum Ltd.,0,400,0,0,0
2021,ABBT0136136,31498856,Crude Oil Proration,Crude Oil Battery,Persist Oil And Gas Inc.,0,29320,0,13841,0
2021,ABBT0134676,31498516,Crude Oil Proration,Crude Oil Battery,Revolution Oil & Gas Corporation,0,1860,0,0,7440
2021,ABBT0126291,31496504,Crude Oil Proration,Crude Oil Battery,Revolution Oil & Gas Corporation,0,0,0,0,0
2021,ABBT0149580,31501822,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,0,0,4089,4019
2021,ABBT0119322,31494998,Crude Oil Proration,Crude Oil Battery,TAQA North Ltd.,0,5126,16637,0,18
2021,ABBT0142460,31500254,Crude Oil Proration,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,0,2760,0,0
2021,ABBT0142946,31500343,Crude Oil Proration,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,0,1300,0,0
2021,ABBT0137737,31499248,Crude Oil Proration,Crude Oil Battery,TAQA North Ltd.,0,16751,6509,0,32
2021,ABBT5060006,31505411,Crude Oil Proration,Crude Oil Battery,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT5600077,31505487,Crude Oil Proration,Crude Oil Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABBT0140659,31499907,Crude Oil Proration,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,0,1300,0,0
2021,ABBT0146620,31501118,Crude Oil Proration,Crude Oil Battery,Pine Cliff Energy Ltd.,0,7736,22932,0,4145
2021,ABBT0158586,31779932,Crude Oil Proration,Crude Oil Battery,North 40 Resources Ltd.,0,0,0,0,0
2021,ABBT0900019,31504822,Crude Oil Proration,Crude Oil Battery,Razor Energy Corp.,0,6500,0,0,0
2021,ABBT6760001,31505737,Crude Oil Proration,Crude Oil Battery,Logic Energy Ltd.,0,0,0,47477,0
2021,ABBT0145013,31500797,Crude Oil Proration,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,0,2450,0,0
2021,ABBT9090009,31506368,Crude Oil Proration,Crude Oil Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT9110013,31506372,Crude Oil Proration,Crude Oil Battery,Taber Water Disposal Inc.,0,0,0,0,0
2021,ABBT9090003,31506367,Crude Oil Proration,Crude Oil Battery,Crescent Point Energy Corp.,0,0,0,324,0
2021,ABBT0123104,31495763,Crude Oil Proration,Crude Oil Battery,Tower Ridge Enterprises Corp.,0,34,4048,0,12900
2021,ABBT9380001,31506510,Crude Oil Proration,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,0,0,0,0
2021,ABBT2670012,31505074,Crude Oil Proration,Crude Oil Battery,Bonavista Energy Corporation,0,5824,8210,0,6589
2021,ABBT0159397,31779933,Crude Oil Proration,Crude Oil Battery,North 40 Resources Ltd.,0,0,0,0,0
2021,ABBT2590014,31505054,Crude Oil Proration,Crude Oil Battery,Blackspur Oil Corp.,0,4085,18009,1730,1686
2021,ABBT9350034,31506499,Crude Oil Proration,Crude Oil Battery,Coastal Resources Limited,0,0,6739,0,7900
2021,ABBT7780014,31506163,Crude Oil Proration,Crude Oil Battery,Tower Ridge Enterprises Corp.,0,11,0,0,4200
2021,ABBT0152291,31779915,Crude Oil Proration,Crude Oil Battery,North 40 Resources Ltd.,0,31200,18480,9828,50760
2021,ABBT0200004,31504785,Crude Oil Proration,Crude Oil Battery,AlphaBow Energy Ltd.,2444,29338,36855,0,1652200
2021,ABBT7780021,31506167,Crude Oil Proration,Crude Oil Battery,Barrel Oil Corp.,0,0,0,0,0
2021,ABBT0155982,31503231,Crude Oil Proration,Crude Oil Battery,Wilcox Energy Corp.,0,0,0,0,13700
2021,ABBT5060001,31505410,Crude Oil Proration,Crude Oil Battery,Razor Energy Corp.,0,7000,0,0,0
2021,ABBT0133437,31498218,Crude Oil Proration,Crude Oil Battery,Bonavista Energy Corporation,618,10621,20499,0,108
2021,ABIF0083288,31514023,Enh Rvry Sch,Crude Bitumen Battery,Revolution Oil & Gas Corporation,0,0,0,0,0
2021,ABIF0140523,31514494,Enh Rvry Sch,Crude Bitumen Battery,Baytex Energy Ltd.,0,0,0,0,0
2021,ABIF0007925,31513467,Enh Rvry Sch,Crude Bitumen Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABIF0008489,31513633,Enh Rvry Sch,Crude Bitumen Battery,Harvest Operations Corp.,0,0,0,0,0
2021,ABIF0008618,31513680,Enh Rvry Sch,Crude Bitumen Battery,Barrel Oil Corp.,0,0,0,0,0
2021,ABIF0008696,31513700,Enh Rvry Sch,Crude Bitumen Battery,Topanga Resources Ltd.,0,0,0,0,0
2021,ABIF0097267,31514132,Enh Rvry Sch,Crude Bitumen Battery,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0099426,31514157,Enh Rvry Sch,Crude Bitumen Battery,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0007472,31513316,Enh Rvry Sch,Crude Bitumen Battery,Bonavista Energy Corporation,0,0,0,0,0
2021,ABIF0008042,31513505,Enh Rvry Sch,Crude Bitumen Battery,Pieridae Alberta Production Ltd.,0,0,0,0,0
2021,ABIF0008646,31513690,Enh Rvry Sch,Crude Bitumen Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABIF0008818,31513743,Enh Rvry Sch,Crude Bitumen Battery,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABIF0096569,31514123,Enh Rvry Sch,Crude Bitumen Battery,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0007613,31513381,Enh Rvry Sch,Crude Bitumen Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABIF0007908,31513460,Enh Rvry Sch,Crude Bitumen Battery,Razor Energy Corp.,0,0,0,0,0
2021,ABIF0008115,31513527,Enh Rvry Sch,Crude Bitumen Battery,Razor Energy Corp.,0,0,0,0,0
2021,ABIF0008873,31513758,Enh Rvry Sch,Crude Bitumen Battery,Cardinal Energy Ltd.,0,0,0,0,0
2021,ABIF0121268,31514278,Enh Rvry Sch,Crude Bitumen Battery,Prairie Provident Resources Canada Ltd.,0,0,0,0,0
2021,ABIF0007748,31513425,Enh Rvry Sch,Crude Bitumen Battery,Logic Energy Ltd.,0,0,0,0,0
2021,ABIF0113260,31514210,Enh Rvry Sch,Crude Bitumen Battery,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0119972,31514260,Enh Rvry Sch,Crude Bitumen Battery,Rampart Oil Inc.,0,0,0,0,0
2021,ABIF0126417,31514324,Enh Rvry Sch,Crude Bitumen Battery,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABIF0136835,31514437,Enh Rvry Sch,Crude Bitumen Battery,Journey Energy Inc.,0,0,0,0,0
2021,ABIF0008043,31513506,Enh Rvry Sch,Crude Bitumen Battery,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABIF0009862,31513962,Enh Rvry Sch,Crude Bitumen Battery,AlphaBow Energy Ltd.,0,0,0,0,0
2021,ABIF0009525,31513939,Enh Rvry Sch,Crude Bitumen Battery,Edalis Energy Inc.,0,0,0,0,0
2021,ABIF0140503,31514492,Enh Rvry Sch,Crude Bitumen Battery,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0008631,31513685,Enh Rvry Sch,Crude Bitumen Battery,Barrel Oil Corp.,0,0,0,0,0
2021,ABIF0009060,31513805,Enh Rvry Sch,Crude Bitumen Battery,Harvest Operations Corp.,0,0,0,0,0
2021,ABIF0119906,31514258,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0007404,31513274,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0007406,31513275,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0008937,31513772,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0007473,31513317,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0119907,31514259,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0119889,31514257,Enh Rvry Sch,Crude Bitumen Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABIF0007009,31513124,Disposal,Other,West Lake Energy Corp.,0,0,0,0,0
2021,ABIF0009041,31513801,Disposal,Other,Zargon Oil & Gas Ltd.,0,0,0,0,0
2021,ABIF0155352,31779940,Disposal,Other,North 40 Resources Ltd.,0,0,0,0,0
2021,ABIF0157247,31514805,Disposal,Other,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABIF0120909,31514271,Disposal,Other,Barrel Oil Corp.,0,0,0,0,0
2021,ABIF0123903,31514304,Disposal,Other,I3 Energy Canada Ltd.,0,0,0,0,0
2021,ABIF0155779,31514777,Disposal,Other,Blackspur Oil Corp.,0,0,0,0,0
2021,ABIF0009832,31513954,Disposal,Other,Bonavista Energy Corporation,0,0,0,0,0
2021,ABIF0075851,31825814,Disposal,Other,Whitecap Resources Inc.,0,0,0,181,0
2021,ABIF0007160,31513184,Disposal,Other,CNOOC Petroleum North America ULC,0,0,0,0,0
2021,ABIF0008347,31513592,Disposal,Other,Pieridae Alberta Production Ltd.,0,0,0,0,0
2021,ABIF0007045,31513141,Disposal,Other,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABIF0008423,31513612,Disposal,Other,Baytex Energy Ltd.,0,0,0,0,0
2021,ABIF0009318,31513873,Disposal,Other,Prairie Provident Resources Canada Ltd.,0,0,0,0,0
2021,ABIF0088315,31514053,Disposal,Other,2155192 Alberta Ltd.,0,0,0,0,0
2021,ABIF0007269,31513225,Disposal,Other,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABIF0007130,31513168,Disposal,Other,Pieridae Alberta Production Ltd.,0,0,0,0,0
2021,ABIF0007145,31513174,Disposal,Other,Loyal Energy (canada) Operating Ltd.,0,0,0,0,0
2021,ABIF0008140,31513532,Disposal,Other,Taber Water Disposal Inc.,0,0,0,0,0
2021,ABIF0134423,31514405,Disposal,Other,AQT Water Management Inc.,0,0,0,0,0
2021,ABIF0007097,31513157,Disposal,Other,TAQA North Ltd.,0,0,0,287,0
2021,ABGP0001731,31510304,Gas Plant Sweet,Gas Plant,Bearspaw Petroleum Ltd.,88,0,0,0,0
2021,ABGP0001344,31510172,Gas Plant Sweet,Gas Plant,Ember Resources Inc.,44744,0,0,7571,0
2021,ABGP0001517,31779464,Gas Plant Sweet,Gas Plant,ORLEN Upstream Canada Ltd.,0,0,0,0,0
2021,ABGP0090927,31510417,Gas Plant Sweet,Gas Plant,Tamarack Valley Energy Ltd.,0,0,0,2322,0
2021,ABGP0081174,31510383,Gas Plant Sweet,Gas Plant,ATCO Energy Solutions Ltd.,0,0,0,0,0
2021,ABGP0086379,31510397,Gas Plant Sweet,Gas Plant,Long Term Asset Management Inc.,0,0,0,331,11300
2021,ABGP0001014,31510035,Gas Plant Sweet,Gas Plant,ATCO Energy Solutions Ltd.,0,0,0,0,0
2021,ABGP0081971,31510385,Gas Plant Sweet,Gas Plant,Blackspur Oil Corp.,14052,0,0,5143,2480
2021,ABGP0001429,31510202,Gas Plant Sweet,Gas Plant,Ember Resources Inc.,35410,0,4,3490,0
2021,ABGP0119754,31510456,Gas Plant Sweet,Gas Plant,TransCanada Energy Ltd.,95852,0,0,11420,45
2021,ABGP0001499,31510217,Gas Plant Sweet,Gas Plant,TAQA North Ltd.,20337,4522,0,8264,5
2021,ABGP0001038,31510044,Gas Plant Sweet,Gas Plant,Journey Energy Inc.,13912,54809,9234,17446,0
2021,ABGP0154913,31510529,Gas Plant Sweet,Gas Plant,Long Term Asset Management Inc.,0,0,0,353,2000
2021,ABGP0001674,31510278,Gas Plant Sweet,Gas Plant,Journey Energy Inc.,3661,5602,0,28899,0
2021,ABBT0113387,31493893,Crude Oil Group,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,8
2021,ABBT0131336,31497752,Crude Oil Group,Crude Oil Battery,Persist Oil And Gas Inc.,0,7144,0,0,11609
2021,ABBT0138437,31499396,Crude Oil Group,Crude Oil Battery,Prairie Provident Resources Canada Ltd.,0,17550,0,1941,17550
2021,ABBT0113809,31493978,Crude Oil Group,Crude Oil Battery,Revolution Oil & Gas Corporation,0,0,0,0,0
2021,ABBT0110000,31782500,Crude Oil Group,Crude Oil Battery,Ovintiv Canada ULC,0,0,0,0,0
2021,ABBT0158733,31504128,Crude Oil Group,Crude Oil Battery,TransGlobe Energy Corporation,0,1405,0,1,3282
2021,ABBT0127451,31496832,Crude Oil Group,Crude Oil Battery,Tamarack Valley Energy Ltd.,0,0,0,0,0
2021,ABBT0141971,31779424,Crude Oil Group,Crude Oil Battery,ORLEN Upstream Canada Ltd.,0,714,0,342,5187
2021,ABBT0141969,31500160,Crude Oil Group,Crude Oil Battery,Hard Rock Resources Ltd.,0,0,0,0,1113
2021,ABBT0118381,31494835,Crude Oil Group,Crude Oil Battery,Tower Ridge Enterprises Corp.,0,11,8079,0,2200
2021,ABBT0136604,31498992,Crude Oil Group,Crude Oil Battery,Journey Energy Inc.,0,14112,27323,5840,0
2021,ABBT0148953,31779433,Crude Oil Group,Crude Oil Battery,ORLEN Upstream Canada Ltd.,0,3543,1148,0,0
2021,ABBT0137479,31499184,Crude Oil Group,Crude Oil Battery,TAQA North Ltd.,0,8371,15043,513,63
2021,ABBT0080781,31489236,Crude Bitumen Prorat,Crude Bitumen Battery,Bonavista Energy Corporation,0,0,0,0,0
2021,ABGP0001037,31510043,Gp Sulphur Rcvry,Gas Plant,Pieridae Alberta Production Ltd.,31257,0,0,17272,0
2021,ABGP0001054,31510052,Gp Sulphur Rcvry,Gas Plant,Canlin Resources Partnership,704,0,0,36612,3
2021,ABGP0001079,31510066,Gp Sulphur Rcvry,Gas Plant,TAQA North Ltd.,19785,0,0,5966,0
2021,ABGP0001056,31510053,Gp Sulphur Rcvry,Gas Plant,Pieridae Alberta Production Ltd.,46673,0,0,32115,0
2021,ABGP0001150,31510110,Gp Acid Gas Flaring%,Gas Plant,Zargon Oil & Gas Ltd.,14151,0,0,0,0
2021,ABGP0126524,31510463,Gp Acid Gas Flaring%,Gas Plant,Loyal Energy (canada) Operating Ltd.,0,0,0,0,17700
2021,ABGP0001888,31510349,Gp Sulphur Rcvry,Gas Plant,Persist Oil And Gas Inc.,0,8781,0,0,0
2021,ABGP0001215,31510134,Gp Acid Gas Flaring,Gas Plant,Persist Oil And Gas Inc.,40929,0,0,11311,4018
2021,ABGP0119968,31510457,Gp Acid Gas Flaring,Gas Plant,Cardinal Energy Ltd.,0,1646,0,23213,4453
2021,ABGP0160735,31510539,Gp Acid Gas Inj,Gas Plant,TAQA North Ltd.,0,0,0,0,0
2021,ABGP0001903,31510356,Gp Mainline Strdle,Gas Plant,Inter Pipeline Extraction Ltd.,33375,471,0,301535,52519
2021,ABGP0001620,31510256,Gp Acid Gas Flaring,Gas Plant,Razor Energy Corp.,1700,0,0,2694,7900
2021,ABBT0075217,31488590,Water Source Battery,Other,Razor Energy Corp.,0,0,7400,0,0
2021,ABBT0158464,31504011,Drilling/Completing,Other,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT0158369,31503997,Water Source Battery,Other,Blackspur Oil Corp.,0,0,0,0,0
2021,ABIF0112513,31514206,Undergrd Gas Stge,Other,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0156571,31503409,Drilling/Completing,Other,Blackspur Oil Corp.,0,0,0,0,0
2021,ABIF0009854,31513961,Undergrd Gas Stge,Other,TransCanada Energy Ltd.,0,0,0,0,0
2021,ABIF0077522,31513990,Undergrd Gas Stge,Other,Rockpoint Gas Storage Canada Ltd.,0,0,0,0,0
2021,ABIF0009486,31779281,Disposal At Wp,Other,Secure Energy Services Inc.,0,0,0,0,0
2021,ABIF0009851,31513960,Undergrd Gas Stge,Other,ATCO Energy Solutions Ltd.,0,6647,0,4597,0
2021,ABIF0160563,31514861,Acid Disposal,Other,TAQA North Ltd.,0,0,0,0,0
2021,ABIF0125129,31514316,Acid Disposal,Other,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABBT0119197,31494994,Gas Group Nlr,Gas Battery,TAQA North Ltd.,0,2473,72563,0,8
2021,ABBT0103646,31492655,Gas Group Nlr,Gas Battery,Long Term Asset Management Inc.,0,9600,38400,323,0
2021,ABBT0103647,31492656,Gas Group Nlr,Gas Battery,Long Term Asset Management Inc.,0,4600,18400,0,0
2021,ABBT0119196,31494993,Gas Group Nlr,Gas Battery,TAQA North Ltd.,0,6415,0,0,9
2021,ABBT0091933,31490755,Gas Proratn Not Sea,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0094839,31491298,Gas Proratn Not Sea,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0144582,31500711,Gas Proratn Not Sea,Gas Battery,TAQA North Ltd.,0,0,0,1132,1
2021,ABBT0087783,31490169,Gas Proratn Not Sea,Gas Battery,TAQA North Ltd.,59,0,8494,0,41
2021,ABBT0141216,31500009,Gas Proratn Not Sea,Gas Battery,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABBT0144227,31500659,Gas Proratn Not Sea,Gas Battery,TAQA North Ltd.,44446,1704,18486,0,49
2021,ABBT0142093,31500178,Gas Proratn Not Sea,Gas Battery,Long Term Asset Management Inc.,0,11220,44880,0,0
2021,ABBT0122625,31495651,Gas Proratn Not Sea,Gas Battery,Long Term Asset Management Inc.,0,35360,141440,0,0
2021,ABBT0092107,31490784,Gas Proratn Not Sea,Gas Battery,TAQA North Ltd.,14389,103737,228453,0,217
2021,ABBT0114748,31494175,Gas Proratn Not Sea,Gas Battery,Ovintiv Canada ULC,0,43633,2277,3087,0
2021,ABBT0106564,31854297,Gas Proratn Not Sea,Gas Battery,Lynx Energy ULC,0,109494,6718,1657,0
2021,ABBT0130619,31497586,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,1770,453,0
2021,ABBT0083887,31489629,Gas Proration Efflue,Gas Battery,Persist Oil And Gas Inc.,0,0,0,0,0
2021,ABBT0120558,31495221,Gas Proration Efflue,Gas Battery,Harvest Operations Corp.,0,0,0,0,0
2021,ABBT0130621,31497588,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0112578,31493723,Gas Proration Efflue,Gas Battery,Canlin Resources Partnership,0,0,0,0,0
2021,ABBT0130136,31497450,Gas Proration Efflue,Gas Battery,Lexin Resources Ltd.,0,0,0,0,0
2021,ABBT0132898,31498114,Gas Proration Efflue,Gas Battery,Barrel Oil Corp.,0,0,0,0,0
2021,ABBT0130623,31497590,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,0,4579,0
2021,ABBT0114455,31494133,Gas Proration Efflue,Gas Battery,Bighorn Energy Corporation,0,2800,0,0,0
2021,ABBT0140661,31499908,Gas Proration Efflue,Gas Battery,TAQA North Ltd.,0,6494,6453,0,4
2021,ABBT0152100,31807529,Gas Proration Efflue,Gas Battery,Tamarack Valley Energy Ltd.,1020,4878,2641,0,0
2021,ABBT0130620,31497587,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0133479,31498231,Gas Proration Efflue,Gas Battery,Canlin Resources Partnership,0,0,0,0,0
2021,ABBT0120622,31825745,Gas Proration Efflue,Gas Battery,Whitecap Resources Inc.,0,56253,17707,4394,0
2021,ABBT9090053,31506370,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT0116297,31494446,Gas Proration Efflue,Gas Battery,Harvest Operations Corp.,0,42651,25049,861,0
2021,ABBT5120001,31505415,Gas Proration Efflue,Gas Battery,Pieridae Alberta Production Ltd.,0,0,0,15670,0
2021,ABBT0130622,31497589,Gas Proration Efflue,Gas Battery,Crescent Point Energy Corp.,0,0,0,0,0
2021,ABBT6180002,31505685,Gas Proration Efflue,Gas Battery,Pieridae Alberta Production Ltd.,0,0,0,1628,0
2021,ABBT5780001,31505551,Gas Proration Efflue,Gas Battery,Loyal Energy (canada) Operating Ltd.,0,36609,0,0,0
2021,ABBT9310002,31506489,Gas Proration Efflue,Gas Battery,Pieridae Alberta Production Ltd.,0,161413,0,21897,0
2021,ABBT2020002,31778966,Gas Proration Efflue,Gas Battery,Bonavista Energy Corporation,0,565,4216,0,0
2021,ABBT5110001,31505414,Gas Proration Efflue,Gas Battery,Pieridae Alberta Production Ltd.,0,0,0,0,0
2021,ABBT0076784,31488812,Gas Test,Gas Battery,Bighorn Energy Corporation,0,0,0,0,0
2021,ABBT0076352,31488746,Gas Test,Gas Battery,Harvest Operations Corp.,0,0,0,0,0
2021,ABBT0087264,31490078,Gas Test,Gas Battery,TAQA North Ltd.,0,0,0,0,0
2021,ABBT0095263,31491387,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0075051,31488568,Gas Test,Gas Battery,Ovintiv Canada ULC,0,0,0,0,0
2021,ABBT0094396,31491223,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0094568,31491261,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0044611,31486590,Gas Test,Gas Battery,Pieridae Alberta Production Ltd.,0,0,0,0,0
2021,ABBT0112392,31493698,Gas Test,Gas Battery,Harvest Operations Corp.,0,0,0,0,0
2021,ABBT0094056,31491166,Gas Test,Gas Battery,Paramount Resources Ltd.,0,0,0,0,0
2021,ABBT0094804,31491291,Gas Test,Gas Battery,Success Resources Ltd.,0,0,0,0,0
2021,ABBT0095083,31491349,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0103429,31492644,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0103216,31492614,Gas Test,Gas Battery,Bearspaw Petroleum Ltd.,0,0,0,0,0
2021,ABBT0097243,31491761,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0097242,31491760,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0097339,31491780,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0098247,31491928,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0097295,31491773,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0097823,31491845,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0097337,31491779,Gas Test,Gas Battery,Obsidian Energy Ltd.,0,0,0,0,0
2021,ABBT0042647,31486484,Gas Proration - S.E.,Gas Battery,Journey Energy Inc.,0,0,0,0,0
2021,ABBT0120950,31495297,Gas Proration - S.E.,Gas Battery,TAQA North Ltd.,0,0,0,0,0
2021,ABBT0086773,31490019,Gas Proration - S.E.,Gas Battery,Revolution Oil & Gas Corporation,0,2400,0,0,0
2021,ABBT0134287,31498418,Gas Proration - S.E.,Gas Battery,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT0134288,31498419,Gas Proration - S.E.,Gas Battery,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT0061307,31487768,Gas Proration - S.E.,Gas Battery,Ovintiv Canada ULC,0,0,0,1805,0
2021,ABBT0066375,31488287,Gas Proration - S.E.,Gas Battery,City Of Medicine Hat,0,0,0,0,0
2021,ABBT0086575,31489986,Gas Proration - S.E.,Gas Battery,Revolution Oil & Gas Corporation,0,2400,0,0,0
2021,ABBT0066739,31488326,Gas Proration - S.E.,Gas Battery,Nps Industrial Power,0,0,0,0,0
2021,ABBT0112967,31493818,Gas Proration - S.E.,Gas Battery,Seol Energy Inc.,0,1425,13068,0,0
2021,ABBT0126984,31496717,Gas Proration - S.E.,Gas Battery,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT0126925,31496690,Gas Proration - S.E.,Gas Battery,Ridgeback Resources Inc.,0,0,0,0,0
2021,ABBT0113812,31493981,Gas Proration - S.E.,Gas Battery,Bighorn Energy Corporation,0,0,0,0,0
2021,ABBT0154133,31502705,Gas Proration - S.E.,Gas Battery,Ridgeback Resources Inc.,0,0,0,0,0
