Kermit FacilityID,Operator,KERMIT Status,Kermit Facility Name,Kermit Facility Type Code,Survey Date,Survey Method,Submission Survey ID - Operator,Unique Survey ID - BIL Generate,Survey Type,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Precipitation,Detection Instr Make,Emitting Device Ind,FLIR Instr Model,Stor Controlled Ind,Stor Uncontrolled Ind,Fac Pressurized Days,Leak Detection Ind,Leak Unique ID - Operator,Leak ID Unique _ BCOGC,Leak H2S Ind,Leak Building Ind,Leak Building Det Ind,Process Block,Process Block Other,Leaking Comp,Leaking Comp Other,Leaking Service,Leaking Service Other,Leak Quant Method,Leak Rate CMH,Leak rate gps,leakrate m3/year,,sum leaks,Leak Repaired Ind,Non Meas Reason,Non Meas Reason Other,Repair Date,Sum of Days Detection and Repair,Same Day Detection and Repair,Repair Confirmation,Repair Applied,Repair Other,Repair Delay,Delay Other,Turn Around Ind,Turn Around Date
7466,Veresen Midstream General Partner Inc.,Active,VMGPI CUTBANK C-064-A/093-P-08 002,GP,13-Oct-20,OGI,MEG-3331602602372,7466-2-2020,TParty,2,3,3,62,0,1.7,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33310379,7466-33310379-Dehy--Connector--11/3/2020,NO,NO,,Dehy,,Connector,,FGas,,HFSampler,0.038,0.471833333,332.88,0.471833333,,YES,Other,It was measured,03-Nov-20,21,NO,STest,Tighten,,,,,
151,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 06-06-086-13 002,B2,10-Sep-20,OGI,MEG-3361599752947,151-2-2020,TParty,2,3,3,205,11,1.4,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,33610708,151-33610708-Comp--Valve--10/9/2020,YES,NO,,Comp,,Valve,,NGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,,,09-Oct-20,29,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410414,932-37410414-Other-Process Building-Connector--,NO,NO,,Other,Process Building,Connector,,Propane,,HFSampler,0.037,0.459416667,324.12,0.459416667,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
7812,NorthRiver Midstream G and P Canada Inc.,Active,NRM GP CABIN D-076-J/094-P-04 002,GP,27-Jun-20,OGI,MEG-3311593273475,7812-1-2020,TParty,1,3,3,,12,3.3,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110645,7812-33110645-Comp--Connector--6/27/2020,NO,NO,NO,Comp,,Connector,,FGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,,,27-Jun-20,0,YES,OGI,Tighten,,,,,
18246,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS TOWNSEND A-033-J/094-B-09 002,GP,14-Dec-20,OGI,MEG-3361613590160,18246-3-2020,TParty,3,3,3,110,-20,3.3,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611493,18246-33611493-Other-Fuel gas supply system-Connector--,NO,YES,YES,Other,Fuel gas supply system,Connector,,FGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2022-06-30
18303,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS INGA 15-26-088-24 001,TT,22-Jun-20,OGI,MEG-3361613597193,18303-2-2020,TParty,2,3,1,39,8,6.9,LRain,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611523,18303-33611523-Other-Fuel gas supply system-Connector--5/18/2021,NO,YES,YES,Other,Fuel gas supply system,Connector,,FGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,Other,It was measured,18-May-21,330,NO,STest,Tighten,,,,,
18303,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS INGA 15-26-088-24 001,TT,22-Jun-20,OGI,MEG-3361613597193,18303-2-2020,TParty,2,3,1,39,8,6.9,LRain,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611526,18303-33611526-Comp--CStarter--5/18/2021,NO,NO,,Comp,,CStarter,,NGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,Other,It was measured,18-May-21,330,NO,Method21,Other,Replace seal(s),,,,
18303,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS INGA 15-26-088-24 001,TT,22-Jun-20,OGI,MEG-3361613597193,18303-2-2020,TParty,2,3,1,39,8,6.9,LRain,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611527,18303-33611527-Tankage--PDevice--5/18/2021,NO,NO,,Tankage,,PDevice,,NGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,Other,It was measured,18-May-21,330,NO,STest,Tighten,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110484,26946-33110484-Comp--Connector--9/14/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.037,0.459416667,324.12,0.459416667,,YES,,,14-Sep-20,90,NO,STest,Tighten,,NTSIF,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410381,932-37410381-Other-Process Building-Connector--2/2/2021,NO,YES,YES,Other,Process Building,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,Other,It was measured,02-Feb-21,43,NO,STest,Tighten,,,,,
2435,NorthRiver Midstream Inc.,Active,NorthRiver JEDNEY B-088-J/094-G-01 007,GP,18-Apr-20,OGI,MEG-3311587226003,2435-1-2020,TParty,1,3,3,,0,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,364,YES,33110289,2435-33110289-Seperator--Connector--5/11/2020,NO,NO,NO,Seperator,,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,11-May-20,23,NO,STest,Tighten,,,,,
2436,NorthRiver Midstream Inc.,Active,NorthRiver HIGHWAY B-036-I/094-B-16 002,GP,16-Apr-20,OGI,MEG-3311587051561,2436-1-2020,TParty,1,3,3,,6,3.3,Clear,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110260,2436-33110260-Comp--Connector--5/16/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,16-May-20,30,NO,STest,Tighten,,,,,
2436,NorthRiver Midstream Inc.,Active,NorthRiver HIGHWAY B-036-I/094-B-16 002,GP,16-Apr-20,OGI,MEG-3311587051561,2436-1-2020,TParty,1,3,3,,6,3.3,Clear,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110261,2436-33110261-Comp--Connector--5/16/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,16-May-20,30,NO,STest,Tighten,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,24-Jun-20,OGI,3738 - Round 1,3738-1-2020,TParty,1,3,3,,21,3,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP000349,3738-GP000349-Comp--Connector--9/19/2020,NO,YES,YES,Comp,,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,19-Sep-20,87,NO,Method21,Replace,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,26-Aug-20,OGI,3738 - Round 2,3738-2-2020,TParty,2,3,3,63,11,3.61,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP001065,3738-GP001065-Comp--Connector--9/20/2020,NO,YES,YES,Comp,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,20-Sep-20,25,NO,STest,Clean,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,26-Aug-20,OGI,3738 - Round 2,3738-2-2020,TParty,2,3,3,63,11,3.61,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP001090,3738-GP001090-Comp--Other-Compressor Valve Cover-11/3/2020,NO,YES,YES,Comp,,Other,Compressor Valve Cover,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,03-Nov-20,69,NO,Method21,Replace,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,26-Aug-20,OGI,3738 - Round 2,3738-2-2020,TParty,2,3,3,63,11,3.61,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP001095,3738-GP001095-Comp--Connector--9/22/2020,NO,YES,YES,Comp,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,22-Sep-20,27,NO,STest,Tighten,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,26-Aug-20,OGI,3738 - Round 2,3738-2-2020,TParty,2,3,3,63,11,3.61,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP001101,3738-GP001101-Comp--Connector--10/14/2020,NO,YES,YES,Comp,,Connector,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,14-Oct-20,49,NO,STest,Tighten,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,04-Nov-20,OGI,3738 - Round 3,3738-3-2020,TParty,3,3,3,70,-16,1.67,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP002061,3738-GP002061-Treater--Connector--11/23/2020,NO,YES,YES,Treater,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,23-Nov-20,19,NO,STest,Tighten,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,04-Nov-20,OGI,3738 - Round 3,3738-3-2020,TParty,3,3,3,70,-16,1.67,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP002096,3738-GP002096-Refrig--Connector--10/2/2021,NO,YES,YES,Refrig,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,02-Oct-21,332,NO,STest,Tighten,,WFSE,,NO,
4425,Shanghai Energy Corporation,Active,SEC CABIN A-052-J/094-P-04 001,CD,03-Nov-20,OGI,4425 - Round 3,4425-3-2020,TParty,3,3,3,70,-12,2.22,LSnow,FLIR,NO,GF320/GFx320,YES,NO,365,YES,GP002032,4425-GP002032-PGen--PRV/PSV--6/17/2021,NO,YES,YES,PGen,,PRV/PSV,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,17-Jun-21,226,NO,STest,Replace,,WFSE,,NO,
4799,Crescent Point Energy Corp.,Active,CPEC MAXHAMISHLAKE A-018-J/094-O-11 006,B2,24-Jan-20,OGI,3.30724E+18,4799-1-2020,TParty,1,1,3,,-19,4,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,365,YES,202542,4799-202542-Seperator--Connector--1/24/2020,NO,YES,NO,Seperator,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,Other,Measured,24-Jan-20,0,YES,STest,Tighten,,,,,
7290,Shanghai Energy Corporation,Active,SEC GUNNELLCREEK B-065-B/094-P-04 001,CD,23-Jun-20,OGI,7290 - Round 1,7290-1-2020,TParty,1,3,3,,10,4.72,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,GP000282,7290-GP000282-Dehy--Other-Regulator-7/27/2020,NO,YES,YES,Dehy,,Other,Regulator,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,27-Jul-20,34,NO,STest,Other,Blocked in valve,,,,
7362,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 02-25-085-14 005,GP,18-Feb-20,OGI,MEG-2971582067842,7362-1-2020,TParty,1,4,3,,-10,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,366,YES,29710570,7362-29710570-Other-Process Building-Valve--4/27/2020,YES,NO,,Other,Process Building,Valve,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,27-Apr-20,69,NO,STest,Tighten,,,,,
7466,Veresen Midstream General Partner Inc.,Active,VMGPI CUTBANK C-064-A/093-P-08 002,GP,12-Aug-20,OGI,MEG-3251597245616,7466-1-2020,TParty,1,3,3,,10,6.9,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,32510691,7466-32510691-MStation--PDevice--8/12/2020,NO,NO,,MStation,,PDevice,,NGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,Other,It was measured,12-Aug-20,0,YES,STest,Tighten,,,,,
7652,NorthRiver Midstream Inc.,Active,NorthRiver DOE 02-25-080-15 001,GP,14-Apr-20,OGI,MEG-3311586873160,7652-1-2020,TParty,1,3,3,,4,5,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,330,YES,33110175,7652-33110175-Seperator--Connector--4/14/2020,NO,NO,NO,Seperator,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,14-Apr-20,0,YES,OGI,Tighten,,,,,
7753,Shanghai Energy Corporation,Active,SEC TATTOO D-068-B/094-O-15 001,CD,27-Aug-20,OGI,7753 - Round 2,7753-2-2020,TParty,2,3,3,62,15,2.22,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,GP001158,7753-GP001158-Comp--Other-Filter Housing-11/13/2020,NO,YES,YES,Comp,,Other,Filter Housing,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,13-Nov-20,78,NO,Method21,Replace,,,,,
7753,Shanghai Energy Corporation,Active,SEC TATTOO D-068-B/094-O-15 001,CD,05-Nov-20,OGI,7753 - Round 3,7753-3-2020,TParty,3,3,3,70,-14,4.72,LSnow,FLIR,NO,GF320/GFx320,YES,NO,365,YES,GP002141,7753-GP002141-Dehy--Other-Regulator-11/5/2020,NO,YES,YES,Dehy,,Other,Regulator,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,05-Nov-20,0,YES,STest,Tighten,,,,,
7812,NorthRiver Midstream G and P Canada Inc.,Active,NRM GP CABIN D-076-J/094-P-04 002,GP,27-Jun-20,OGI,MEG-3311593273475,7812-1-2020,TParty,1,3,3,,12,3.3,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110650,7812-33110650-Comp--Connector--6/27/2020,NO,NO,NO,Comp,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,,,27-Jun-20,0,YES,OGI,Tighten,,,,,
7812,NorthRiver Midstream G and P Canada Inc.,Active,NRM GP CABIN D-076-J/094-P-04 002,GP,12-Nov-20,OGI,MEG-3311605209862,7812-3-2020,TParty,3,3,3,71,-20,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33111427,7812-33111427-Comp--Connector--,NO,NO,NO,Comp,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,NO,,,,,NO,,,,WFP,,YES,2022-08-01
7812,NorthRiver Midstream G and P Canada Inc.,Active,NRM GP CABIN D-076-J/094-P-04 002,GP,12-Nov-20,OGI,MEG-3311605209862,7812-3-2020,TParty,3,3,3,71,-20,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33111428,7812-33111428-Comp--Connector--,NO,NO,NO,Comp,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,NO,,,,,NO,,,,WFP,,YES,2022-08-01
7932,Leucrotta Exploration Inc.,Active,LEUCROTTA DOE 13-24-080-15 005,GP,13-Dec-20,OGI,3.30724E+18,7932-2-2020,TParty,2,2,3,101,-20,3.6,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,305857,7932-305857-Heater/Boiler--Connector--,NO,YES,NO,Heater/Boiler,,Connector,,FGas,,QOGI,0.036,0.447,315.36,0.447,,NO,Other,Measured,,,NO,,,,Other,Other,NO,
18161,Todd Energy Canada Limited,Active,TECL BIRCH A-044-I/094-A-13 001,CD,22-Oct-20,OGI,3.30724E+18,18161-3-2020,TParty,3,3,3,115,-10,2.7,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,305596,18161-305596-Sweetening--Connector--10/28/2020,NO,YES,YES,Sweetening,,Connector,,NGas,,QOGI,0.036,0.447,315.36,0.447,,YES,Other,Measured,28-Oct-20,6,NO,OGI,Replace,,Other,Repaired,NO,
24114,ARC Resources Ltd.,Active,ARCRES DOE 05-35-079-14 001,GP,18-Oct-20,OGI,"	3307235000003628617",24114-3-2020,TParty,3,3,3,123,-15,3,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,208943,24114-208943-Refrig--Connector--10/18/2020,NO,YES,NO,Refrig,,Connector,,FGas,,HFSampler,0.036,0.447,315.36,0.447,,YES,Other,Measured,18-Oct-20,0,YES,STest,Tighten,,,,,
362,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 06-01-085-14 002,SB,09-Sep-20,OGI,MEG-3361599671908,362-1-2020,TParty,1,2,3,,13,1.4,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,366,YES,33610697,362-33610697-Wellhead--Valve--10/9/2020,YES,NO,,Wellhead,,Valve,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,09-Oct-20,30,NO,STest,Tighten,,,,,
445,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 07-02-085-14 002,GP,18-Feb-20,OGI,MEG-2971582051211,445-1-2020,TParty,1,3,3,,-20,2.8,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,29710543,445-29710543-Comp--Connector--2/20/2020,YES,NO,,Comp,,Connector,,FGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,20-Feb-20,2,NO,OGI,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410056,932-37410056-MStation--Connector--10/28/2020,NO,NO,,MStation,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,It was measured,28-Oct-20,6,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410057,932-37410057-MStation--Connector--10/28/2020,NO,NO,,MStation,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,It was measured,28-Oct-20,6,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410328,932-37410328-Other-Inlet/Discharge Piping-Connector--2/2/2021,NO,YES,YES,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,It was measured,02-Feb-21,43,NO,STest,Tighten,,,,,
2435,NorthRiver Midstream Inc.,Active,NorthRiver JEDNEY B-088-J/094-G-01 007,GP,03-Sep-20,OGI,MEG-3221599145002,2435-3-2020,TParty,3,3,3,73,10,2.2,Clear,FLIR,NO,GF320/GFx320,NO,NO,364,YES,32210595,2435-32210595-Comp--Connector--9/24/2021,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,24-Sep-21,386,NO,STest,Tighten,,NTSIF,,,
7362,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 02-25-085-14 005,GP,02-Dec-20,OGI,MEG-3141606931871,7362-4-2020,TParty,4,4,3,84,3,3.3,Clear,FLIR,NO,GF320/GFx320,NO,NO,366,YES,31411569,7362-31411569-Other-Process Building-Connector--12/2/2020,YES,YES,YES,Other,Process Building,Connector,,FGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,02-Dec-20,0,YES,OGI,Other,Replace seal(s),,,,
7652,NorthRiver Midstream Inc.,Active,NorthRiver DOE 02-25-080-15 001,GP,07-Sep-20,OGI,MEG-3221599451825,7652-3-2020,TParty,3,3,3,80,10,2.5,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,330,YES,32210793,7652-32210793-Seperator--Valve--9/7/2020,NO,NO,NO,Seperator,,Valve,,FGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,07-Sep-20,0,YES,STest,Tighten,,,,,
7858,ARC Resources Ltd.,Active,ARCRES SUNRISE 13-36-078-18 001,GP,15-Jun-20,OGI,3.30724E+18,7858-2-2020,TParty,2,3,3,127,9,3,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,303303,7858-303303-Seperator--Connector--7/31/2020,NO,YES,YES,Seperator,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,31-Jul-20,46,NO,OGI,Tighten,,Other,Repaired,NO,
7858,ARC Resources Ltd.,Active,ARCRES SUNRISE 13-36-078-18 001,GP,15-Jun-20,OGI,3.30724E+18,7858-2-2020,TParty,2,3,3,127,9,3,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,303304,7858-303304-Seperator--Connector--8/17/2020,NO,NO,NO,Seperator,,Connector,,Propane,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,17-Aug-20,63,NO,OGI,Tighten,,Other,Repaired,NO,
7858,ARC Resources Ltd.,Active,ARCRES SUNRISE 13-36-078-18 001,GP,15-Jun-20,OGI,3.30724E+18,7858-2-2020,TParty,2,3,3,127,9,3,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,303308,7858-303308-Comp--Other-Other - Compressor Seal - Compressor - Cylinder Head-10/22/2020,NO,YES,YES,Comp,,Other,Other - Compressor Seal - Compressor - Cylinder Head,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,22-Oct-20,129,NO,OGI,Adjust,,Other,Repaired,NO,
7858,ARC Resources Ltd.,Active,ARCRES SUNRISE 13-36-078-18 001,GP,15-Jun-20,OGI,3.30724E+18,7858-2-2020,TParty,2,3,3,127,9,3,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,303309,7858-303309-Comp--Other-Other - Compressor Seal - Compressor - Cylinder Head-10/22/2020,NO,YES,YES,Comp,,Other,Other - Compressor Seal - Compressor - Cylinder Head,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,22-Oct-20,129,NO,OGI,Adjust,,Other,Repaired,NO,
18270,ARC Resources Ltd.,Active,ARCRES DAWSON CREEK 13-07-080-14 002,GP,21-Oct-20,OGI,3.30724E+18,18270-3-2020,TParty,3,3,3,134,-8,3.6,LSnow,FLIR,NO,GF320/GFx320,YES,NO,365,YES,336,18270-336-Comp--Other-Other - Compressor Seal - Compressor - Variable Volume Pocket-11/24/2020,NO,YES,YES,Comp,,Other,Other - Compressor Seal - Compressor - Variable Volume Pocket,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,24-Nov-20,34,NO,STest,Adjust,,Other,Repaired,NO,
24114,ARC Resources Ltd.,Active,ARCRES DOE 05-35-079-14 001,GP,17-Jun-20,OGI,3.30724E+18,24114-2-2020,TParty,2,3,3,131,11,0,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,313199,24114-313199-Heater/Boiler--Connector--9/11/2020,NO,YES,YES,Heater/Boiler,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,Other,Measured,11-Sep-20,86,NO,STest,Adjust,,Other,Repaired,NO,
26945,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP FORT NELSON GP C-085-G/094-J-10 002,GP,31-Aug-20,OGI,MEG-3221598888347,26945-2-2020,TParty,2,3,3,67,7,2.2,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,32210565,26945-32210565-MStation--Connector--9/18/2020,NO,NO,NO,MStation,,Connector,,FGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,18-Sep-20,18,NO,STest,Tighten,,,,,
26945,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP FORT NELSON GP C-085-G/094-J-10 002,GP,31-Aug-20,OGI,MEG-3221598888347,26945-2-2020,TParty,2,3,3,67,7,2.2,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,32210573,26945-32210573-Comp--Connector--9/18/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,18-Sep-20,18,NO,STest,Tighten,,,,,
26945,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP FORT NELSON GP C-085-G/094-J-10 002,GP,31-Aug-20,OGI,MEG-3221598888347,26945-2-2020,TParty,2,3,3,67,7,2.2,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,32210575,26945-32210575-Comp--Connector--9/18/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,YES,,,18-Sep-20,18,NO,STest,Tighten,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,19-Oct-20,OGI,MEG-3741603124718,26946-2-2020,TParty,2,3,3,125,-8,1.7,LSnow,FLIR,NO,GF320/GFx320,NO,NO,365,YES,37410026,26946-37410026-Comp--Connector--,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.035,0.434583333,306.6,0.434583333,,NO,,,,,NO,,,,NTSIF,,YES,2022-09-01
151,Whitecap Resources Inc.,Active,WHITECAP BOUNDARYLAKE 06-06-086-13 002,B2,18-Feb-20,OGI,MEG-2971582061710,151-1-2020,TParty,1,3,3,,7,2.8,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,29710549,151-29710549-Tankage--THatch--,YES,NO,,Tankage,,THatch,,NGas,,HFSampler,0.034,0.422166667,297.84,0.422166667,,NO,,,,,NO,,,,NTSIF,,YES,2021-07-15
160,Aitken Creek Gas Storage ULC,Active,AITKEN GAS AITKENCREEK D-044-L/094-A-13 002,GP,18-Jun-20,OGI,3.30724E+18,160-2-2020,TParty,2,3,3,147,15,2.4,Clear,FLIR,NO,GF320/GFx320,NO,YES,365,YES,202332,160-202332-Seperator--Valve--7/12/2020,NO,YES,YES,Seperator,,Valve,,NGas,,HFSampler,0.034,0.422166667,297.84,0.422166667,,YES,Other,Measured,12-Jul-20,24,NO,OGI,Adjust,,Other,Repaired,NO,
205,Cenovus Energy Inc.,Active,CVE ENERGY NOEL B-059-D/093-P-08 002,CS,31-Mar-20,OGI,3.30724E+18,205-1-2020,TParty,1,2,3,,-16,1.2,MSnow,FLIR,NO,GF320/GFx320,NO,YES,365,YES,202830,205-202830-Comp--Other-Other - Compressor Seal - Compressor - Variable Volume Pocket-4/2/2020,NO,YES,YES,Comp,,Other,Other - Compressor Seal - Compressor - Variable Volume Pocket,NGas,,HFSampler,0.034,0.422166667,297.84,0.422166667,,YES,Other,Measured,02-Apr-20,2,NO,STest,Adjust,,Other,Repaired,NO,
