Kermit FacilityID,Operator,KERMIT Status,Kermit Facility Name,Kermit Facility Type Code,Survey Date,Survey Method,Submission Survey ID - Operator,Unique Survey ID - BIL Generate,Survey Type,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Precipitation,Detection Instr Make,Emitting Device Ind,FLIR Instr Model,Stor Controlled Ind,Stor Uncontrolled Ind,Fac Pressurized Days,Leak Detection Ind,Leak Unique ID - Operator,Leak ID Unique _ BCOGC,Leak H2S Ind,Leak Building Ind,Leak Building Det Ind,Process Block,Process Block Other,Leaking Comp,Leaking Comp Other,Leaking Service,Leaking Service Other,Leak Quant Method,Leak Rate CMH,Leak rate gps,leakrate m3/year,,sum leaks,Leak Repaired Ind,Non Meas Reason,Non Meas Reason Other,Repair Date,Sum of Days Detection and Repair,Same Day Detection and Repair,Repair Confirmation,Repair Applied,Repair Other,Repair Delay,Delay Other,Turn Around Ind,Turn Around Date
26229,Tourmaline Oil Corp.,Active,TOURMALINE DOE 02-11-080-16 001,GP,03-Oct-20,QOGI,KFTUHECD680,26229-3-2020,TParty,3,3,3,123,15,5.28,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2328,26229-2328-Tankage--Connector--10/9/2020,NO,NO,YES,Tankage,,Connector,,FGas,,QOGI,0.29,3.600833333,2540.4,3.600833333,,YES,,,09-Oct-20,6,NO,STest,Other,Operations repaired leak,NTSIF,,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,07-Apr-20,QOGI,K8OY9T0RA5W,26427-1-2020,TParty,1,3,3,,3,5.28,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,K8RO6J9BO9K,26427-K8RO6J9BO9K-Comp--Connector--7/8/2020,NO,NO,YES,Comp,,Connector,,NGas,,QOGI,0.29,3.600833333,2540.4,3.600833333,,YES,,,08-Jul-20,92,NO,STest,RBuild,,,,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,12-Jun-20,QOGI,KBB08GR96HF,26427-2-2020,TParty,2,3,3,65,21,1.94,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2509,26427-2509-Tankage--Valve--6/30/2020,NO,NO,YES,Tankage,,Valve,,NGas,,QOGI,0.29,3.600833333,2540.4,3.600833333,,YES,,,30-Jun-20,18,NO,STest,RBuild,,,,NO,
26571,Yoho Resources Inc.,Active,YOHO INGA 10-19-087-23 002,CD,07-Oct-20,QOGI,KFZN0L61CWN,26571-2-2020,TParty,2,3,3,77,4,1.11,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,5103,26571-5103-Dehy--Connector--10/7/2020,NO,YES,YES,Dehy,,Connector,,NGas,,QOGI,0.29,3.600833333,2540.4,3.600833333,,YES,,,07-Oct-20,0,YES,OGI,Tighten,,,,NO,
26571,Yoho Resources Inc.,Active,YOHO INGA 10-19-087-23 002,CD,22-Dec-20,QOGI,KJ06DCPL2QK,26571-3-2020,TParty,3,3,3,76,-14,1.67,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,5357,26571-5357-Comp--Connector--12/22/2020,NO,YES,YES,Comp,,Connector,,NGas,,QOGI,0.29,3.600833333,2540.4,3.600833333,,YES,,,22-Dec-20,0,YES,STest,Other,Operations repaired leak,,,NO,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,19-Oct-20,OGI,MEG-3741603124718,26946-2-2020,TParty,2,3,3,125,-8,1.7,LSnow,FLIR,NO,GF320/GFx320,NO,NO,365,YES,37410054,26946-37410054-Tankage--Connector--10/21/2020,NO,NO,NO,Tankage,,Connector,,Propane,,HFSampler,0.29,3.600833333,2540.4,3.600833333,,YES,,,21-Oct-20,2,NO,OGI,Tighten,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,19-Oct-20,OGI,MEG-3741603124718,26946-2-2020,TParty,2,3,3,125,-8,1.7,LSnow,FLIR,NO,GF320/GFx320,NO,NO,365,YES,37410055,26946-37410055-Tankage--Connector--11/26/2020,NO,NO,NO,Tankage,,Connector,,Propane,,HFSampler,0.29,3.600833333,2540.4,3.600833333,,YES,,,26-Nov-20,38,NO,STest,Tighten,,Other,Unknown,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,21-Dec-20,OGI,MEG-3341608567804,26946-3-2020,TParty,3,3,3,63,-1,5.3,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33410959,26946-33410959-Comp--Valve--2/22/2021,NO,NO,NO,Comp,,Valve,,Propane,,HFSampler,0.29,3.600833333,2540.4,3.600833333,,YES,,,22-Feb-21,63,NO,STest,Tighten,,WFSE,,,
26951,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP DAWSONCREEK 11-26-078-17 003,GP,15-Sep-20,OGI,KF4R5HIZHFH,26951-2-2020,TParty,2,3,3,124,3,1.32,Clear,FLIR,NO,GF320/GFx320,NO,NO,360,YES,33477,26951-33477-Tankage--PPump--12/3/2020,NO,NO,NO,Tankage,,PPump,,FGas,,HFSampler,0.29,3.600833333,2540.4,3.600833333,,YES,,,03-Dec-20,79,NO,OGI,Tighten,,NTSIF,,,
26975,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP TAYLOR 15-25-082-18 003,CS,30-Jul-20,OGI,KD8X4XWSM75,26975-1-2020,TParty,1,3,3,,16,1.11,Clear,FLIR,NO,GF320/GFx320,NO,NO,293,YES,6914,26975-6914-Comp--Valve--4/15/2021,NO,NO,NO,Comp,,Valve,,FGas,,HFSampler,0.29,3.600833333,2540.4,3.600833333,,YES,,,15-Apr-21,259,NO,STest,Tighten,,RAccess,,,
2436,NorthRiver Midstream Inc.,Active,NorthRiver HIGHWAY B-036-I/094-B-16 002,GP,05-Sep-20,OGI,MEG-3221599319126,2436-3-2020,TParty,3,3,3,77,12,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,32210721,2436-32210721-Comp--Connector--10/28/2021,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.289,3.588416667,2531.64,3.588416667,,YES,,,28-Oct-21,418,NO,STest,Tighten,,NTSIF,,,
7309,Shanghai Energy Corporation,Active,SEC ELLEH A-019-F/094-I-12 001,GP,25-Aug-20,OGI,7309 - Round 2,7309-2-2020,TParty,2,3,3,61,19,4.44,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,GP001049,7309-GP001049-Comp--Connector--8/28/2020,NO,YES,YES,Comp,,Connector,,FGas,,HFSampler,0.288,3.576,2522.88,3.576,,YES,,,28-Aug-20,3,NO,STest,Clean,,,,,
18246,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS TOWNSEND A-033-J/094-B-09 002,GP,11-May-20,OGI,MEG-3361613544092,18246-1-2020,TParty,1,3,3,,8,2.8,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611466,18246-33611466-Other-Inlet/Discharge Piping-Connector--,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,EEstimate,0.288,3.576,2522.88,3.576,,NO,Inaccess,,,,NO,,,,NTSIF,,YES,2022-06-30
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110151,932-34110151-Other-Inlet/Discharge Piping-Connector--7/15/2020,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.287,3.563583333,2514.12,3.563583333,,YES,Other,It was measured,15-Jul-20,0,YES,OGI,Tighten,,,,,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-0765,18260-OVV-0765-Other-Piping-Connector--12/1/2020,NO,NO,,Other,Piping,Connector,,NGas,,QOGI,0.282,3.5015,2470.32,3.5015,,YES,Other,Measurement was completed.,01-Dec-20,33,NO,STest,Tighten,,NTSIF,,YES,2022-07-05
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,15-Jul-20,OGI,MEG-3411594827942,932-1-2020,TParty,1,3,3,,16,2.8,Clear,FLIR,NO,GF320/GFx320,NO,YES,316,YES,34110285,932-34110285-Tankage--Connector--9/24/2020,NO,NO,,Tankage,,Connector,,Other,Condensate Tank Vapour,HFSampler,0.281,3.489083333,2461.56,3.489083333,,YES,Other,It was measured,24-Sep-20,71,NO,STest,Tighten,,,,,
1647,Tourmaline Oil Corp.,Active,TOURMALINE MARTIN B-002-E/094-H-06 003,GP,29-Oct-20,QOGI,KGV1FAR7FWJ,1647-2-2020,TParty,2,2,3,128,0,1.94,Cloudy,FLIR,YES,GF320/GFx320,YES,NO,366,YES,5781,1647-5781-Heater/Boiler--Valve--,NO,YES,YES,Heater/Boiler,,Valve,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7136,Sanling Energy Ltd.,Active,SLE NOEL A-097-G/093-P-01 001,CS,08-Nov-20,QOGI,201040,7136-1-2020,TParty,1,1,3,,-5,0.83,Clear,FLIR,YES,GF320/GFx320,NO,YES,365,YES,578,7136-578-Comp--Connector--1/29/2021,NO,YES,NO,Comp,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,Other,Leak was measured.,29-Jan-21,82,NO,STest,Tighten,,,,,
7676,NorthRiver Midstream G and P Canada Inc.,Active,NRM GP TUPPER CREEK A-021-B/093-P-09 001,GP,13-Oct-20,QOGI,KG855HBDT2K,7676-3-2020,TParty,3,3,3,117,-3,1.67,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,363,YES,5772,7676-5772-Comp--OLine--6/8/2021,NO,NO,NO,Comp,,OLine,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,08-Jun-21,238,NO,OGI,Replace,,NTSIF,,,
7778,PETRONAS Energy Canada Ltd.,Active,PETRONAS FARRELLCREEKWEST B-088-I/094-B-01 001,GP,24-Jul-20,QOGI,KCYZ6XUFTG4,7778-1-2020,TParty,1,3,3,,10,1.44,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2459,7778-2459-Other-Heat Medium Building-CValve--9/18/2020,NO,NO,YES,Other,Heat Medium Building,CValve,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,18-Sep-20,56,NO,OGI,Tighten,Former WO SR1017324 Tightened packing on valve,,Repair date entered in error  Not Sep 18 Aug 18th Would be with in 30 days,NO,
7778,PETRONAS Energy Canada Ltd.,Active,PETRONAS FARRELLCREEKWEST B-088-I/094-B-01 001,GP,10-Dec-20,QOGI,KIJ1B6R8ZYL,7778-3-2020,TParty,3,3,3,65,-10,3.61,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,5333,7778-5333-Comp--Valve--,NO,YES,YES,Comp,,Valve,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7845,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-070-C/094-G-01 001,CD,15-Sep-20,QOGI,KF47KL6NUBV,7845-2-2020,TParty,2,3,3,75,4,1.11,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,351,YES,4026,7845-4026-Comp--Connector--10/8/2020,NO,YES,YES,Comp,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,08-Oct-20,23,NO,STest,Other,Repaired by PECL Operations,,,NO,
7971,PETRONAS Energy Canada Ltd.,Active,PETRONAS GUNDY CREEK D-004-H/094-B-16 001,CD,15-Jul-20,QOGI,KCNKDSBSW67,7971-1-2020,TParty,1,3,3,,18,0.83,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2856,7971-2856-Comp--Connector--8/10/2020,NO,NO,YES,Comp,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,10-Aug-20,26,NO,STest,RBuild,"""FORMER WO SR1017156
 Pull apart retape and dope. Reinstall""",NTSIF,Wrong date Repaired August 10 Required removal from service 26 days,YES,2021-12-31
7971,PETRONAS Energy Canada Ltd.,Active,PETRONAS GUNDY CREEK D-004-H/094-B-16 001,CD,22-Sep-20,QOGI,KFE4YIR2DQL,7971-2-2020,TParty,2,3,3,69,6,1.17,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,4573,7971-4573-Comp--Connector--10/5/2020,NO,NO,YES,Comp,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,05-Oct-20,13,NO,STest,Other,Leak repaired and verified to be leak free using soap solution,,,NO,
17858,Tourmaline Oil Corp.,Active,TOURMALINE LAPRISE CREEK B-024-H/094-G-08 001,GP,20-Jun-20,QOGI,KBNUH33GE1I,17858-2-2020,TParty,2,3,3,78,19,1.75,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,2262,17858-2262-Seperator--Valve--7/5/2020,NO,NO,NO,Seperator,,Valve,,NGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,05-Jul-20,15,NO,STest,RBuild,Re-seat bull plug. Test with Snoop.,,,NO,
18237,Black Swan Energy Ltd.,Active,BLACK SWAN AITKENCREEKNORTH C-038-C/094-H-04 001,GP,20-Oct-20,QOGI,KGI7C9UAYRR,18237-3-2020,TParty,3,3,3,77,-3,2.78,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,2017,18237-2017-MStation--Valve--10/30/2020,NO,YES,YES,MStation,,Valve,,NGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,30-Oct-20,10,NO,STest,Other,Operations repaired leak,,,,
26229,Tourmaline Oil Corp.,Active,TOURMALINE DOE 02-11-080-16 001,GP,03-Oct-20,QOGI,KFTUHECD680,26229-3-2020,TParty,3,3,3,123,23,6.67,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,4615,26229-4615-PGen--Connector--,NO,YES,YES,PGen,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
26339,Tourmaline Oil Corp.,Active,TOURMALINE HERITAGE 05-23-080-16 004,B,26-Jun-20,QOGI,KBWG5NZX3DC,26339-2-2020,TParty,2,3,3,91,20,5.56,Clear,FLIR,NO,GF320/GFx320,NO,YES,366,YES,2342,26339-2342-Seperator--Connector--11/10/2020,NO,YES,YES,Seperator,,Connector,,NGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,10-Nov-20,137,NO,OGI,RBuild,,NTSIF,Valve that gauge threaded into passing. repair date is 3rd inspection date. Repaired prior but not documented.,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,06-Apr-20,QOGI,K8OY9T0RA5W,26427-1-2020,TParty,1,3,3,,4,8.33,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,160,26427-160-Comp--Valve--5/12/2020,NO,YES,YES,Comp,,Valve,,NGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,12-May-20,36,NO,STest,Tighten,,,,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,11-Jun-20,QOGI,KBB08GR96HF,26427-2-2020,TParty,2,3,3,65,22,3.89,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2615,26427-2615-Refrig--Connector--7/20/2020,NO,YES,YES,Refrig,,Connector,,FGas,,QOGI,0.28,3.476666667,2452.8,3.476666667,,YES,,,20-Jul-20,39,NO,STest,Tighten,,,,NO,
2435,NorthRiver Midstream Inc.,Active,NorthRiver JEDNEY B-088-J/094-G-01 007,GP,03-Sep-20,OGI,MEG-3221599145002,2435-3-2020,TParty,3,3,3,73,10,2.2,Clear,FLIR,NO,GF320/GFx320,NO,NO,364,YES,32210599,2435-32210599-Comp--Valve--3/17/2021,NO,NO,NO,Comp,,Valve,,NGas,,HFSampler,0.278,3.451833333,2435.28,3.451833333,,YES,,,17-Mar-21,195,NO,Method21,Replace,,Other,Unknown,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110544,26946-33110544-Comp--Connector--9/17/2020,NO,NO,NO,Comp,,Connector,,Butane,,HFSampler,0.278,3.451833333,2435.28,3.451833333,,YES,,,17-Sep-20,93,NO,STest,Tighten,,NTSIF,,,
26945,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP FORT NELSON GP C-085-G/094-J-10 002,GP,31-Aug-20,OGI,MEG-3221598888347,26945-2-2020,TParty,2,3,3,67,7,2.2,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,32210583,26945-32210583-FSystem--Valve--9/18/2020,NO,NO,NO,FSystem,,Valve,,FGas,,HFSampler,0.277,3.439416667,2426.52,3.439416667,,YES,,,18-Sep-20,18,NO,STest,Replace,,,,NO,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,24-Jun-20,OGI,3738 - Round 1,3738-1-2020,TParty,1,3,3,,21,3,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP000319,3738-GP000319-Comp--Connector--7/27/2020,NO,YES,YES,Comp,,Connector,,NGas,,HFSampler,0.276,3.427,2417.76,3.427,,YES,,,27-Jul-20,33,NO,STest,Tighten,,,,,
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,26-Aug-20,OGI,3738 - Round 2,3738-2-2020,TParty,2,3,3,63,11,3.61,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP001073,3738-GP001073-Comp--Connector--9/20/2020,NO,YES,YES,Comp,,Connector,,FGas,,HFSampler,0.276,3.427,2417.76,3.427,,YES,,,20-Sep-20,25,NO,STest,Tighten,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110532,26946-33110532-Comp--Valve--9/17/2020,NO,NO,NO,Comp,,Valve,,Butane,,HFSampler,0.276,3.427,2417.76,3.427,,YES,,,17-Sep-20,93,NO,STest,Tighten,,NTSIF,,,
7652,NorthRiver Midstream Inc.,Active,NorthRiver DOE 02-25-080-15 001,GP,14-Apr-20,OGI,MEG-3311586873160,7652-1-2020,TParty,1,3,3,,4,5,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,330,YES,33110178,7652-33110178-Comp--Valve--9/9/2020,NO,NO,NO,Comp,,Valve,,NGas,,HFSampler,0.275,3.414583333,2409,3.414583333,,YES,,,09-Sep-20,148,NO,STest,Tighten,,Other,Unknown,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410098,932-37410098-Other-Inlet/Discharge Piping-Connector--,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.273,3.38975,2391.48,3.38975,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,16-Jun-20,OGI,MEG-3311592319338,26946-1-2020,TParty,1,3,3,,9,3.1,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33110482,26946-33110482-Comp--Connector--9/14/2020,NO,NO,NO,Comp,,Connector,,Propane,,HFSampler,0.273,3.38975,2391.48,3.38975,,YES,,,14-Sep-20,90,NO,STest,Tighten,,NTSIF,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410350,932-37410350-Other-Inlet/Discharge Piping-Connector--,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.271,3.364916667,2373.96,3.364916667,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
3738,Shanghai Energy Corporation,Active,SEC SIERRA A-026-K/094-I-11 002,GP,04-Nov-20,OGI,3738 - Round 3,3738-3-2020,TParty,3,3,3,70,-16,1.67,Clear,FLIR,NO,GF320/GFx320,YES,YES,365,YES,GP002043,3738-GP002043-Comp--OLine--11/24/2020,NO,YES,YES,Comp,,OLine,,NGas,,HFSampler,0.27,3.3525,2365.2,3.3525,,YES,,,24-Nov-20,20,NO,STest,Clean,,,,,
7778,PETRONAS Energy Canada Ltd.,Active,PETRONAS FARRELLCREEKWEST B-088-I/094-B-01 001,GP,10-Dec-20,QOGI,KIJ1B6R8ZYL,7778-3-2020,TParty,3,3,3,65,-10,3.61,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,5336,7778-5336-Comp--Valve--,NO,NO,YES,Comp,,Valve,,FGas,,QOGI,0.27,3.3525,2365.2,3.3525,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7845,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-070-C/094-G-01 001,CD,15-Sep-20,QOGI,KF47KL6NUBV,7845-2-2020,TParty,2,3,3,75,4,1.11,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,351,YES,4010,7845-4010-Comp--OLine--11/20/2020,NO,NO,YES,Comp,,OLine,,NGas,,QOGI,0.27,3.3525,2365.2,3.3525,,YES,,,20-Nov-20,66,NO,STest,Other,Repaired by PECL Operations,NTSIF,No explanation provided Seal Pot Drain Vent,YES,2021-12-31
7849,PETRONAS Energy Canada Ltd.,Active,PETRONAS JEDNEY C-067-H/094-G-01 001,CD,04-Dec-20,QOGI,KIAJMAYBNA3,7849-2-2020,TParty,2,2,3,72,3,3.89,Clear,FLIR,NO,GF320/GFx320,NO,NO,366,YES,4947,7849-4947-Comp--Valve--,NO,YES,YES,Comp,,Valve,,FGas,,QOGI,0.27,3.3525,2365.2,3.3525,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7884,PETRONAS Energy Canada Ltd.,Active,PETRONAS ALTARES D-097-G/094-B-08 001,CD,16-Dec-20,QOGI,KIRNJCWF5UW,7884-3-2020,TParty,3,3,3,62,-18,2.36,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,342,YES,5348,7884-5348-PGen--Connector--,NO,YES,YES,PGen,,Connector,,FGas,,QOGI,0.27,3.3525,2365.2,3.3525,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
7925,PETRONAS Energy Canada Ltd.,Active,PETRONAS LILYLAKE A-029-J/094-G-02 001,GP,17-Nov-20,QOGI,KHMB1ZHS0W8,7925-3-2020,TParty,3,3,3,64,-15,2.75,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,5224,7925-5224-Other-Oil Processing-OLine--12/13/2020,NO,NO,YES,Other,Oil Processing,OLine,,NGas,,QOGI,0.27,3.3525,2365.2,3.3525,,YES,,,13-Dec-20,26,NO,STest,Other,Repaired by PECL Operations,,,NO,
17857,PETRONAS Energy Canada Ltd.,Active,PETRONAS CARIBOU B-015-F/094-G-07 001,CD,07-Dec-20,QOGI,KIEU8Z3KVVP,17857-3-2020,TParty,3,3,3,63,-1,3.89,FClouds,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2961,17857-2961-Tankage--PRV/PSV--,NO,NO,YES,Tankage,,PRV/PSV,,NGas,,QOGI,0.27,3.3525,2365.2,3.3525,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
18060,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-008-I/094-B-16 001,CD,20-Jul-20,QOGI,KCUO90W5X3I,18060-1-2020,TParty,1,3,3,,16,1.67,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,354,YES,2685,18060-2685-Comp--Connector--8/5/2020,NO,YES,YES,Comp,,Connector,,FGas,,QOGI,0.27,3.3525,2365.2,3.3525,,YES,,,05-Aug-20,16,NO,STest,Replace,"""FORMER WO SR1017212
 Replace gasket""",NTSIF,,YES,2021-12-31
18060,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-008-I/094-B-16 001,CD,20-Jul-20,QOGI,KCUO90W5X3I,18060-1-2020,TParty,1,3,3,,16,1.67,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,354,YES,2688,18060-2688-Tankage--Valve--8/4/2020,NO,NO,YES,Tankage,,Valve,,NGas,,QOGI,0.27,3.3525,2365.2,3.3525,,YES,,,04-Aug-20,15,NO,STest,Other,PECL OPERATIONS,NTSIF,,YES,2021-12-31
18060,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-008-I/094-B-16 001,CD,02-Dec-20,QOGI,KI7L2EF90PA,18060-3-2020,TParty,3,3,3,70,5,1.81,Clear,FLIR,NO,GF320/GFx320,YES,NO,354,YES,4933,18060-4933-Comp--Valve--,NO,YES,YES,Comp,,Valve,,FGas,,QOGI,0.27,3.3525,2365.2,3.3525,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
26981,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP BEG B-036-I/094-B-16 005,CS,27-Jul-20,OGI,KD4SAX9VLC9,26981-1-2020,TParty,1,3,3,,21,3.06,Clear,FLIR,NO,GF320/GFx320,NO,NO,308,YES,3822,26981-3822-Comp--CValve--12/20/2020,NO,NO,NO,Comp,,CValve,,NGas,,HFSampler,0.27,3.3525,2365.2,3.3525,,YES,,,20-Dec-20,146,NO,STest,Tighten,,Other,Unknown,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410076,932-37410076-Other-Process Building-PRV/PSV--10/26/2020,NO,NO,,Other,Process Building,PRV/PSV,,NGas,,HFSampler,0.269,3.340083333,2356.44,3.340083333,,YES,Other,It was measured,26-Oct-20,4,NO,STest,Tighten,,,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,19-Oct-20,OGI,MEG-3741603124718,26946-2-2020,TParty,2,3,3,125,-8,1.7,LSnow,FLIR,NO,GF320/GFx320,NO,NO,365,YES,37410051,26946-37410051-Tankage--Connector--10/21/2020,NO,NO,NO,Tankage,,Connector,,Butane,,HFSampler,0.267,3.31525,2338.92,3.31525,,YES,,,21-Oct-20,2,NO,OGI,Tighten,,,,,
