FAC_ID_CODE,PROD GAS,FUEL GAS,FLARE GAS,VENT GAS,TOT RECPTS GAS,TOT DELVRS GAS,PROD OIL,PROD_PERIOD
7894,5063.9,1.5,0,1.2,0,0,380193.2,202111
7902,179.7,0,0,0,0,0,380193.2,202111
7913,1847,314.8,0,1.4,0,8546.3,380539.2,202111
7914,0,0,13.6,1.9,9.5,7697.9,380539.2,202111
7915,6256.6,0,0,0,0,33367.1,488659,202111
7924,22099,1713.2,98.1,1.4,30172.3,253.8,488659,202111
7925,0,0,0,0,87921.2,0,488659,202111
7932,0,0,0,2,78.7,0,488659,202111
7936,0,0,0,0,64824.8,0,488659,202111
7947,0,0,0,0,0,20.2,489247.9,202111
7966,0,0,0,0,8956,36611.7,489392.2,202111
7967,1621,268.8,0,0,0,0,489392.2,202111
7968,946.4,0,0,0,0,0,489392.2,202111
7970,815.1,0,7.4,0.5,0,6382.7,489392.2,202111
7971,13677.8,1.4,0,0.6,0,0,489392.2,202111
7976,10063.3,4.6,0,1.6,0,0,489392.2,202111
8171,165.2,0.4,7.8,0,0,297.4,492470.9,202111
8177,2092.2,254.7,0,0,0,0,492470.9,202111
8192,876.3,517.8,0,0,0,0,492470.9,202111
8197,0,87.9,0,0,0,1167.5,492470.9,202111
8286,0,0,0,0,0,9,492470.9,202111
8326,0,0,0,0,0,5676.6,492470.9,202111
8459,3041.4,0,7.2,0,0,694.5,492470.9,202111
8483,2639.8,0,0,0,0,9758.9,492470.9,202111
8502,835.1,252.1,0,0,0,2689.2,492470.9,202111
8503,1402.1,203.3,0,0,0,0,492470.9,202111
8508,44759.8,97.8,0,0,146563,115038,492470.9,202111
8570,3790.5,7.1,0,7.4,0,10376.7,492470.9,202111
8645,0,0,0,0,365375.4,0,492470.9,202111
8651,0,274.9,0,0,0,12394.1,492470.9,202111
8660,0,38,0,0,0,36162.5,492470.9,202111
8726,0,0,0,0,909.8,909.8,492470.9,202111
8908,0,0,0,0,20419.3,0,492470.9,202111
9053,3382,32.4,0,0,0,0,492470.9,202111
9070,1032,1.4,0,4.9,0,0,492470.9,202111
9073,3369.1,13.2,0,6.3,0,10321.5,492470.9,202111
9075,1625.1,0,0.9,0,0,0,492470.9,202111
9080,5847.8,0,0,0,0,7917.1,492470.9,202111
9089,1134.7,0,0,0,0,0,492470.9,202111
9101,0,0,0,0,0,321.9,492470.9,202111
9138,9.5,0,0,0,0,0,496071.8,202111
9139,0.6,0.1,0,0,0,0,498595.2,202111
9268,0,0,0,0,13731.1,22403,498595.2,202111
9270,0,0,0,0,0,119011.8,498595.2,202111
10412,0,0,0,0,0,133502.2,498595.2,202111
10627,0,0,0,0,0,13.1,498595.2,202111
10808,2192,3.1,44.2,1.2,0,11843.8,498595.2,202111
10826,0,0,0,0,149169.2,0,498595.2,202111
10950,0,0,0,0,23351.4,0,498595.2,202111
11066,0,0,0,0,24889.4,0,498595.2,202111
11905,0,0,0,0,0,24,499126.5,202111
11947,0,0,0,0,33876.6,0,499126.5,202111
12430,0,0,0,0,57997.5,57997.5,499126.5,202111
12433,0,0,0,0,5784.2,5784.2,499126.5,202111
12475,0,0,0,0,8868.7,302,499126.5,202111
12476,0,0,0,0,30811.3,0,499126.5,202111
13350,0,0,0,0,45235.5,0,499126.5,202111
13435,0,0,0,0,0,30305.2,499126.5,202111
13543,0,0,0,0,0,24970.8,499126.5,202111
13835,0,0,0,0,0,40.7,499126.5,202111
15055,0,0,0,0,0,20.8,499126.5,202111
17857,1251.9,0,0,1,0,4013,499126.5,202111
17858,23534.8,2208.7,357.3,0,20.8,3395,499126.5,202111
17896,5004.1,2.2,62.2,0.9,247.2,8678.9,499126.5,202111
17905,2555.3,0,8.8,0.2,0,9400.8,499126.5,202111
17909,0,3646.6,130.1,0,0,149169.2,499126.5,202111
17945,149.3,0,0,0,0,0,500204.3,202111
17968,4529,0,3.9,0,0,5590.2,500204.3,202111
17974,9883.2,1.2,0,1.8,0,0,500204.3,202111
17977,0,0,0,0,0,940.8,500204.3,202111
18014,2851.3,0,0,0,0,0,500204.3,202111
18019,651.6,0,0,0,0,0,506675.7,202111
18036,0,0,0,0,0,34.4,506675.7,202111
18051,0,0,0,0,207851.6,0,506675.7,202111
18060,79255.8,10.5,0,4.8,3139.8,0,506675.7,202111
18063,0,48.7,0,0,0,0,506675.7,202111
18074,26616.9,12.6,0,0,0,4646.9,506675.7,202111
18087,654.7,161.1,0,0,0,0,506675.7,202111
18124,0,0,0,0,0.1,0,508861.7,202111
18136,0,0,144.7,0,0,62.4,508861.7,202111
18142,0,26.8,0,0,0,0,508861.7,202111
18161,3163.1,0,0,0,0,6.8,509666.4,202111
18162,3036,0,0,0,0,1306.5,509666.4,202111
18176,103.8,0,0,0,0,0,510487.1,202111
18184,45.6,0,0,0,0,0,510487.1,202111
18194,2501.3,325.1,0,0.8,0,0,510487.1,202111
18235,898.9,0.4,0,0,0,713.4,510487.1,202111
18237,0,0,0,0,167561.3,30305.2,510487.1,202111
18246,0,6665.5,317.5,14.7,6983.7,141860,510487.1,202111
18250,27991.6,0,0,0,0,0,510487.1,202111
18270,34762.2,145.8,234.2,3,147.8,151845.7,510487.1,202111
18280,0,38.1,0,0,159.6,0,510487.1,202111
18311,1047,28.7,0,2.1,0,0,510487.1,202111
18346,66378.8,17.7,0,3.5,0,30594.8,510487.1,202111
24114,0,1081.7,0,0,0,98718.5,510487.1,202111
26229,408.3,0,0,1.2,83976.9,25317.6,510487.1,202111
26230,0,1044.1,0,0,0,1248.3,510487.1,202111
26233,462.4,3.1,0,0,0,0,514637.7,202111
26235,0,0,0,0,0,0,515053.8,202111
26263,0,0,0,0,374.6,0,515053.8,202111
26317,0,0,0,0,0,0,516044.1,202111
26325,17927.9,1990.7,55.3,0,655.5,30811.3,516044.1,202111
26346,1509.9,3.6,0,0,0,2325,517623.9,202111
26354,2204,0,0,0,0,0,546309,202111
26367,0,4.1,0,0,0,0,546309,202111
26449,0,0,0,0,0,0,553840.6,202111
26450,0,0.8,0,0,0,0,554375.7,202111
26451,0,1,0,0.1,0,0,554453.1,202111
26452,12947,0,0,0,155,0,554453.1,202111
26524,0,25.9,0,0,0,0,554453.1,202111
26563,82.5,0,0,0,0,0,555890.3,202111
26565,0,0.6,0,0,0,111.5,555890.3,202111
26571,2855.5,0,51,0,0,5469.9,555890.3,202111
26573,1128.8,0,0,0,0,83.6,555890.3,202111
26650,0,1.8,0,0,0,117.6,557407.3,202111
26662,0,0,0,0,0,14.7,558476.5,202111
26690,1894.8,1.8,0,0,10285.6,0,558476.5,202111
26713,0,0,0,0,0,43.3,559038.8,202111
26726,0,1,0,0.9,0,0,559038.8,202111
26732,27.5,0,0,0,0,0,559038.8,202111
26859,0,0,0,0,54696.3,54696.1,559038.8,202111
31646,0,0,0,0,34,34,559038.8,202111
31647,19571.4,0.6,0.5,0.2,0,0,559038.8,202111
3164108,0,0,0,0,4731.9,53821.1,559038.8,202111
3164109,8438.3,0,0,0,0,9399.5,559038.8,202111
3164116,2880.6,0,0,0,0,0,559038.8,202111
3164120,51461.1,707.9,0,0,0,0,559038.8,202111
3164133,977.9,0,0,0,0,15.6,559038.8,202111
3164134,0,0,0,0,0,11.2,559038.8,202111
3164143,0,52.2,0,0,0,0,559038.8,202111
3164246,0,1673,15.5,0,0,0,560173.8,202111
3164247,0,0,0,0,2436.4,0,560173.8,202111
3164265,0,0,0,0,0,61.2,560173.8,202111
3164267,0,173.3,0,0,0,0,560173.8,202111
3164268,62.7,0,0,0,0,111.1,561740.3,202111
3164311,50.9,0,0,0,0,0,561740.3,202111
3164345,1530.6,1.1,0,8.8,0,0,561740.3,202111
3164346,0,52,0,0,0,0,561740.3,202111
3164365,0,0,0,0,0,148637.4,561740.3,202111
3164367,62.3,0,0,0,0,0,561974.2,202111
3164368,0,0,0,0,0,737.4,564379.9,202111
3164374,21.2,0.3,0,0,0,20.9,565216,202111
3164376,6.1,0,0,0,0,0,565351.7,202111
3164377,0,0,0,0,0,20.2,565584.9,202111
3164427,117,0,0,0,0,409.6,565584.9,202111
3164431,0,0,0,0,45384.9,179213.3,565584.9,202111
3164442,0,0,0,0,0,21.7,565881.8,202111
3164443,949.1,0,0,0,0,1095.7,565881.8,202111
3164446,40559.6,0,410.1,0,0,88.6,565881.8,202111
3164458,0,0,1026.7,0,0,10,565881.8,202111
3164461,0,0,0,0,40128.9,39262.2,565881.8,202111
3164504,0,0,0,0,0,110911.3,565881.8,202111
3164508,894.9,0,19.2,0,0,5487.2,565881.8,202111
3164513,0,2336.1,80.6,0,170133.4,171.5,565881.8,202111
3164515,0,0,0,0,0,50338,565881.8,202111
3164517,620.1,0,0,0,0,0,565881.8,202111
3164537,0,0,0,0,12394.1,0,565881.8,202111
3164538,0,0,0,0,141860,0,565881.8,202111
3164548,0,0,0,0,55086.4,0,565881.8,202111
3164570,0,4.1,0,0,0,0,565881.8,202111
3164574,0,0,0,0,162.8,0,565881.8,202111
3164578,23539,0,8.6,0,0,0,565881.8,202111
3164579,0,0,0,0,118546.5,158550.8,565881.8,202111
3164592,594.1,0,0,0,0,0,565881.8,202111
3164595,0,0,0,0,134047.3,0,565881.8,202111
3164608,0,0,0,0,12774.5,0,565881.8,202111
3164620,1940.9,0,38.8,0,0,2007.7,565881.8,202111
3164626,674.1,0,0,0,0,0,565881.8,202111
3164627,3461.4,0,0,0,6651.5,0,565881.8,202111
3164629,0,0,0,0,0,175718.1,565881.8,202111
3164643,0,0,59,0,0,0,566523.5,202111
3164645,0,2168,0,0,162836.5,134047.3,566523.5,202111
3164651,0,0,30.3,0,644.6,0,566523.5,202111
3164652,0,0,0,0,0.1,0,566523.5,202111
3164663,0,0,0,0,0,144764.7,566523.5,202111
3164664,10330.9,12.2,0,0,12.2,29149.8,566523.5,202111
3164681,0,1.1,0,0,0,0,566523.5,202111
3164685,0,46.7,0,0,0,0,566523.5,202111
3164686,1186.9,0,0,0,0,11790,566523.5,202111
3164689,370.8,65.9,0,0,0,1935.2,566523.5,202111
3164697,11316,0,0,0.5,0,0,566523.5,202111
3164698,8192.9,0,0,3,0,36432.3,566523.5,202111
3164699,0,0,0,0,0,3074.9,566523.5,202111
3164702,6767.7,0,0,0,10751.6,0,566523.5,202111
3164706,983.1,0,0,0,372.9,4514.9,566523.5,202111
3164707,7492.8,0.9,0,0,0,11582.6,566523.5,202111
3164711,1612.8,189.4,0,0,0,8762.7,566523.5,202111
3164716,0,0,0,0,0,70.7,566523.5,202111
3164717,1723.5,285.1,0,0,212,4465.4,566523.5,202111
3164728,0,0,0,0,403381.1,0,566523.5,202111
3164729,0,0,0,0,0,246071,566523.5,202111
3164755,1491.5,0,110.3,0,0,16608.6,566523.5,202111
1,0,0,0,0,435229.7,1110.6,399.6,202110
2,0,0,0,0,675946,2.1,405.3,202110
3,0,124.4,0,0,22823.7,1224.2,405.3,202110
5,0,0,0,0,124549.8,0,405.3,202110
7,0,0,0,0,0,120743.4,405.3,202110
15,0,0,15.4,0,0,6.3,1001.7,202110
16,16.1,0,0,0,0,40.5,1146.1,202110
37,8,0,0,0,0,0,3800,202110
38,49,0,0,0,0,0,17957.7,202110
45,0,0,0,0,0,0,19061.5,202110
46,372.7,0,0,0,0,0,106785.7,202110
47,546.2,0,10.4,0,26.4,5842.7,115813.8,202110
56,0,0,0,0,150.7,0,116401.8,202110
58,2.6,0,0,0,57.9,0,129216.8,202110
74,81.9,109.5,0,0,0,1867.2,133208.8,202110
80,340.1,5,0,0,8,617.2,142417.6,202110
82,0,0,0,2.5,40.1,0,142711.8,202110
98,74.2,0,0,0.1,118,0,142711.8,202110
103,436.5,0.2,0,0.4,107.9,397,142711.8,202110
104,0,143.1,0,0,0,0,142711.8,202110
105,0,102.6,0,0,1212.8,0,142711.8,202110
107,194.3,28.9,0,0,0,0,143762.2,202110
116,15.5,0,0,0,0,262,145037,202110
128,199.6,0,18.2,0,5,270.7,148566.3,202110
131,32.9,0,0,0,303.5,717.1,163345.4,202110
133,148.6,0,0,0,0,789.8,167674.8,202110
141,3.1,0,9.7,0,0,0,171064.4,202110
151,64.3,44.7,0,0,0,0,209553.9,202110
160,3270.9,1733.6,146.3,0,0,0,212428.6,202110
162,0,0,0,0,0,1441.4,213900.2,202110
165,7.3,16.9,0,0,16.9,0,218558.7,202110
184,5040.7,0,0,0,0,20228.1,218682.7,202110
185,2936.3,368.6,0,0.2,420,0,218682.7,202110
188,61.3,0,0,0,6,152.6,219774.9,202110
204,1776.2,7.3,0,8.3,0,0,219774.9,202110
205,4432.3,95.5,36.5,48.1,68.3,13.5,219774.9,202110
222,460.7,0,0,0,0,0,219774.9,202110
230,659.5,2.5,3.2,0.9,0,89.4,219774.9,202110
245,1525.9,0,0,5,0,0,219774.9,202110
257,2678.6,0,0,0,392.2,109.6,219774.9,202110
260,107.3,0,0,0,0,736.4,219774.9,202110
262,40,0,0,0,114.6,35,219774.9,202110
295,1010.6,0,0,0,0,0,219774.9,202110
303,0,84.5,0,0,0,0,219774.9,202110
316,0,0,0,0,4060,5209.3,219774.9,202110
317,0,0,0.2,0,0,0,219774.9,202110
326,0,0,0,0,270.7,270.7,219774.9,202110
437,0,0,0,0,159713.9,128297.3,219879.1,202110
439,0,0,0,0,34490,279197.6,219879.1,202110
442,0,5330.1,0,0,2452,103350.1,219879.1,202110
444,0,0,0,0,3907.8,45933.9,219879.1,202110
454,1608.6,360.6,0,0,0,0,219879.1,202110
606,17.1,0,6.1,0,0,0,222513,202110
637,0,0,0,0,0,224847.1,222627.2,202110
645,1097.2,0,6.2,0,0,8652.1,222627.2,202110
702,0,0,0,0,0,603.1,222627.2,202110
720,9713.2,0,0,0,1844.4,43694.1,222627.2,202110
802,0,0,0,1.3,0,76.3,222627.2,202110
851,0,0,0,0,0,108.9,222627.2,202110
891,0,0,0,0,40.5,2291.2,222627.2,202110
921,1769.8,227.9,0,5.1,8115.9,7952.2,222627.2,202110
932,0,423.2,1955.4,0,0,0,222634.4,202110
980,0,0,0,0,0,50204.6,222634.4,202110
1020,360.6,119.2,0,1.8,0,119.5,222634.4,202110
1034,0,0,0,0,28.2,0,223101.2,202110
1099,866.6,0,0,0.8,0,6000.2,223101.2,202110
1205,285,0,0,0,3828.9,205.7,234867.6,202110
1292,417.8,0,0,0.4,24.5,0,235670.7,202110
1513,265.9,185.4,0,0.1,0,0,235770.2,202110
1623,0,0,0,0,0,196,237810.3,202110
1631,45.8,0,0,2.1,0,0,238672.7,202110
1647,459.6,344.6,0,0,48,0,238701,202110
1836,3464.8,0,0,22.5,0,0,239875.1,202110
1837,1318,0,0,0.7,0,0,239875.1,202110
1882,573.8,182.2,0,0,0,0,239875.1,202110
2012,0,35.8,0,0,0,0,244879.6,202110
2027,0,0,0,0,948.6,1071.9,244879.6,202110
2028,0,0,0,0,3194.1,0,244879.6,202110
2048,0,0,0,0,0,1589.7,244879.6,202110
2109,342.2,0,0,0,71.6,0.4,244879.6,202110
2119,1436.8,0,0,0,134.3,0,244879.6,202110
2175,0,0,0,0,0,78.8,245516.7,202110
2188,501.6,90.5,0,0.3,0,3076.6,245516.7,202110
2223,0,0,0,0,1204.2,1204.2,245516.7,202110
2365,62.1,0,0,0,0,28.4,245554.9,202110
2366,16.7,0,0,0,0,0,251825.1,202110
2411,0,13.5,0,0,0,0,252119.9,202110
2435,0,38.8,357.1,0,26494.5,264.2,252119.9,202110
2436,0,1641.3,0,0,28957.4,0,252119.9,202110
2438,0,0,0,0,1542.4,0,252119.9,202110
2549,0,0.3,0,0.1,0,0,252119.9,202110
2871,1230,1451.9,43.9,0,0,0,252119.9,202110
2879,31.9,0,0,0,0,0,252119.9,202110
2917,3945.6,2065.9,0,0,368.2,14031,252119.9,202110
3110,0,0,0,0,0,1832.3,252135.5,202110
3164,0,0,0,0,0,9724,252135.5,202110
3204,0,0,0,0,0,2.1,252273,202110
3230,344.5,0,0,0,3.6,0,253698.3,202110
3479,3326.5,5.1,11.2,1.6,14528.9,14528.9,253698.3,202110
3601,881.2,100.8,0,0,4152.4,0,344330.8,202110
3612,0,0,0,0,0,4493.7,346936,202110
3683,0,0,0,0,8032,0,346936,202110
3738,4068.2,2622.8,11.2,40.4,10780.9,950.3,346936,202110
3761,1283.4,0,0,0.4,0,0,346936,202110
3804,2998.1,0,0,0,0,17405.5,346936,202110
3838,349,0,0,0,0,0,346936,202110
3843,0,0,0,0,0,4694.9,346936,202110
4070,501.3,2.4,0,0.4,0,5870.2,346936,202110
4192,0,0,0,0,1865,0,346936,202110
4314,232.1,0,0,0,0,142.1,346936,202110
4557,1662.2,0,0,0,0,3514.3,347139.1,202110
4567,448.4,0,0,0,0,5,347141.3,202110
4799,8.6,4.9,0,0,0,148,349949,202110
5108,0,0,0,0,0,152797.9,350069.2,202110
5510,243.2,84.5,0,0,0,0,360153.3,202110
5724,0,0,0,0.1,0,711.8,362636.1,202110
5733,0,41.2,0,0.6,0,0,362636.1,202110
