FAC_ID_CODE,PROD GAS,FUEL GAS,FLARE GAS,VENT GAS,TOT RECPTS GAS,TOT DELVRS GAS,PROD OIL,PROD_PERIOD
162,216.2,0,0,0.1,0,0,213750.2,202108
165,5.1,0,4.8,0,106.9,0,218425.7,202108
184,2591.3,3.8,0,0,0,0,218682.7,202108
185,3238.5,0,0,0.6,0,81.4,218682.7,202108
188,30.3,0,0,0,0,76.3,219717,202108
204,2474.1,0,3.2,2.8,0,0,219774.9,202108
205,4547.3,14.3,0,20.7,0,7.5,219774.9,202108
222,52.8,0,0,0,77.4,0,219774.9,202108
230,456.1,1.3,0,1.6,120,4633.2,219774.9,202108
245,531.2,476.8,0,0,0.2,5238.8,219774.9,202108
257,2729,0,0,0,429.6,0,219774.9,202108
262,76.9,0,0,0,0,0,219774.9,202108
295,956.7,0,0,0,0,0,219774.9,202108
303,0,70.5,0,0,0,0,219774.9,202108
304,0,0,0,0,632.3,0,219774.9,202108
326,0,0,0,0,231,0,219774.9,202108
419,0,0,0,0,0,27.2,219875.4,202108
437,0,0,0,0,17350.2,0,219879.1,202108
439,0,0,781.9,0,490609.6,0,219879.1,202108
442,0,0,0,0,5974.9,103634.1,219879.1,202108
444,0,0,0,0,9461.7,0,219879.1,202108
454,681.2,0,0,0,0,0,219879.1,202108
553,0,0,0,0,1109.6,0,219879.1,202108
606,44.1,0,0,0,17.7,0,222411.5,202108
645,855.5,0,0,0,0,7220.8,222627.2,202108
702,0,0,0,0,0,379.1,222627.2,202108
720,17656.4,0,0,0,0,0,222627.2,202108
730,0,172.9,0,0,0,0,222627.2,202108
771,0,0,0,0,0,6418.3,222627.2,202108
802,0,0,0,0,0,78.7,222627.2,202108
845,0,0,0,0,839.9,839.9,222627.2,202108
890,0,0,0,0,5405.3,0,222627.2,202108
891,0,0,0,0,1798,0,222627.2,202108
921,2761.8,0,0,3.9,168.3,21685.6,222627.2,202108
932,0,0,0,0,261168.7,55225,222634.4,202108
980,0,0,0,0,0,35276.3,222634.4,202108
981,0,0,0,0,0,103471.2,222634.4,202108
1020,149.3,0,0,0,0,468.3,222634.4,202108
1034,0,0,0,0,29.9,0,223101.2,202108
1099,2878,0,0,3.2,0,0,223101.2,202108
1121,0,0,0,0,0,1265.1,223101.2,202108
1205,485.5,318.9,0,0,3604.7,3438.1,234210.6,202108
1292,218.4,105,0,0.2,35.9,0,235670.7,202108
1513,451.2,0,0,0,159,38.4,235770.2,202108
1623,0,0,0,0,0,185.5,237618.7,202108
1647,452.4,0,56,0,0,0,238701,202108
1836,3903.3,0,0,28.9,0,0,239875.1,202108
1837,773.4,0,0,0.8,0,0,239875.1,202108
1882,283.2,170.9,0,0,0,0,239875.1,202108
2012,29.2,13.2,27.7,3,0,575.2,244623.1,202108
2027,0,0,0,0,0,907.2,244879.6,202108
2028,0,0,0,0,2037.3,7437.3,244879.6,202108
2048,50.6,0,0,0,1739.9,219.1,244879.6,202108
2109,394.2,0,0,0,272.4,2204,244879.6,202108
2119,677,0,0,0,0,2.6,244879.6,202108
2175,73.8,0,0,0,0,0,245403.3,202108
2188,457,0,6.2,0,0,0,245516.7,202108
2243,0,0,0,0,354445.1,0,245516.7,202108
2365,62.3,75.1,0,0,0,40.1,245554.9,202108
2366,7.9,0,0,0,0,0,251398.4,202108
2435,0,2721.9,0,0,32392.2,0,252119.9,202108
2436,0,0,0,0,79381.7,51770.5,252119.9,202108
2438,0,0,0,0,1457.2,0,252119.9,202108
2549,135.3,0,0,0,0,0,252119.9,202108
2826,488.6,172.4,0.7,0,270.3,7.8,252119.9,202108
2854,0,0,0,0,3910.6,3910.6,252119.9,202108
2871,32018.9,1376.4,56.8,1.5,0,0,252119.9,202108
2877,0,0,0,0,14629.2,0,252119.9,202108
2917,4394.6,11.9,0,0,0,0,252119.9,202108
3164,0,0,0,0,0,329.5,252135.5,202108
3230,236.9,0,0,0,0,0,253624,202108
3479,3804.4,1.7,0,1.6,30457.6,0,253698.3,202108
3601,123.5,0,0,0,38.7,0,340148,202108
3613,257.5,0,0,0,0,0,346936,202108
3738,6509.4,2866.3,0,44.2,0,328.7,346936,202108
3761,1351.8,0,0,0.1,0,0.4,346936,202108
3804,2644.4,0,30,0,0,722.7,346936,202108
3838,0,0,0,0,463.8,773.5,346936,202108
4070,1604.1,0,0,0.5,5.6,6166.8,346936,202108
4314,1744.4,187.1,0,0,0,0,346936,202108
4557,731.6,0,0,0,0,0,347139.1,202108
4567,252.4,0,0,0,0,1045.5,347141.3,202108
4638,0,0,0,0,0,316.8,347141.3,202108
4799,29.2,6.8,0,0,0,0,349671.7,202108
5106,0,0,0,0,0,169990.7,350069.2,202108
5107,0,0,0,0,0,53066.8,350069.2,202108
5108,0,0,0,0,0,164637.7,350069.2,202108
5144,0,0,0,0,0,244274.4,350069.2,202108
5147,0,0,0,0,215520.5,0,350069.2,202108
5163,0,0,0,0,77904.7,0,350069.2,202108
5510,30.2,15.1,0,0,0,1411,359641.7,202108
5724,464,0.1,0,0,0,740.4,362636.1,202108
5733,4498.2,0,0,0,0,4493.2,362636.1,202108
6321,0,0,0,0,0,97,363461,202108
6586,0,0,0,0,0,7.5,363736.4,202108
7037,212.9,0,0,0,0,0,363754.4,202108
7038,0,16.1,0,0,0,87.9,364939.6,202108
7071,0,0,0,0,4450.9,5085.7,365024.3,202108
7137,2115.2,30.6,0,0,0,7625.4,365024.3,202108
7156,0,0,0,0,378.9,0,365024.3,202108
7164,664,0,0,5.9,0,0,365029.9,202108
7173,0,0,0,0,0,715.6,365029.9,202108
7201,363.3,0,0,0.6,0,0,365029.9,202108
7283,0,0,0,0,0,373,369339.3,202108
7287,359.1,0,0,0,0,44,369339.3,202108
7301,0,0,0,0,0,89.1,369339.3,202108
7309,3517.8,514,0,19.7,0,11626.1,369339.3,202108
7314,1486.4,0,0,5.7,0,0,369339.3,202108
7332,99.7,0,0,0,0,0,369339.3,202108
7341,0,0,0,0,146.5,0,369339.3,202108
7359,1351.6,267.9,0,1,0,61.4,369339.3,202108
7362,0,0,23.6,0,0,2150.2,369339.3,202108
7384,41.6,0,0,0,0,143.3,370414.8,202108
7386,0,0,0,0,0,193.4,370414.8,202108
7393,91.6,0,0,0,114.2,0,370414.8,202108
7405,31.7,0,0,0,0,121.4,372312.1,202108
7442,0,0,7.8,0,20560.4,28509.2,372379.3,202108
7452,16715.4,46.9,0,67.7,4481.6,18156.6,372379.3,202108
7463,3170.9,401.4,0,0,7231.9,18165.4,372379.3,202108
7465,4620.4,715.1,0,0,0,0,372379.3,202108
7466,0,1495.7,0,0,9032.2,0,372379.3,202108
7483,1035.9,0.2,0,1.7,0,0,372390.4,202108
7503,1159.7,0,0,0.7,0,3240.9,372390.4,202108
7505,0,11.6,0,0,0,0,372390.4,202108
7507,1672.6,0,0,1,0,0,372390.4,202108
7512,14.7,0,0,0,0,0,372960.4,202108
7571,0,82.9,0,0,0,0,373151.6,202108
7583,763.9,0,0,0.1,175.2,3468.8,373163.2,202108
7595,2543.7,270,8.7,3.9,0,0,373225.7,202108
7611,30,0,30,0,0,196.3,374200.9,202108
7633,0,0,289.9,0,0,75,374318.5,202108
7652,0,0,0,0,1824.2,6279.6,374318.5,202108
7656,5034.1,0,52.4,0,0,0,374318.5,202108
7661,0,0,0,0,0,1823.9,374318.5,202108
7664,0,0,0,0,0,478.3,374318.5,202108
7671,541.6,0,0,0,0,0,374318.5,202108
7672,3055.1,0.1,0,0,0,14608.9,374318.5,202108
7676,0,2012.8,0,0,155816.6,77908.3,374318.5,202108
7681,760.1,0.2,0,0,0,0,374318.5,202108
7682,258.9,127.8,0,0,0,362.1,374318.5,202108
7687,119.5,0,0.4,0.3,162.6,6109.5,374318.5,202108
7696,0,0,0,0,75.5,820.1,379492.3,202108
7706,0,0,0.7,0,0,869.1,379558,202108
7727,34475.9,4184.6,0,3.7,0,158268.8,380073.9,202108
7729,2546.2,101.5,22.8,0,0,0,380073.9,202108
7743,11201.4,0,0,0,53698.6,14442.9,380073.9,202108
7749,8068.7,1111.5,0,0,0,0,380073.9,202108
7753,895.1,0,0,0,0,7800,380073.9,202108
7776,5440.4,0,0,0,1991.6,0,380073.9,202108
7778,10526.9,0,0,11.1,0,41.7,380073.9,202108
7785,230667.7,1113.4,102.9,12.5,0,268175.9,380073.9,202108
7791,15255.6,0.1,0,0.2,0,34970.9,380073.9,202108
7795,1170.1,0.9,1.3,1.5,6879.4,0,380073.9,202108
7796,0,0,0,0,4266.9,47698.9,380073.9,202108
7806,23355.1,4.8,0,0.8,0,13754.7,380073.9,202108
7808,0,0,66.4,0,0,0,380073.9,202108
7819,1990.6,1568.4,0,1.5,56366.7,0.1,380073.9,202108
7825,325.8,0,0,0,0,0,380073.9,202108
7834,44437.8,0,0,0,40539.8,38168.8,380073.9,202108
7837,4265.4,0,43.6,0,0,0,380073.9,202108
7838,1095,3.5,0,1.2,0,7731.8,380073.9,202108
7845,2656.9,0,26.3,1.2,0,0,380073.9,202108
7848,495.2,27.3,0,1.2,27.3,0,380073.9,202108
7849,318.6,161.4,15.1,0,0,0,380073.9,202108
7861,54089.1,0,0,0,0,0,380170.4,202108
7864,53809.5,267.4,0,0,0,0,380170.4,202108
7867,0,0,0,0,69.1,51.8,380170.4,202108
7868,34778.7,11.9,0,7.1,0,124355.9,380170.4,202108
7878,11283.8,397.3,92.1,0,0,0,380193.2,202108
7884,3597.3,408.2,25.8,1.8,0,0,380193.2,202108
7885,10050.4,743.9,0,1.9,0,10629.8,380193.2,202108
7886,5138.4,432,0,0.8,0,0,380193.2,202108
7894,6221.6,0,0,1.8,0,990.4,380193.2,202108
7902,0.3,0,0,0,0,503.9,380193.2,202108
7913,4664.8,0,0,2.4,0,7366.3,380539.2,202108
7914,0,0,3.5,0,5674.8,171.2,380539.2,202108
7915,8390.5,0,0,0,82.4,0,484197.9,202108
7924,18592.8,1567.3,78.7,0,0,47109.8,488659,202108
7925,0,0,0,0,92436,0,488659,202108
7932,0,0,0,0,7437.3,7115,488659,202108
7936,0,2474.7,166.1,0,137397,95432.6,488659,202108
7942,0,0,0,0.1,0,0,489027.3,202108
7966,0,98.3,0,0,12628.1,0,489392.2,202108
7967,1559.7,0,0,1.4,0,0,489392.2,202108
7970,1251.8,242.4,0,0.6,0,6977.6,489392.2,202108
7971,19651,0,0,0.2,0,4527.8,489392.2,202108
7976,7838,0,0,1,0,29940,489392.2,202108
8171,0,32.4,0,0,0,0.1,492103.9,202108
8177,1491.6,0,0,0,0,0,492470.9,202108
8192,3341.1,0,0,0,0,0,492470.9,202108
8197,0,74.9,0,1.4,829.3,0,492470.9,202108
8286,0,0,0,0,9.3,0,492470.9,202108
8326,0,0,0,0,9500.9,9500.9,492470.9,202108
8459,1298.1,388.1,5.5,0,119.1,11413.9,492470.9,202108
8483,2124.4,0,0,0,0,0,492470.9,202108
8502,1616.3,0,0,2.1,2841.7,0,492470.9,202108
8503,0,0,0,0,0,3577.6,492470.9,202108
8508,46966.6,88.3,0,0,0,9057.2,492470.9,202108
8570,1421.5,0,0,6,0,0,492470.9,202108
8626,0,0,0,0,0,6117,492470.9,202108
8645,0,0,0,0,0,109.1,492470.9,202108
8660,0,0,0,0,15.8,0,492470.9,202108
8726,0,0,0,0,1062.3,1062.3,492470.9,202108
8908,0,885.1,0,0,0,0,492470.9,202108
9053,2302.8,0,0,0,0,0,492470.9,202108
9070,1947.8,360.5,0,1.7,0,0,492470.9,202108
9073,3678.3,0,0,6.8,0,0,492470.9,202108
9075,855.2,0,0,0,0,0,492470.9,202108
9080,913,148.1,0,0,0,7813.1,492470.9,202108
9101,347.1,0,0,0.3,0,316.8,492470.9,202108
9138,0,0,0,0,0,569.7,496071.8,202108
9207,0,0,0,0,22790.1,8655.4,498595.2,202108
9346,0,0,0,0,0,22453.6,498595.2,202108
9870,0,0,0,0,13754.7,0,498595.2,202108
10627,0,0,0,0,0,23,498595.2,202108
10808,4149.6,0,0,0.8,0,0,498595.2,202108
10826,0,0,0,0,0,155811.5,498595.2,202108
11202,0,0,0,0,0,75.7,498982.4,202108
11626,0,0,0,0,42787.8,42787.8,498982.4,202108
11905,32.9,0,0,0,0,0,499126.5,202108
11947,0,0,0,0,48729.9,0,499126.5,202108
12430,0,0,0,0,77250.7,0,499126.5,202108
12476,0,0,0,0,0,30355.5,499126.5,202108
13496,0,0,0,0,120768.2,0,499126.5,202108
13543,0,0,0,0,61285.9,19483.2,499126.5,202108
14155,0,0,0,0,0,2.7,499126.5,202108
14535,0,0,0,0,48561.4,0,499126.5,202108
14555,0,0,0,0,2154.6,0,499126.5,202108
16296,0,3.8,0,0,0,754.7,499126.5,202108
16537,0,0,0,0,0,237.3,499126.5,202108
17857,1165.6,0,36.5,1,0,0,499126.5,202108
17858,15360,0,0,0,8.5,3567.6,499126.5,202108
17896,939.4,0,0,0.8,0,0,499126.5,202108
17905,2124.6,0.1,0,0,0,0,499126.5,202108
17909,0,3233.2,0,0,0,117668.2,499126.5,202108
17968,2278,176.8,0,0,0,6079.1,500204.3,202108
17973,0,12.6,0,0,0,0,500204.3,202108
17974,21558.8,0,0,7.8,0,629.2,500204.3,202108
18014,3578.6,8.8,0,0,0,0,500204.3,202108
18019,686.5,0,0,0,0,0,506312.1,202108
18051,0,0,176.1,0,219446,215528.8,506675.7,202108
18060,41573.8,0,0,7.1,0,153988.6,506675.7,202108
18074,15293.4,2063.3,0,0,65981.2,33204.7,506675.7,202108
18087,740.9,0,0,0,0,0,506675.7,202108
18124,0,0,0,0,0.2,0,508861.7,202108
18136,0,0,0,0,0,142803.8,508861.7,202108
18142,0,0,0,0,37.1,0,508861.7,202108
18161,6875.4,0,0,0,0,15737.7,509666.4,202108
18162,6818.5,0,0,0,0,20.4,509666.4,202108
18194,2720.8,257.7,0,0.3,0,0,510487.1,202108
18197,4150.7,0,0,0,0,0,510487.1,202108
18228,0,0,0,0,0,1270.4,510487.1,202108
18235,7911.5,0,0,0,0,1037.7,510487.1,202108
18237,0,0,73.9,0,0,91309.3,510487.1,202108
18246,0,6802.9,0,0,0,93327.3,510487.1,202108
18250,20174.3,0,0,0,4924.4,0,510487.1,202108
18260,0,600.3,0,0,0,0,510487.1,202108
18270,31334.2,6924.8,0,0,0,179791.5,510487.1,202108
18303,0,0,0,0,0,59.1,510487.1,202108
18310,0,0,0,0,0,80.7,510487.1,202108
18311,0,0,0,0,0,776.7,510487.1,202108
18346,64321.6,2.3,0,8.6,0,0,510487.1,202108
24114,0,0,167.9,0,0,14169.5,510487.1,202108
26229,230.8,0.4,0,0.5,93460.8,0,510487.1,202108
26230,0,0,0,0,937.3,0,510487.1,202108
26233,1217.8,0,0,11.6,0,0,514415.7,202108
26235,0,0,0,0,0,34.9,515027.5,202108
26263,0,0,0,0,86.2,0,515053.8,202108
26325,18891.4,1993.3,0,0,0,0.5,516044.1,202108
26346,530.4,0,0,0,0,0,517623.9,202108
26354,2353.2,0,0,0,0,5707.6,546080.4,202108
26449,0,34.2,6.8,0,0,0,552567,202108
26450,12.9,0,0,0,0,87.1,554343.9,202108
26451,0,0,0,0,42.2,0,554453.1,202108
26452,19650.8,0,0,0,0,0,554453.1,202108
26535,8.5,0,0,5,0,0,555654,202108
26563,0,0,0,0,0,37.3,555825.1,202108
26565,0,0,0,0,0,83.3,555890.3,202108
26571,4311.2,0,75.5,0,0,8361.1,555890.3,202108
26650,0,0,0,0,3.2,39.6,557407.3,202108
26690,2452.1,0,0,0,1250.7,7448.9,558476.5,202108
26703,0,0,0,0,0,81.4,558800.2,202108
26709,0,3.1,0,0,0,0,558800.2,202108
26713,0,0,0,0,0,0,559038.8,202108
26726,1077.8,0.3,0,0,0,0,559038.8,202108
31647,34905.6,1,1,0.2,0,0,559038.8,202108
3164108,0,0,0,0,10496.7,0,559038.8,202108
3164109,1102.1,0,0,0,0,0,559038.8,202108
3164116,3981.8,0,0,0,0,0,559038.8,202108
3164120,47230.5,60,0,0,0,89955.4,559038.8,202108
3164133,184.1,0,0,0,0,2320.5,559038.8,202108
3164143,0,0,0,0,14.5,0,559038.8,202108
3164172,0,0,0,0,0,14349.9,559051.3,202108
3164204,0,0,0,0,0,380.2,560173.8,202108
3164217,0,0,0,0,0,297284.2,560173.8,202108
3164246,0,0,23,0,0,0,560173.8,202108
3164267,0,168.5,0,0,0,0,560173.8,202108
3164268,0,0,0,0,0,0,561629.2,202108
3164345,1225.3,3.4,0,8.7,0,6236.6,561740.3,202108
3164365,0,0,0,0,38,126662.8,561740.3,202108
3164367,0,5.4,10.2,0,0,0,561919.6,202108
3164373,0,0.2,0,0,0,33.7,564551,202108
3164374,21.2,0,0,0,0,0,565083.3,202108
3164376,4.4,0,0,0,0,22.9,565335.2,202108
3164407,0,0,0,0,0,0.2,565584.9,202108
3164427,122.6,0,0,0,0,24.2,565584.9,202108
3164442,0,0,0,0,0,0,565828.2,202108
3164443,385.2,0,0,0,0,0,565881.8,202108
3164446,34679,0,41.4,0,414.7,0,565881.8,202108
3164457,0,0,0,0,73788,0,565881.8,202108
3164458,0,0,0,0,7166.5,0,565881.8,202108
3164461,0,0,0,0,36112.7,0,565881.8,202108
3164473,0,0,0,0,0,81.2,565881.8,202108
3164504,0,0,0,0,0,2152.5,565881.8,202108
3164508,771.3,0,0,0,0,0,565881.8,202108
3164513,0,2367.3,0,0,0,131547.3,565881.8,202108
3164515,0,0,35.4,0,0,0,565881.8,202108
3164517,515.5,0,0,0,0,0,565881.8,202108
3164524,0,0,0,0,1632.6,0,565881.8,202108
3164532,0,0,0,0,120429.1,0,565881.8,202108
3164533,0,0,0,0,125108.2,0,565881.8,202108
3164534,0,0,0,0,0,127755.1,565881.8,202108
3164574,0,0,0,0,75.7,0,565881.8,202108
3164578,9121.4,0,0,0,0,0,565881.8,202108
3164579,0,0,0,0,0,142077.2,565881.8,202108
3164583,263.8,0,0,0,0,5.1,565881.8,202108
3164589,0,0,0,0,657.7,0,565881.8,202108
3164592,252,0,0,0,0,1309.1,565881.8,202108
3164620,0,433.7,20.2,0,7132.6,0,565881.8,202108
3164626,5641.2,0,0,0,0,0,565881.8,202108
3164627,6258.7,0,0,0,34081,12600.9,565881.8,202108
3164629,0,0,0,0,205693.7,0,565881.8,202108
3164643,75.4,0,0,0,0,0,566027.5,202108
3164645,0,0,0,0,10975.9,0,566523.5,202108
3164646,0,0,0,0,10352.3,0,566523.5,202108
3164652,0,0,0,0,170.2,1362.9,566523.5,202108
3164664,9763.1,2.8,0,0,2.8,31879.1,566523.5,202108
3164680,10352.8,0,0,0,0,0,566523.5,202108
3164681,0,0.1,0,0,0,0,566523.5,202108
3164682,0,0,0,0,7448.9,0,566523.5,202108
3164686,81.1,0,0,0,0,0,566523.5,202108
3164689,982.2,67.2,0,0,0,0,566523.5,202108
3164697,6087.7,776.9,0,7.7,776.9,0,566523.5,202108
3164698,9133.3,0.2,0,0,0,0,566523.5,202108
3164699,642.2,0.2,0,0,0,0,566523.5,202108
3164702,12598.4,0,0,0,176.7,0,566523.5,202108
3164706,219.1,0,0,0,0,3341,566523.5,202108
3164707,1925.3,676.1,0,0,0,1777.9,566523.5,202108
3164711,884.4,193.3,0,0,0,0,566523.5,202108
3164715,0,0,0,0,904.2,0,566523.5,202108
3164717,110.3,0,0,0,0,81,566523.5,202108
3164728,0,0,0,0,373411.9,373411.9,566523.5,202108
3164729,0,262.6,0,0,0,0,566523.5,202108
3164747,0,0,0,0,49.2,49,566523.5,202108
1,0,0,0,0,204541.7,116077.7,399.6,202107
2,358.9,0,0,0,651525.1,2475850.2,405.3,202107
3,0,0,0,0,13207.7,757.1,405.3,202107
5,0,0,0,0,118235.8,0,405.3,202107
7,0,0,0,0,4410.9,0,405.3,202107
16,13.4,0,0,0,0,0,1119.6,202107
37,10.5,0,0,0,0,0,3672.2,202107
38,27.4,0,0,0,0,66,16432.7,202107
45,0,0,0,0,0,46.6,18996.6,202107
46,77.1,74.3,0,0,0,198,99075.5,202107
47,446.2,133.8,5.8,0,45.3,7406.8,115658.3,202107
56,0,0,0,0,205.2,39.3,116401.8,202107
58,7.4,0,0,0,56.7,1252.8,127733.8,202107
74,630.1,90.8,0,0,30.1,0.3,132943.7,202107
80,404.1,15.2,0,0,0,0,141553,202107
82,0,0,0,0,35.8,0,142711.8,202107
98,212.7,57.3,0,0,57.1,0,142711.8,202107
103,507.4,0,0,0,0,0,142711.8,202107
104,0,133.5,0,0,358,1540.3,142711.8,202107
105,0,0,0,0,366.8,336.5,142711.8,202107
106,24.2,0,0,0,0,0,143652.7,202107
107,0,0,0,0,77.4,70.2,143762.2,202107
108,0,0,0,0,3573,0,143762.2,202107
116,22.2,0,0,0,0,0,144938.7,202107
128,170.9,0,0,0,5,0,148303.6,202107
131,163.8,0,0,0,99.6,3568.3,162466.2,202107
133,6.7,1.8,6.8,0,138.7,0,167342.7,202107
141,2,2.9,0,0,0,0,170808.7,202107
151,90.7,0,0,0,0,926.6,205804.8,202107
156,42.5,0,0,0,0,156.5,212256.4,202107
160,0,1160.7,0,0,315403.2,167889.3,212428.6,202107
162,190.9,0,0,0,0,0,213584.5,202107
165,22.5,12.2,0,0,130.1,0,218374.5,202107
181,0,0,0,0,0,1299.9,218682.7,202107
184,5327.4,0,0,0,0,0,218682.7,202107
185,3040.9,0,0,0.6,0,13803.7,218682.7,202107
188,4,0,0,0,35,0,219617.1,202107
204,3427.9,0,0,3.3,0,0,219774.9,202107
205,6575.1,23.8,0,29.6,680.9,2279.3,219774.9,202107
222,795,0,0,1.5,0,0,219774.9,202107
230,615.1,355.3,0,0,97.9,4719.8,219774.9,202107
245,1215.3,1.1,0,0,0,0,219774.9,202107
257,1416.9,0,0,0,413.8,0,219774.9,202107
262,225.8,0,0,0,0,245.8,219774.9,202107
279,0,0,0,0,0,498.2,219774.9,202107
295,1227.8,0,0,0,0,3573,219774.9,202107
301,3.3,0,0,0,0,0,219774.9,202107
303,0,61.9,0,0,789.2,770.6,219774.9,202107
304,0,0,0,0,675.1,0,219774.9,202107
316,0,0,0,0,1259.4,0,219774.9,202107
360,0,0,0,0,0.1,0,219774.9,202107
419,0,0,0,0,0,2.4,219875.4,202107
437,0,0,0,0,48941.6,96130.9,219879.1,202107
439,0,0,0,0,322267.5,245596.8,219879.1,202107
442,0,0,0,0,12838.3,816.9,219879.1,202107
444,0,0,0,0,2503,0,219879.1,202107
454,1035.2,0,0,0,0,4722.3,219879.1,202107
553,0,0,0,0,0,1071.7,219879.1,202107
606,3.6,0,0,0,11.9,429.9,222262.8,202107
645,1772.6,0,0,0,0,0,222627.2,202107
702,0,0,0,0,0,50,222627.2,202107
709,0,0,0,0,174.9,0,222627.2,202107
720,363,0,0,0,842.3,1100.4,222627.2,202107
730,0,0,0,0,1054.4,0,222627.2,202107
771,0,0,0,0,0,5064.8,222627.2,202107
802,0,0,0,0.7,0,0,222627.2,202107
845,0,0,0,0,1130.9,1130.9,222627.2,202107
854,0,0,0,0,5028.5,5028.5,222627.2,202107
890,0,0,0,0,4744.7,0,222627.2,202107
891,0,0,0,0,1780.9,0,222627.2,202107
921,2351.4,202.6,0,3.8,154.4,0,222627.2,202107
981,0,0,0,0,0,111598,222634.4,202107
1020,134.8,46.6,0,0,0,216.4,222634.4,202107
1099,1840.1,0,0,2.9,1034.2,6338.2,223101.2,202107
1121,0,0,0,0,33.7,1639.6,223101.2,202107
1158,0,0,20,0,0,0,223251.8,202107
1205,634.5,291.7,0,0,357.1,8513.8,233992.8,202107
1292,342.2,117.9,0,0.2,0,1372.3,235670.7,202107
1377,0,0,0,0,784.7,0,235670.7,202107
1513,284.9,148,0,0.2,0,0,235770.2,202107
1623,0,0,0,0,0,0,237618.7,202107
1631,0,1.9,0,0,0,0,238656.9,202107
1647,288.9,0,0,0,32,5028.5,238701,202107
1836,4370.9,0,0,26,0,0,239875.1,202107
1837,1103.3,0,0.8,0.8,0,24.8,239875.1,202107
1882,396.9,0,0,0,0,0,239875.1,202107
2012,0,50,0,0,50,22.6,244498,202107
2028,0,0,0,0,342.5,0,244879.6,202107
2048,89,0,0,0,0,1491.3,244879.6,202107
2109,777.9,0,0,0,108.1,18.2,244879.6,202107
2119,896.7,0,0,0,0,0,244879.6,202107
2175,2,0,0,0,0,0,245403.3,202107
2188,769,0,0,1.9,0,0,245516.7,202107
2365,1006.5,66.5,0.1,0,32.8,0,245554.9,202107
2366,60.6,0,0,0,0,0,251097.2,202107
2435,0,0,0,0,169644.5,2009.5,252119.9,202107
2436,0,0,0,0,0,88147.9,252119.9,202107
2549,0,0,0,0.1,0,0,252119.9,202107
2826,0,0,0,0,0,8832.9,252119.9,202107
2854,0,0,0,0,5860.7,0,252119.9,202107
2871,277.2,0,0,1.5,0,680,252119.9,202107
2877,0,0,0,0,14832.4,0,252119.9,202107
2917,4531.9,235.3,0,0,0,30236,252119.9,202107
3164,0,2263.2,0,0,0,734,252135.5,202107
3204,0,0,0,0,367.1,0,252273,202107
3230,112.6,0,0,0,0,0,253624,202107
3479,3182.7,0.6,18.7,1.8,0,0,253698.3,202107
3601,458.3,0,64.5,0,2354,13538.8,338814,202107
3612,0,0,0,0,4719.8,4587.9,346936,202107
3613,228.1,0,0.1,0,0,0,346936,202107
3738,7158.2,0,0,47.2,13083,0,346936,202107
3761,1350.6,0,0,0.2,0,1875.8,346936,202107
3804,4252.9,0,0,0,0,0,346936,202107
3838,0,0,0,0.1,0,1034.2,346936,202107
4070,640.5,593.6,0,0.1,0,0,346936,202107
4192,0,0,0,0,0,1863.7,346936,202107
4314,772.1,0,0,0,0,0,346936,202107
4557,1082.3,222.5,0,0,0,0,347139.1,202107
4567,0,0,0,0,0,908.3,347141.3,202107
4799,64.4,1.9,5.2,0,0,515.8,349614.4,202107
5106,0,0,0,0,176133.8,0,350069.2,202107
5107,0,0,0,0,63192.8,63192.8,350069.2,202107
5108,0,0,0,0,89747.9,0,350069.2,202107
5144,0,0,0,0,0,248444.1,350069.2,202107
5147,0,0,0,0,0,137506.2,350069.2,202107
5148,0,0,0,0,147404,0,350069.2,202107
5510,10.1,3.2,0,0,0,332.5,359508.9,202107
5724,488,0,0,0,0,535.5,362636.1,202107
5733,0,38.7,0,0,0,4482,362636.1,202107
6321,97.9,0,0,0,0,0,363461,202107
6366,0,0,0,0,512.3,0,363461,202107
6586,0,0,0,0,0,35.3,363685.5,202107
7037,410.2,165.9,0,0,165.9,0,363754.4,202107
7038,0,0,0,0,0,114.1,364939.6,202107
7071,0,0,0,0,214.4,0,365024.3,202107
7137,1795.9,18,0,1.8,0,0,365024.3,202107
7156,0,0,0,0,175.4,0,365024.3,202107
7164,326.8,0,0,3,0,0,365029.9,202107
7173,0,0,0,0,961.9,339.9,365029.9,202107
7201,413.4,0,0,0,0,0,365029.9,202107
7283,0,0,0,0,0,2084.8,369316.6,202107
7287,12.4,0,0,1.1,94.8,42,369339.3,202107
7309,3425.2,528,0,19.7,0,0,369339.3,202107
7314,2030.7,2.9,29.2,19.6,0,0,369339.3,202107
7329,67,0,0,0,11.9,89.7,369339.3,202107
7332,29.8,0.6,0,0,0,0,369339.3,202107
7341,0,0,0,0,172.3,610.9,369339.3,202107
7359,863.2,0,0,1.3,0,141.5,369339.3,202107
7362,0,0,12.3,0,66,791.8,369339.3,202107
7386,0,0,0,0,175.3,0,370414.8,202107
7393,145.9,0,0,0,0,476,370414.8,202107
7405,23.4,0,0,0,0,0,372285.4,202107
7423,0,0,0,0,892.2,14931.6,372379.3,202107
7442,0,0,0,4.1,0,0,372379.3,202107
7452,22512.6,5783.7,131.1,135.6,0,19760.7,372379.3,202107
7463,2629.2,0,0,0,0,11213.3,372379.3,202107
7465,321.4,0,5.5,0,0,580,372379.3,202107
7466,0,0,0,0,8233.4,0,372379.3,202107
7483,835.2,0,0,1.2,0,0,372390.4,202107
