X,Y,OBJECTID,FACILITY_ID,FACILITY_TYPE,FACILITY_TYPE_DESC,FACILITY_NAME,STATUS,MAXIMUM_H2S_PERCENT,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE
1182280.0946,1522968.0092,14299785,00002282,DS,Disposal Station,TEI CLARKELAKE C-089-F/094-J-10 001,Active,,100019002,1996/03/23 00:00:00+00,,,Tallahassee Exploration Inc.,OGAA,FPRC
1214911.0487,1305100.8939,14299786,00002285,CD,Compressor Dehydrator,CNRL CHOWADE C-029-L/094-B-09 002,Suspended,1.5,100028654,2000/12/06 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1217413.822,1416792.6119,14299787,00002526,CS,Compressor Station,CALIMA TOMMY LAKES C-028-K/094-G-09 001,Suspended,2,100020293,1997/02/18 00:00:00+00,,9604793,Calima Energy Inc.,OGAA,FPRC
1231998.4781,1417281.3666,14299788,00002528,CD,Compressor Dehydrator,CALIMA TOMMY LAKES A-029-I/094-G-09 001,Suspended,2,100020295,1997/02/18 00:00:00+00,,,Calima Energy Inc.,OGAA,FPRC
1243711.1425,1162108.4616,14299789,00002394,CS,Compressor Station,CNRL BOULDER D-072-G/093-O-08 003,Active,30,100018465,1996/01/03 00:00:00+00,,9609814,Canadian Natural Resources Limited,OGAA,FPRC
1199931.7337,1376772.785,14299790,00002411,GP,Gas Processing Plant,KEYERA CARIBOU C-004-G/094-G-07 003,Suspended,6,100020025,1997/01/16 00:00:00+00,,,Keyera Energy Ltd.,OGAA,FPRC
1337915.8125,1533482.6248,14299791,00002413,DS,Disposal Station,HARVEST HAYRIVER B-094-G/094-I-09 001,Suspended,,100019924,1997/01/03 00:00:00+00,,,Harvest Operations Corp.,OGAA,FPRC
1238382.9498,1334876.6025,14299792,00002436,GP,Gas Processing Plant,NORTHRIVER HIGHWAY B-036-I/094-B-16 002,Active,475,100020279,1997/02/17 00:00:00+00,,9601042,NorthRiver Midstream Inc.,OGAA,FPRC
1286932.4359,1385203.2111,14299793,00002424,CD,Compressor Dehydrator,CNRL MARTIN A-048-G/094-H-06 003,Active,,100019959,1997/01/08 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1287529.5632,1362018.0236,14299794,00002434,CD,Compressor Dehydrator,CNRL BIRLEYCREEK B-099-G/094-H-03 002,Active,,100019997,1997/01/13 00:00:00+00,,9603067,Canadian Natural Resources Limited,OGAA,FPRC
1227717.4338,1366572.8598,14299795,00002435,GP,Gas Processing Plant,NorthRiver JEDNEY B-088-J/094-G-01 007,Active,4,100020355,1997/02/27 00:00:00+00,,,NorthRiver Midstream Inc.,OGAA,FPRC
1302883.2897,1393256.542,14299796,00002437,CD,Compressor Dehydrator,CNRL ZAREMBA C-016-L/094-H-07 001,Removed,,100020010,1997/01/15 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1313664.2691,1591084.6896,14299797,00002438,GP,Gas Processing Plant,CNRL TOOGA B-031-I/094-P-02 001,Active,,100020011,1997/01/15 00:00:00+00,,9602754,Canadian Natural Resources Limited,OGAA,FPRC
1318165.5522,1592657.8235,14299798,00002439,CS,Compressor Station,CNRL PEGGOPESH D-045-L/094-P-01 001,Active,,100020012,1997/01/15 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1325399.4145,1226756.5582,14299799,00002466,B2,Processing Battery,SHELL SUNSETPRAIRIE 02-17-080-18 001,Suspended,,100020106,1997/01/24 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1330203.5029,1270322.108,14299800,00002490,CD,Compressor Dehydrator,PETRONAS CECILLAKE 10-29-084-17 002,Removed,5,100020169,1997/02/03 00:00:00+00,,,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1325399.4145,1226756.5582,14299801,00002663,SB,Satellite Battery,SHELL SUNSETPRAIRIE 02-17-080-18 002,Suspended,,100020112,1997/01/24 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1321695.578,1254652.3944,14299802,00002665,CD,Compressor Dehydrator,ORPHAN FORTSTJOHN 07-08-083-18 001,Active,,100020699,1997/05/27 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1201050.5412,1370949.1016,14299803,00002711,CS,Compressor Station,CNRL SIKANNI B-043-B/094-G-07 001,Removed,3,100026415,2000/02/01 00:00:00+00,,9604031,Canadian Natural Resources Limited,OGAA,FPRC
1329205.1956,1327200.5654,14299804,00002682,CD,Compressor Dehydrator,CNRL BEAVERTAIL D-088-A/094-A-15 003,Removed,,100020775,1997/06/20 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1326493.386,1300974.6319,14299805,00002688,CD,Compressor Dehydrator,CNRL RIGEL 10-32-087-17 001,Removed,,100020805,1997/07/02 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1348241.0867,1298710.9524,14299806,00002692,CS,Compressor Station,CNRL LAGARDE 01-21-087-15 004,Active,,100020823,1997/07/04 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1271421.6593,1369545.4127,14299807,00002580,CD,Compressor Dehydrator,CNRL NIGCREEKNORTH B-090-L/094-H-03 001,Suspended,,100020445,1997/03/11 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1237055.636,1273923.0433,14299808,00002581,CD,Compressor Dehydrator,LONGBOW RES ALTARES B-082-G/094-B-08 001,Removed,,100020485,1997/03/14 00:00:00+00,,,LongBow Resources Inc.,OGAA,FPRC
1326396.8407,1292520.9404,14299809,00002622,CS,Compressor Station,ORPHAN OAK 05-05-087-17 001,Removed,,100020538,1997/03/26 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1248320.6024,1533488.9429,14299810,00002630,CD,Compressor Dehydrator,NTE CANADA SEXTET B-067-J/094-I-12 001,Suspended,100,100020552,1997/04/01 00:00:00+00,,9606557,NTE Energy Canada Ltd.,OGAA,FPRC
1300012.6936,1397015.5798,14299811,00002642,CD,Compressor Dehydrator,STRATHCONA REDEYE D-060-L/094-H-07 001,Suspended,,100020586,1997/04/09 00:00:00+00,,9601023,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1263971.6813,1330247.6409,14299812,00004559,CS,Compressor Station,ORPHAN FIREWEED C-063-G/094-A-13 002,Removed,1.39999998,100029381,2001/01/16 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1242157.4876,1277925.0019,14299813,00004561,CD,Compressor Dehydrator,PACIFIC CANBRIAM KOBES C-015-I/094-B-08 001,Active,0,100048741,2005/07/14 00:00:00+00,,,Pacific Canbriam Energy Limited,OGAA,FPRC
1303216.7668,1387819.2463,14299814,00004563,CS,Compressor Station,CNRL ZAREMBA C-056-E/094-H-07 003,Permit Approved,0,100029460,2001/01/19 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1371367.7203,1141099.2152,14299815,00004565,CS,Compressor Station,CVE ENERGY KELLY D-053-G/093-P-01 003,Removed,0,100029703,2001/02/01 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1272205.2455,1381994.1638,14299816,00004567,CS,Compressor Station,TOURMALINE MARTIN D-018-E/094-H-06 002,Active,0,100029871,2001/02/12 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1266107.9541,1572134.164,14299817,00004575,CD,Compressor Dehydrator,ARCRES KOTCHOLAKE C-069-C/094-P-03 001,Removed,0.89999998,100030170,2001/03/01 00:00:00+00,,,ARC Resources Ltd.,OGAA,FPRC
1357378.726,1362577.3619,14299818,00004576,GP,Gas Processing Plant,CNRL LADYFERN B-047-H/094-H-01 001,Active,0,100030171,2001/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1168598.6134,1639872.8208,14299819,00004581,CD,Compressor Dehydrator,CREW WINDFLOWER B-051-I/094-O-11 001,Removed,0,100030292,2001/03/12 00:00:00+00,,9606846,Crew Energy Inc.,OGAA,FPRC
1263727.3047,1358613.9546,14299820,00004582,CD,Compressor Dehydrator,CNRL NIGCREEK B-071-G/094-H-04 002,Suspended,0,100030305,2001/03/13 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1315543.7739,1443634.8248,14299821,00004584,CD,Compressor Dehydrator,CNRL KAHNTAHRIVER C-044-G/094-H-15 002,Active,,100030328,2001/03/14 00:00:00+00,,9606857,Canadian Natural Resources Limited,OGAA,FPRC
1233353.1721,1636750.6661,14299822,00004585,GD,Gas Dehydrator,PARA (ACL) DILLY A-090-F/094-P-12 001,Removed,1,100030522,2001/04/23 00:00:00+00,,,Paramount Resources Ltd.,OGAA,FPRC
1299755.5074,1365766.5976,14299823,00004586,CD,Compressor Dehydrator,CNRL PICKELL A-023-I/094-H-03 002,Suspended,0,100030424,2001/03/28 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1369509.2208,1178768.5051,14299824,00004587,CD,Compressor Dehydrator,STRATHCONA TUPPERCREEK B-061-J/093-P-08 001,Suspended,0,100030434,2001/03/29 00:00:00+00,,9607142,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1324983.3636,1582517.1546,14299825,00004593,CS,Compressor Station,CNRL TOOGA A-037-F/094-P-01 001,Active,0,100030531,2001/04/24 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1290906.7693,1314302.9945,14299826,00004598,CD,Compressor Dehydrator,BONAVISTA BUICKCREEK C-079-J/094-A-11 002,Active,0.1,100030704,2001/06/08 00:00:00+00,,,Bonavista Energy Corporation,OGAA,FPRC
1264185.8173,1329070.0227,14299827,00004519,CD,Compressor Dehydrator,CNRL FIREWEED D-053-G/094-A-13 003,Suspended,1,100028876,2000/12/18 00:00:00+00,,9607047,Canadian Natural Resources Limited,OGAA,FPRC
1231156.9182,1332515.4812,14299828,00004538,CD,Compressor Dehydrator,PETRONAS TOWN A-016-J/094-B-16 002,Removed,0.2,100029049,2000/12/27 00:00:00+00,,,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1345949.1743,1226498.3997,14299829,00004595,CD,Compressor Dehydrator,Tourmaline SUNRISE 13-04-080-16 001,Suspended,0,100030685,2001/06/05 00:00:00+00,,9607378,Tourmaline Oil Corp.,OGAA,FPRC
1301289.8033,1323396.9149,14299830,00004597,CS,Compressor Station,CNRL BUICKCREEK D-065-A/094-A-14 003,Active,0.2,100030696,2001/06/07 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1331668.7975,1315640.4802,14299831,00004599,CS,Compressor Station,ORPHAN RIGEL A-066-I/094-A-10 002,Removed,2.70000005,100030743,2001/06/14 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1280217.0451,1302676.4736,14299832,00004640,CD,Compressor Dehydrator,CNRL CACHECREEK 11-15-088-22 002,Removed,2,100029197,2001/01/05 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1372394.7442,1234808.6338,14299833,00004353,CS,Compressor Station, DOE 09-30-080-13 002,Removed,0.89999998,100027668,2000/09/15 00:00:00+00,,,VERMILION ENERGY INC.,OGAA,FPRC
1294791.7467,1263100.3854,14299834,00004403,IS,Injection Station,BC HYDRO REDCREEK 10-10-084-21 001,Suspended,0,100027994,2000/10/31 00:00:00+00,,,British Columbia Hydro and Power Authority,OGAA,FPRC
1235874.2041,1167790.3261,14299835,00004409,CS,Compressor Station,CNRL BOULDER B-041-K/093-O-08 001,Active,4.0999999,100028009,2000/11/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1313223.9543,1284662.8113,14299836,00004410,CS,Compressor Station,ORPHAN STODDART 01-15-086-19 002,Removed,0,100028010,2000/11/01 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1249129.4707,1588334.9345,14299837,00004425,CD,Compressor Dehydrator,NTE CANADA CABIN A-052-J/094-P-04 001,Active,0,100028154,2000/11/14 00:00:00+00,,9605293,NTE Energy Canada Ltd.,OGAA,FPRC
1270276.7317,1329698.7741,14299838,00004430,CS,Compressor Station,STRATHCONA FIREWEED D-055-H/094-A-13 002,Suspended,0.5,100028201,2000/11/16 00:00:00+00,,,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1356669.8623,1369124.4105,14299839,00004070,GP,Gas Processing Plant,CNRL LADYFERN B-017-I/094-H-01 002,Active,0,100026837,2000/02/29 00:00:00+00,,9604152,Canadian Natural Resources Limited,OGAA,FPRC
1219141.8014,1505873.5949,14299840,00004071,CD,Compressor Dehydrator,BENCH CREEK RES KLUA A-090-J/094-J-08 003,Active,0.60000002,100026854,2000/03/01 00:00:00+00,,,Bench Creek Resources Ltd.,OGAA,FPRC
1317335.0599,1159219.8252,14299841,00004075,CS,Compressor Station,CVE ENERGY MOOSE A-099-D/093-P-07 001,Active,0,100027041,2000/03/20 00:00:00+00,,9604337,Cenovus Energy Inc.,OGAA,FPRC
1303053.486,1656096.5394,14299842,00004076,CS,Compressor Station,CNRL HELMETNORTH B-049-A/094-P-15 002,Active,0,100027059,2000/03/21 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1327592.9422,1273602.0411,14299843,00004077,CD,Compressor Dehydrator,CNRL CECILLAKE 13-06-085-17 003,Active,3,100027060,2000/03/21 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1281374.4016,1354323.9288,14299844,00004078,CD,Compressor Dehydrator,CNRL UMBACH C-018-F/094-H-03 001,Active,0,100027061,2000/03/21 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1309199.2585,1115881.6718,14299845,00002871,CD,Compressor Dehydrator,CNRL MURRAY C-033-J/093-I-14 003,Active,,100021763,1997/12/10 00:00:00+00,,9602351,Canadian Natural Resources Limited,OGAA,FPRC
1358668.9753,1390190.7847,14299846,00002889,GP,Gas Processing Plant,TAQA NORTH CHINCHAGARIVER C-032-H/094-H-08 007,Suspended,0,100022503,1998/03/07 00:00:00+00,,,TAQA North Ltd.,OGAA,FPRC
1302520.587,1269832.7807,14299847,00003767,CD,Compressor Dehydrator,ORPHAN BEARFLAT 10-33-084-20 004,Removed,4,100025211,1999/11/02 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1288254.7273,1319868.1126,14299848,00005545,CS,Compressor Station,ORPHAN BUICKCREEK C-032-C/094-A-14 001,Removed,0.30000001,100033546,2002/05/03 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1256757.1114,1591016.3057,14299849,00004776,DS,Disposal Station,ORPHAN LOUISE D-071-I/094-P-04 001,Removed,0.89999998,100030441,2001/03/30 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1356335.2892,1366264.957,14299850,00005227,CS,Compressor Station,CNRL LADYFERN B-088-H/094-H-01 003,Active,0,100032939,2002/02/05 00:00:00+00,,9609388,Canadian Natural Resources Limited,OGAA,FPRC
1361908.7449,1273517.8944,14299851,00002904,SB,Satellite Battery,WHITECAP BOUNDARYLAKE 04-34-084-14 002,Active,3200,100081124,2014/11/28 15:48:33+00,,,Whitecap Resources Inc.,OGAA,FPRC
1279666.8226,1629895.7883,14299852,00002917,GP,Gas Processing Plant,ERIKSON HELMET D-075-A/094-P-11 003,Active,1.79999995,100021967,1998/01/12 00:00:00+00,,9609054,Erikson National Energy Inc.,OGAA,FPRC
1162718.355,1649442.7642,14299853,00003322,CD,Compressor Dehydrator,BENCH CREEK RES MAXHAMISHLAKE C-059-A/094-O-14 001,Active,,100023095,1998/09/30 00:00:00+00,,8013474,Bench Creek Resources Ltd.,OGAA,FPRC
1162601.8895,1639862.0183,14299854,00003323,CD,Compressor Dehydrator,BENCH CREEK RES MAXHAMISHLAKE A-060-I/094-O-11 001,Active,,100023096,1998/09/30 00:00:00+00,,8013477,Bench Creek Resources Ltd.,OGAA,FPRC
1162209.553,1635214.7164,14299855,00003328,SB,Satellite Battery,BENCH CREEK RES MAXHAMISHLAKE B-010-I/094-O-11 001,Active,,100023101,1998/09/30 00:00:00+00,,,Bench Creek Resources Ltd.,OGAA,FPRC
1271434.7642,1531382.8392,14299856,00003738,GP,Gas Processing Plant,NTE CANADA SIERRA A-026-K/094-I-11 002,Active,39,100025015,1999/09/28 00:00:00+00,,9601122,NTE Energy Canada Ltd.,OGAA,FPRC
1312154.347,1309101.14,14299857,00003741,CD,Compressor Dehydrator,CNRL BUICKCREEK 05-36-088-19 003,Removed,,100025022,1999/09/29 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1327361.1547,1284050.4028,14299858,00003759,B,Battery Site,STRATHCONA OAK 03-07-086-17 001,Permit Approved,4,100025124,1999/10/20 00:00:00+00,,,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1360118.7452,1236982.4048,14299859,00003761,CD,Compressor Dehydrator,CNRL DOE 11-01-081-15 002,Active,,100025126,1999/10/20 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1240119.0019,1332472.8946,14299860,00003769,CD,Compressor Dehydrator,CNRL BEG C-004-I/094-B-16 002,Active,6,100025221,1999/11/03 00:00:00+00,,9602385,Canadian Natural Resources Limited,OGAA,FPRC
1349857.2696,1152963.9594,14299861,00003375,CS,Compressor Station,CVE ENERGY NOEL A-009-D/093-P-08 001,Removed,,100024178,1999/02/10 00:00:00+00,,9600978,Cenovus Energy Inc.,OGAA,FPRC
1297187.0172,1611314.9954,14299862,00003020,CD,Compressor Dehydrator,CNRL HELMET A-062-F/094-P-07 001,Removed,,100022334,1998/02/18 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1361803.4337,1236498.082,14299863,00003798,CD,Compressor Dehydrator,TOURMALINE DOE 03-06-081-14 001,Suspended,0.1,100053779,2006/02/28 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1341391.6937,1238418.2273,14299864,00003804,CD,Compressor Dehydrator,ARCRES PARKLAND 08-13-081-17 001,Active,3.5,100025561,1999/12/01 00:00:00+00,,,ARC Resources Ltd.,OGAA,FPRC
1233995.2298,1375859.3145,14299865,00003815,CD,Compressor Dehydrator,PETRONAS BUBBLES C-079-A/094-G-08 003,Removed,2.86999989,100025957,1999/12/22 00:00:00+00,,9602950,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1296494.8883,1306875.3249,14299866,00004303,CD,Compressor Dehydrator,CNRL SILVERBERRY 10-29-088-20 001,Removed,0,100027409,2000/07/21 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1277560.925,1307322.8419,14299867,00004304,CD,Compressor Dehydrator,CNRL CACHECREEK B-017-L/094-A-11 002,Active,0,100027410,2000/07/21 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1199815.8307,1521603.3857,14299868,00007610,CD,Compressor Dehydrator,ORPHAN CLARKELAKE B-065-H/094-J-10 001,Active,0.2,100059154,2007/01/29 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1266469.8795,1657869.9826,14299869,00007615,CS,Compressor Station,ERIKSON HOSSITL D-081-C/094-P-14 002,Active,0,100059464,2007/02/07 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1268524.8405,1658414.331,14299870,00007616,CS,Compressor Station,ERIKSON HOSSITL A-098-B/094-P-14 002,Active,0,100059465,2007/02/07 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1274449.3943,1651447.3424,14299871,00007617,CS,Compressor Station,ERIKSON HOSSITL B-020-A/094-P-14 002,Active,0,100059466,2007/02/07 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1275713.6845,1647538.6538,14299872,00007618,CS,Compressor Station,ERIKSON HELMET A-079-I/094-P-11 002,Permit Approved,0,100059467,2007/02/07 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1262846.1166,1617172.5004,14299873,00007619,CS,Compressor Station,ERIKSON THETLAANDOA A-060-K/094-P-06 002,Permit Approved,0,100059468,2007/02/07 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1360784.4441,1377618.1677,14299874,00007623,CS,Compressor Station,ORPHAN CHINCHAGARIVER A-001-A/094-H-08 003,Active,0,100059580,2007/02/13 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1300185.4442,1344307.3108,14299875,00007626,CS,Compressor Station,CNRL PRESPATOU B-094-I/094-A-14 001,Active,2,100054782,2006/04/13 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1282877.1461,1261443.372,14299876,00007908,CS,Compressor Station,ARCRES ATTACHIE 04-09-084-22 001,Suspended,0,100076330,2012/08/10 00:00:00+00,,,ARC Resources Ltd.,OGAA,FPRC
1239070.4227,1351626.2706,14299877,00007909,DS,Disposal Station,PETRONAS JEDNEY B-014-H/094-G-01 003,Active,4,100076336,2012/08/11 00:00:00+00,,,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1190553.2853,1522050.1119,14299878,00007917,DS,Disposal Station,SECURE CLARKELAKE A-078-G/094-J-10 001,Suspended,,100077421,2013/03/11 00:00:00+00,,,Secure Energy Services Inc.,OGAA,FPRC
1230520.8495,1364617.6894,14299879,00007922,GD,Gas Dehydrator,CNRL JEDNEY D-055-J/094-G-01 001,Active,0,100076715,2012/11/15 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1091946.253,1661437.9085,14299880,00009034,CS,Compressor Station,ORPHAN BEAVERRIVER B-019-K/094-N-16 002,Removed,0,100068922,2009/06/16 15:32:51+00,,,Orphan Fund,OGAA,FPRC
1216411.6153,1319114.415,14299881,00009044,CD,Compressor Dehydrator,CNRL DAIBER C-076-D/094-B-16 002,Active,1,100011452,1989/11/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1344104.452,1532262.2443,14299882,00007633,GP,Gas Processing Plant,HARVEST HAYRIVER B-076-H/094-I-09 004,Active,,100060035,2007/03/08 00:00:00+00,,,Harvest Operations Corp.,OGAA,FPRC
1216446.2522,1354864.9497,14299883,00007635,CD,Compressor Dehydrator,PETRONAS SASQUATCH A-064-E/094-G-01 001,Removed,4.5,100060090,2007/03/13 00:00:00+00,,9627345,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1261289.3136,1641216.8699,14299884,00007637,CS,Compressor Station,ERIKSON HELMET A-020-K/094-P-11 003,Active,0,100060142,2007/03/16 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1240590.9307,1384218.3358,14299885,00007642,CS,Compressor Station,SABA O&G LAPRISECREEK A-070-E/094-H-05 003,Permit Approved,0,100060247,2007/03/28 00:00:00+00,,,Saba Oil & Gas Ltd.,OGAA,FPRC
1300328.7031,1595248.0261,14299886,00007645,CS,Compressor Station,CNRL HELMET D-090-J/094-P-02 003,Active,0,100060395,2007/04/30 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1202079.332,1358850.7132,14299887,00007647,CD,Compressor Dehydrator,PETRONAS LILYLAKE B-012-J/094-G-02 003,Suspended,4,100060468,2007/05/23 00:00:00+00,,,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1197623.8487,1359741.6569,14299888,00007925,GP,Gas Processing Plant,PETRONAS LILYLAKE A-029-J/094-G-02 001,Active,0,100077116,2013/01/23 00:00:00+00,,9706974,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1337241.9852,1238021.798,14299889,00007931,SB,Satellite Battery,ARCRES PARKLAND 08-15-081-17 004,Active,0,100076968,2013/01/07 00:00:00+00,,,ARC Resources Ltd.,OGAA,FPRC
1350124.319,1233340.2345,14299890,00007936,GP,Gas Processing Plant,TOURMALINE DOE 13-25-080-16 001,Active,0,100077349,2013/02/28 00:00:00+00,,9707096,Tourmaline Oil Corp.,OGAA,FPRC
1329392.9778,1356311.281,14299891,00007941,CS,Compressor Station,PARA WILDMINT D-095-A/094-H-02 001,Removed,,100013742,1992/10/15 00:00:00+00,,,Paramount Resources Ltd.,OGAA,FPRC
1273627.6664,1330176.169,14299892,00009045,CD,Compressor Dehydrator,ORPHAN FIREWEED B-070-E/094-A-14 003,Removed,1,100043083,2004/07/20 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1252298.7462,1352804.8685,14299893,00009049,CD,Compressor Dehydrator,TOURMALINE NIGCREEKWEST D-017-F/094-H-04 003,Suspended,,100013550,1992/04/01 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1376095.0189,1162137.4456,14299894,00007820,CS,Compressor Station,CVE ENERGY CUTBANK D-075-A/093-P-08 002,Active,0,100071621,2010/07/09 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1225421.0681,1274158.3435,14299895,00007822,CD,Compressor Dehydrator,CNRL GRAHAM C-087-F/094-B-08 001,Suspended,,100071788,2010/08/09 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1221919.6292,1272868.0239,14299896,00007823,CD,Compressor Dehydrator,CNRL GRAHAM C-072-E/094-B-08 001,Suspended,0,100071789,2010/08/09 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1164188.2336,1634053.6528,14299897,00007824,DS,Disposal Station,SECURE MAXHAMISHLAKE A-098-H/094-O-11 001,Suspended,1,100071975,2010/09/18 00:00:00+00,,9703964,Secure Energy Services Inc.,OGAA,FPRC
1232135.4079,1311697.0917,14299898,00007825,CD,Compressor Dehydrator,PETRONAS GUNDY CREEK C-086-J/094-B-09 001,Active,0,100071990,2010/09/20 00:00:00+00,,9704561,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1360072.1048,1232539.02,14299899,00007826,CS,Compressor Station,VERMILION DOE 13-24-080-15 004,Active,0.30000001,100071991,2010/09/20 00:00:00+00,,,VERMILION ENERGY INC.,OGAA,FPRC
1192892.4364,1651021.6067,14299900,00007828,CD,Compressor Dehydrator,NTE CANADA TATTOO A-066-A/094-O-15 001,Removed,1,100072020,2010/09/23 00:00:00+00,,9703955,NTE Energy Canada Ltd.,OGAA,FPRC
1134323.4231,1607700.0036,14299901,00007831,GD,Gas Dehydrator,CHEVRON PATRY C-011-J/094-O-05 001,Suspended,0,100072341,2010/11/15 00:00:00+00,,,Chevron Canada Limited,OGAA,FPRC
1221445.6016,1317431.3442,14299902,00007832,CD,Compressor Dehydrator,CNRL DAIBER D-060-C/094-B-16 003,Active,0,100072142,2010/10/03 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1242627.0851,1249112.4115,14299903,00007833,CD,Compressor Dehydrator,PACIFIC CANBRIAM FARRELLCREEKSEEKOBES B-017-I/094-B-01 002,Active,0,100072252,2010/11/01 00:00:00+00,,9704231,Pacific Canbriam Energy Limited,OGAA,FPRC
1243777.558,1268840.957,14299904,00007834,GP,Gas Processing Plant,PACIFIC CANBRIAM ALTARES B-024-H/094-B-08 001,Active,0,100072458,2010/11/24 00:00:00+00,,9704741,Pacific Canbriam Energy Limited,OGAA,FPRC
1237069.7447,1380032.6434,14299905,00008577,CD,Compressor Dehydrator,TOURMALINE LAPRISECREEK D-015-H/094-G-08 003,Suspended,0,100044564,2004/11/16 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1220338.3427,1355949.2185,14299906,00007538,CD,Compressor Dehydrator,PETRONAS BEGWEST A-079-F/094-G-01 003,Active,4.5,100055257,2006/06/09 00:00:00+00,,9624212,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1347288.4227,1340790.1703,14299907,00007541,CS,Compressor Station,CNRL DOIG D-013-K/094-A-16 002,Active,,100055280,2006/06/12 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1307236.9918,1621573.9523,14299908,00007544,CS,Compressor Station,CNRL HELMET C-067-I/094-P-07 002,Active,0,100055294,2006/06/13 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
