X,Y,OBJECTID,FACILITY_ID,FACILITY_TYPE,FACILITY_TYPE_DESC,FACILITY_NAME,STATUS,MAXIMUM_H2S_PERCENT,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE
1267034.474,1290905.728,14304501,00000326,SB,Satellite Battery,CNRL INGA 16-07-087-23 001,Removed,,100010746,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1269770.545,1281336.04,14304502,00000327,SB,Satellite Battery,CNRL INGA 16-07-086-23 001,Removed,,100019409,1996/10/18 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1269425.94,1284323.392,14304503,00000328,SB,Satellite Battery,CNRL INGA 16-19-086-23 001,Removed,,100010747,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1267764.8,1286777.974,14304504,00000329,SB,Satellite Battery,CNRL INGA 08-36-086-24 001,Removed,,100010748,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1367571.237,1283114.318,14304505,00000477,B,Battery Site,WHITECAP BOUNDARYLAKE 12-29-085-13 001,Active,,100010877,1989/04/01 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1346515.991,1299749.975,14304506,00000527,SB,Satellite Battery,CNRL LAGARDE 16-20-087-15 001,Removed,7,100010923,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1298764.26,1299427.002,14304507,00000488,B,Battery Site,HARVEST SILVERBERRY 15-33-087-20 002,Removed,,100010888,1989/04/01 00:00:00+00,,,Harvest Operations Corp.,OGAA,FPRC
1364468.661,1280319.042,14304508,00000500,B,Battery Site,WHITECAP BOUNDARYLAKE 04-24-085-14 001,Active,,100010899,1989/04/01 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1325530.075,1269373.076,14304509,00000387,SB,Satellite Battery,CNRL EAGLE 02-26-084-18 001,Active,,100010800,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1312554.224,1366899.726,14304510,00000463,B,Battery Site,ORPHAN BEATTONRIVER D-026-K/094-H-02 001,Active,,100010867,1989/04/01 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1326757.914,1330208.891,14304511,00000721,SB,Satellite Battery,CNRL PEEJAYWEST A-021-G/094-A-15 001,Active,,100010939,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1357875.037,1267210.408,14304512,00000618,B,Battery Site,WHITECAP BOUNDARYLAKE 06-07-084-14 001,Suspended,,100011393,1989/10/01 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1335832.054,1310353.621,14304513,00000627,B,Battery Site,CNRL RIGELEAST 15-29-088-16 001,Removed,,100011724,1990/02/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1342926.873,1172516.478,14304514,00000668,CS,Compressor Station,CVE ENERGY SUNDOWN D-016-I/093-P-07 001,Active,,100011878,1990/03/06 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1356110.368,1431914.237,14304515,00000921,GP,Gas Processing Plant,CNRL RING C-081-I/094-H-09 003,Active,,100013049,1991/10/01 00:00:00+00,,9606657,Canadian Natural Resources Limited,OGAA,FPRC
1336971.365,1305948.572,14304516,00000733,B,Battery Site,BONAVISTA RIGEL 03-16-088-16 001,Removed,,100054894,2006/05/03 00:00:00+00,,,Bonavista Energy Corporation,OGAA,FPRC
1357298.793,1358267.816,14304517,00000738,CD,Compressor Dehydrator,CNRL NIGCREEK D-041-J/094-H-04 001,Suspended,,100012038,1990/07/31 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1355970.168,1432178.922,14304518,00000740,GP,Gas Processing Plant,CNRL RING C-081-I/094-H-09 002,Active,,100013047,1991/10/01 00:00:00+00,,9606657,Canadian Natural Resources Limited,OGAA,FPRC
1340401.175,1306473.626,14304519,00000752,B2,Processing Battery,CNRL RIGELEAST 06-14-088-16 002,Removed,,100016733,1994/11/25 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1342423.12,1435930.336,14304520,00000763,SB,Satellite Battery,CNRL RING A-049-B/094-H-16 003,Active,3,100021046,1997/09/10 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1296906.872,1594744.906,14304521,00008538,SM,Gas Sales Meter,ISH DESAN C-084-K/094-P-02 002,Active,0,100035885,2003/01/16 00:00:00+00,,9610680,Ish Energy Ltd.,OGAA,FPRC
1249935.22,1367635.335,14304522,00007506,CD,Compressor Dehydrator,STRATHCONA SOJER D-079-K/094-H-04 001,Permit Approved,0.5,100054451,2006/03/21 00:00:00+00,,9622667,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1260658.648,1321630.27,14304523,00008170,SM,Gas Sales Meter,ORPHAN INGA C-078-B/094-A-13 001,Removed,0.5,100011153,1989/04/01 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1262027.893,1351274.435,14304524,00008177,CD,Compressor Dehydrator,TOURMALINE NIGCREEK A-094-B/094-H-04 001,Active,1.29999995,100016395,1994/10/12 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1281228.734,1399148.853,14304525,00008178,SM,Gas Sales Meter,SATURN SILVER C-094-K/094-H-06 003,Removed,,100011159,1989/04/01 00:00:00+00,,,Saturn Oil & Gas Inc.,OGAA,FPRC
1318147.207,1226503.522,14304526,00008551,SM,Gas Sales Meter,SHELL GROUNDBIRCH 04-15-080-19 002,Active,0.5,100037753,2003/07/29 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1247461.269,1570650.725,14304527,00008553,SM,Gas Sales Meter,NTE CANADA GUNNELLCREEK B-065-B/094-P-04 002,Active,0,100038054,2003/09/03 00:00:00+00,,,NTE Energy Canada Ltd.,OGAA,FPRC
1253603.864,1531825.256,14304528,00008559,SM,Gas Sales Meter,NTE CANADA SAHTANEH C-050-I/094-I-12 001,Active,0,100040007,2003/12/11 00:00:00+00,,,NTE Energy Canada Ltd.,OGAA,FPRC
1362979.306,1310002.727,14304529,00007531,B,Battery Site,COELACANTH OSBORN 06-19-088-13 002,Active,1,100055215,2006/06/06 00:00:00+00,,,Coelacanth Energy Inc.,OGAA,FPRC
1329575.113,1350711.779,14304530,00008195,SM,Gas Sales Meter,CNRL WILDMINT D-035-A/094-H-02 004,Active,,100011173,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1379481.339,1140779.052,14304531,00008201,SM,Gas Sales Meter,CVE ENERGY KELLY D-043-H/093-P-01 002,Active,,100011178,1989/04/01 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1320280.651,1398343.692,14304532,00008205,SM,Gas Sales Meter,CNRL DAHL D-053-J/094-H-07 003,Active,,100011182,1989/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1321930.403,1128989.855,14304533,00008566,SM,Gas Sales Meter,CNRL WOLVERINE D-066-D/093-P-02 002,Active,7,100042263,2004/03/11 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1298050.795,1533756.939,14304534,00008579,SM,Gas Sales Meter,PEA EKWAN D-029-K/094-I-10 004,Active,2,100045887,2004/12/24 00:00:00+00,,,Pieridae Alberta Production Ltd.,OGAA,FPRC
1275369.954,1519221.11,14304535,00008585,SM,Gas Sales Meter,CNRL JUNIOR A-092-C/094-I-11 002,Removed,0.80000001,100046973,2005/01/31 00:00:00+00,,9619163,Canadian Natural Resources Limited,OGAA,FPRC
1307333.03,1343168.273,14304536,00008590,SM,Gas Sales Meter,BONTERRA BUICKCREEK D-075-L/094-A-15 003,Active,0,100047775,2005/03/08 00:00:00+00,,,Bonterra Energy Corp.,OGAA,FPRC
1339421.729,1302004.325,14304537,00007550,B,Battery Site,TEI LAGARDE 10-34-087-16 002,Removed,0.69999999,100055338,2006/06/16 00:00:00+00,,,Tallahassee Exploration Inc.,OGAA,FPRC
1288197.221,1279461.156,14304538,00007841,B,Battery Site,ARCRES REDCREEKNORTH 04-06-086-21 003,Suspended,18,100072100,2010/10/01 00:00:00+00,,,ARC Resources Ltd.,OGAA,FPRC
1323617.794,1391594.037,14304539,00008221,SM,Gas Sales Meter,CNRL DAHL A-089-H/094-H-07 001,Active,,100006166,1978/02/09 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1264231.828,1329046.759,14304540,00008235,SM,Gas Sales Meter,CNRL FIREWEED D-053-G/094-A-13 002,Suspended,,100011210,1989/04/01 00:00:00+00,,9607047,Canadian Natural Resources Limited,OGAA,FPRC
1343991.686,1546031.773,14304541,00008595,SM,Gas Sales Meter,HARVEST SHEKILIE B-024-A/094-I-16 004,Active,0,100052841,2006/01/24 00:00:00+00,,,Harvest Operations Corp.,OGAA,FPRC
1256236.478,1178189.078,14304542,00008601,SM,Gas Sales Meter,CANLIN COMMOTION A-045-D/093-P-12 002,Suspended,23,100055374,2006/06/20 00:00:00+00,,,Canlin Energy Corporation,OGAA,FPRC
1217864.108,1520126.259,14304543,00008606,SM,Gas Sales Meter,CANLIN KLUA C-040-G/094-J-09 002,Suspended,1,100056141,2006/08/18 00:00:00+00,,9613440,Canlin Energy Corporation,OGAA,FPRC
1199828.063,1521615.485,14304544,00008613,SM,Gas Sales Meter,ORPHAN CLARKELAKE B-065-H/094-J-10 002,Active,0.2,100059155,2007/01/29 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1366704.655,1284111.231,14304545,00007859,B,Battery Site,WHITECAP BOUNDARYLAKE 07-31-085-13 001,Active,0.80000001,100073684,2011/05/04 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1331208.948,1181762.23,14304546,00007293,CD,Compressor Dehydrator,CVE ENERGY SUNDOWN C-029-B/093-P-10 002,Active,0,100038148,2003/09/15 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1246005.641,1324077.41,14304547,00007305,B,Battery Site,COP BLUEBERRY B-017-E/094-A-13 001,Suspended,,100039289,2003/11/25 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1333420.774,1340714.268,14304548,00007332,CD,Compressor Dehydrator,CNRL BEAVERDAM D-021-I/094-A-15 002,Active,3,100042015,2004/03/01 00:00:00+00,,9615538,Canadian Natural Resources Limited,OGAA,FPRC
1275286.104,1151376.758,14304549,00007347,IS,Injection Station,SUKUNKA SUKUNKA A-043-B/093-P-05 002,Active,81,100061013,2007/07/31 15:49:40+00,,,Sukunka Natural Resources Inc.,OGAA,FPRC
1368341.667,1283490.138,14304550,00006580,B,Battery Site,OBSIDIAN BOUNDARYLAKE 15-29-085-13 002,Removed,0,100038443,2003/10/10 00:00:00+00,,,Obsidian Energy Ltd.,OGAA,FPRC
1298462.775,1385394.394,14304551,00007367,CS,Compressor Station,CNRL MARTIN D-033-H/094-H-06 002,Removed,0,100042792,2004/06/14 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1333976.508,1304178.987,14304552,00007457,CS,Compressor Station,PREDATOR OIL BC RIGEL 03-07-088-16 003,Permit Approved,1.79999995,100049777,2005/09/28 00:00:00+00,,,Predator Oil BC Ltd.,OGAA,FPRC
1240027.565,1372211.223,14304553,00007386,B,Battery Site,STRATHCONA LAPRISECREEK B-031-A/094-G-08 003,Removed,0,100045364,2004/12/13 00:00:00+00,,,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1302937.016,1640491.424,14304554,00007393,CD,Compressor Dehydrator,ERIKSON HELMETNORTH B-071-G/094-P-10 003,Active,0,100046258,2005/01/11 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1288900.947,1295907.913,14304555,00007078,OM,Oil Sales Meter,COP STODDARTWEST 03-28-087-21 002,Active,,100021627,1997/11/24 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1299802.935,1365657.259,14304556,00007433,CD,Compressor Dehydrator,CNRL PICKELL A-023-I/094-H-03 004,Permit Approved,0,100048099,2005/04/25 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1368054.071,1137850.197,14304557,00007109,CS,Compressor Station,CVE ENERGY NOEL C-027-G/093-P-01 001,Active,0,100031836,2001/11/16 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1376532.458,1161163.953,14304558,00007469,SM,Gas Sales Meter,VMGPI CUTBANK C-064-A/093-P-08 003,Active,0,100052461,2006/01/10 00:00:00+00,,,Veresen Midstream General Partner Inc.,OGAA,FPRC
1312773.834,1379744.012,14304559,00001407,B,Battery Site,CNRL ELM B-064-C/094-H-07 001,Removed,,100060741,2007/07/03 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1344006.843,1320367.688,14304560,00001410,B,Battery Site,CNRL (ACL) CURRANT B-009-C/094-A-16 002,Removed,4,100015240,1994/01/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1317942.079,1347008.785,14304561,00001572,B,Battery Site,CNRL WEASEL D-001-C/094-H-02 001,Removed,,100016089,1994/07/18 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1325145.834,1331728.76,14304562,00001632,B,Battery Site,CNRL PEEJAYWEST D-033-G/094-A-15 001,Removed,,100016327,1994/09/27 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1326518.952,1261414.238,14304563,00001633,B,Battery Site,ORPHAN FORTSTJOHN 08-35-083-18 002,Removed,,100016251,1994/08/29 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1328508.596,1278285.948,14304564,00001636,B,Battery Site,STRATHCONA NORTHPINE 09-19-085-17 001,Removed,,100016330,1994/09/27 00:00:00+00,,,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1367259.5,1281859.188,14304565,00001638,B,Battery Site,CNRL BOUNDARYLAKE 16-19-085-13 001,Removed,,100016332,1994/09/27 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1364481.478,1275917.549,14304566,00001642,IS,Injection Station,WHITECAP BOUNDARYLAKE 08-02-085-14 005,Active,,100016268,1994/09/01 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1321207.226,1319015.355,14304567,00001644,CD,Compressor Dehydrator,CNRL RIGEL C-009-B/094-A-15 003,Removed,0.1,100016349,1994/09/29 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1326316.831,1229883.246,14304568,00001646,B,Battery Site,SHELL SUNSETPRAIRIE 14-21-080-18 001,Removed,7500,100016351,1994/09/29 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1329078.911,1324969.536,14304569,00001587,B,Battery Site,CNRL (ACL) BEAVERTAIL B-068-A/094-A-15 002,Removed,,100016208,1994/08/16 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1319180.28,1287083.54,14304570,00001588,B,Battery Site, OAK 07-20-086-18 001,Removed,,100016209,1994/08/16 00:00:00+00,,,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1328967.804,1278028.499,14304571,00001590,B,Battery Site,CNRL FLATROCKWEST 05-20-085-17 001,Removed,,100016153,1994/08/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1330082.726,1275697.238,14304572,00001591,B,Battery Site,CNRL FLATROCKWEST 16-08-085-17 001,Removed,,100016154,1994/08/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1266350.38,1547253.487,14304573,00001592,CD,Compressor Dehydrator,COP SIERRA C-091-D/094-I-14 003,Removed,,100016213,1994/08/17 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1333964.989,1279801.824,14304574,00001594,B,Battery Site,CNRL FLATROCKWEST 06-26-085-17 001,Removed,,100016037,1994/07/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1324208.063,1221480.526,14304575,00001598,B,Battery Site,SHELL SUNSETPRAIRIE 15-30-079-18 001,Removed,,100016227,1994/08/23 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1326040.466,1228806.931,14304576,00001599,B,Battery Site,SHELL SUNSETPRAIRIE 05-21-080-18 001,Removed,,100016228,1994/08/23 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1328081.019,1349490.649,14304577,00001602,B,Battery Site, WILDMINT C-027-A/094-H-02 001,Removed,,100016231,1994/08/23 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1338459.654,1439645.935,14304578,00001603,B,Battery Site,CNRL RING D-084-C/094-H-16 001,Removed,,100015685,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1350386.811,1434940.579,14304579,00001604,B,Battery Site,CNRL RING B-028-A/094-H-16 001,Removed,,100015686,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1285668.937,1363821.935,14304580,00001467,B,Battery Site,CNRL WARGEN A-012-K/094-H-03 001,Removed,,100015647,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1330614.901,1289872.18,14304581,00001468,B,Battery Site,TEI (ACL) OAK 09-28-086-17 001,Removed,,100060426,2007/05/10 00:00:00+00,,,Tallahassee Exploration Inc.,OGAA,FPRC
1343509.134,1331230.868,14304582,00001488,B,Battery Site,CNRL CRUSH D-019-F/094-A-16 001,Removed,,100015665,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1268077.251,1332567.273,14304583,00001493,SB,Satellite Battery,CNRL BIRCH B-097-H/094-A-13 001,Active,9,100074628,2011/10/07 08:44:20+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1330382.297,1343059.279,14304584,00001494,B,Battery Site,CNRL PEEJAY D-055-I/094-A-15 001,Removed,,100030732,2001/06/12 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1284882.865,1364565.472,14304585,00001495,B,Battery Site,CNRL WARGEN A-023-K/094-H-03 001,Removed,,100015669,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1319716.049,1215324.302,14304586,00001499,B,Battery Site,SHELL GROUNDBIRCH 07-10-079-19 001,Removed,2.5,100015672,1994/03/01 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1349028.128,1318481.317,14304587,00001509,CD,Compressor Dehydrator,CNRL CURRANT D-073-K/094-A-09 003,Active,,100015795,1994/04/05 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1255515.958,1303888.821,14304588,00001510,CS,Compressor Station,PETRONAS BLUEBERRY 06-30-088-24 003,Removed,,100015796,1994/04/05 00:00:00+00,,,PETRONAS Energy Canada Ltd.,OGAA,FPRC
1309441.197,1287932.691,14304589,00001517,B,Battery Site,CNRL STODDART 07-29-086-19 003,Removed,,100015680,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1333034.81,1322261.564,14304590,00001524,GD,Gas Dehydrator,CNRL RIGEL B-033-A/094-A-15 002,Active,,100015812,1994/04/10 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1264952.557,1334215.712,14304591,00001525,B,Battery Site, BIRCH C-001-J/094-A-13 001,Removed,,100015682,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1264929.62,1334197.807,14304592,00001526,B,Battery Site, BIRCH D-002-J/094-A-13 001,Removed,,100015683,1994/03/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1265451.455,1334950.489,14304593,00001529,SB,Satellite Battery,CNRL BIRCH D-011-J/094-A-13 001,Active,,100015790,1994/04/01 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1312109.325,1107052.87,14304594,00001538,GD,Gas Dehydrator,CNRL MURRAY C-040-H/093-I-14 001,Removed,,100015922,1994/06/02 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1366178.287,1275258.958,14304595,00001539,SB,Satellite Battery,WHITECAP BOUNDARYLAKE 16-36-084-14 001,Active,,100015961,1994/06/13 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1329965.145,1290055.81,14304596,00001541,B,Battery Site,TEI (ACL) OAK 14-28-086-17 001,Removed,,100015986,1994/06/20 00:00:00+00,,,Tallahassee Exploration Inc.,OGAA,FPRC
1329271.001,1188295.638,14304597,00001544,B,Battery Site,CVE ENERGY BRASSEY C-091-C/093-P-10 001,Removed,,100016008,1994/06/23 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1277633.658,1629344.605,14304598,00002223,B,Battery Site,ERIKSON HELMET A-078-A/094-P-11 001,Removed,,100075526,2012/01/30 11:11:46+00,,,Erikson National Energy Inc.,OGAA,FPRC
1298871.542,1296336.017,14304599,00002281,B,Battery Site,COP STODDARTWEST 15-21-087-20 002,Removed,,100019079,1996/06/04 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1309152.34,1115856.433,14304600,00002288,CS,Compressor Station,CNRL MURRAY C-033-J/093-I-14 002,Active,,100019113,1996/06/26 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1319902.372,1231149.233,14304601,00002292,B,Battery Site,SHELL SATURN 14-26-080-19 001,Removed,,100019127,1996/06/28 00:00:00+00,,,Shell Canada Limited,OGAA,FPRC
1288674.989,1606420.384,14304602,00002421,SB,Satellite Battery,ISH DESAN D-015-E/094-P-07 001,Active,,100019945,1997/01/06 00:00:00+00,,9624439,Ish Energy Ltd.,OGAA,FPRC
1281903.023,1297808.648,14304603,00002446,SB,Satellite Battery,COP CACHECREEK 12-35-087-22 001,Removed,,100020048,1997/01/20 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1298986.377,1294710.654,14304604,00002465,SB,Satellite Battery,COP STODDARTWEST 15-16-087-20 001,Removed,,100020094,1997/01/23 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1303766.37,1353360.936,14304605,00002487,CD,Compressor Dehydrator,ORPHAN FIREBIRD D-089-D/094-H-02 005,Active,,100020142,1997/01/30 00:00:00+00,,,Orphan Fund,OGAA,FPRC
1290407.776,1280638.868,14304606,00002655,B,Battery Site,CNRL REDCREEKNORTH 10-05-086-21 001,Removed,,100020632,1997/04/29 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1286279.941,1297214.117,14304607,00002666,SB,Satellite Battery,CNRL STODDARTWEST 01-31-087-21 002,Removed,,100020707,1997/05/28 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1287248.563,1295883.708,14304608,00002667,SB,Satellite Battery,CNRL STODDARTWEST 03-29-087-21 002,Removed,,100020708,1997/05/28 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1196766.925,1465466.202,14304609,00002686,PG,Pipeline Gathering,CNRL ADSETT B-063-G/094-J-02 001,Removed,,100040717,2004/01/12 00:00:00+00,2018/11/01 00:00:00+00,9616090,Canadian Natural Resources Limited,OGAA,FPRC
1246459.01,1413928.164,14304610,00002557,CD,Compressor Dehydrator,TOURMALINE CONROYCREEK D-080-F/094-H-12 001,Active,9.89999962,100020392,1997/03/04 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1300550.216,1378246.05,14304611,00002558,B,Battery Site,CNRL ZAREMBA D-051-A/094-H-06 001,Removed,,100020379,1997/03/03 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1300062.12,1393075.568,14304612,00002559,B,Battery Site,CNRL ZAREMBA D-020-L/094-H-07 001,Removed,,100021762,1997/12/10 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1366774.927,1266374.715,14304613,00002582,B,Battery Site,WHITECAP BOUNDARYLAKE 08-01-084-14 001,Active,,100020268,1997/02/16 00:00:00+00,,,Whitecap Resources Inc.,OGAA,FPRC
1293324.231,1277248.252,14304614,00002629,CD,Compressor Dehydrator,ASPENLEAF REDCREEK 05-27-085-21 001,Removed,,100020551,1997/04/01 00:00:00+00,,,Aspenleaf Energy Limited,OGAA,FPRC
1258767.55,1397344.251,14304615,00004557,B2,Processing Battery,TOURMALINE BLACKCREEK B-094-J/094-H-05 001,Active,1.5,100029298,2001/01/11 00:00:00+00,,,Tourmaline Oil Corp.,OGAA,FPRC
1308887.657,1384539.75,14304616,00004558,B2,Processing Battery,STRATHCONA ELM C-019-F/094-H-07 002,Suspended,0,100029317,2001/01/12 00:00:00+00,,9606680,STRATHCONA RESOURCES LTD.,OGAA,FPRC
1281395.009,1597498.019,14304617,00004566,B,Battery Site,ISH DESAN D-026-A/094-P-06 001,Removed,0,100029797,2001/02/06 00:00:00+00,,,Ish Energy Ltd.,OGAA,FPRC
1355226.841,1164195.689,14304618,00004381,CS,Compressor Station,CVE ENERGY NOEL D-011-E/093-P-08 002,Removed,0,100029664,2001/01/30 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1157107.018,1635528.179,14304619,00004799,B2,Processing Battery,BENCH CREEK RES MAXHAMISHLAKE A-018-J/094-O-11 006,Active,0,100063759,2008/02/13 09:01:21+00,,,Bench Creek Resources Ltd.,OGAA,FPRC
1327754.544,1156830.969,14304620,00004080,CS,Compressor Station,CVE ENERGY JACKPINE B-066-C/093-P-07 001,Active,0,100027078,2000/03/22 00:00:00+00,,,Cenovus Energy Inc.,OGAA,FPRC
1275387.994,1299085.444,14304621,00002898,B,Battery Site,COP CACHECREEK 11-06-088-22 001,Removed,,100021814,1997/12/17 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1160802.773,1651084.406,14304622,00003324,SB,Satellite Battery,BENCH CREEK RES MAXHAMISHLAKE D-072-B/094-O-14 001,Active,,100023097,1998/09/30 00:00:00+00,,9600029,Bench Creek Resources Ltd.,OGAA,FPRC
1281610.373,1300562.975,14304623,00002937,B2,Processing Battery,COP CACHECREEK 04-11-088-22 003,Active,11,100021817,1997/12/17 00:00:00+00,,,ConocoPhillips Canada Resources Corp.,OGAA,FPRC
1162284.81,1647037.801,14304624,00003329,SB,Satellite Battery,BENCH CREEK RES MAXHAMISHLAKE A-040-A/094-O-14 001,Active,,100023102,1998/09/30 00:00:00+00,,9600025,Bench Creek Resources Ltd.,OGAA,FPRC
1288441,1295444,14304625,00003344,B,Battery Site,CNRL STODDARTWEST 13-21-087-21 001,Removed,,100023170,1998/10/26 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
1349815.513,1154981.781,14304626,00003345,CS,Compressor Station,BENCH CREEK RES NOEL A-029-D/093-P-08 001,Active,,100023172,1998/10/27 00:00:00+00,,,Bench Creek Resources Ltd.,OGAA,FPRC
1344282.21,1532325.382,14304627,00003806,SB,Satellite Battery,HARVEST HAYRIVER A-076-H/094-I-09 001,Active,0.40000001,100025563,1999/12/01 00:00:00+00,,,Harvest Operations Corp.,OGAA,FPRC
1302255.033,1639268.806,14304628,00003486,GD,Gas Dehydrator,ERIKSON HELMETNORTH B-062-G/094-P-10 002,Removed,,100024543,1999/04/21 00:00:00+00,,,Erikson National Energy Inc.,OGAA,FPRC
1308880.359,1364092.466,14304629,00003507,CS,Compressor Station,CNRL BEATTONRIVERWEST D-091-E/094-H-02 004,Suspended,,100024664,1999/06/29 00:00:00+00,,9601794,Canadian Natural Resources Limited,OGAA,FPRC
1287499.902,1295091.049,14304630,00003568,B,Battery Site,CNRL STODDARTWEST 10-20-087-21 001,Removed,,100023301,1998/11/25 00:00:00+00,,,Canadian Natural Resources Limited,OGAA,FPRC
