Kermit FacilityID,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Fac Pressurized Days,Leak Rate CMH,Leak rate gps,leakrate m3/year,Unnamed: 39,sum leaks,Sum of Days Detection and Repair
26384,1,1,3.0,0.0,-15.0,2.3,365,0.0,0.0,0.0,0.0,0.0,0.0
18349,6,9,6.0,113.0,-17.0,8.8,1095,0.0,0.0,0.0,0.0,0.0,0.0
395,3,4,6.0,83.0,18.0,4.199999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
1100,1,1,0.0,0.0,0.0,0.0,366,0.0,0.0,0.0,0.0,0.0,0.0
392,3,4,6.0,86.0,27.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
26367,1,1,0.0,0.0,-6.0,2.777777778,366,0.0,0.0,0.0,0.0,0.0,0.0
58,2,2,4.0,0.0,32.0,0.83332,730,0.00224,0.027813334000000002,19.6224,0.027813334000000002,0.0,0.0
344,3,4,6.0,86.0,23.0,4.699999999999999,732,0.017,0.211083333,148.92,0.211083333,0.0,48.0
474,6,9,9.0,288.0,-12.0,11.1,1098,0.019,0.235916667,166.44,0.235916667,0.0,30.0
7906,6,9,9.0,282.0,14.0,15.1,1095,0.02,0.248333333,175.2,0.248333333,0.0,8.0
1631,1,1,3.0,0.0,-12.0,0.0,365,0.032,0.397333333,280.32,0.397333333,0.0,7.0
445,6,9,9.0,288.0,-3.0,7.8,1098,0.035,0.434583333,306.6,0.434583333,0.0,2.0
362,3,4,6.0,86.0,18.0,5.0,732,0.035,0.434583333,306.6,0.434583333,0.0,30.0
4799,1,1,3.0,0.0,-19.0,4.0,365,0.036,0.447,315.36,0.447,0.0,0.0
18067,2,2,4.0,0.0,-18.0,8.8,730,0.05,0.620833333,438.0,0.620833333,0.0,111.0
46,6,9,9.0,288.0,-9.0,11.1,1098,0.052,0.645666667,455.52,0.645666667,0.0,50.0
8553,7,12,4.0,133.0,22.0,16.1,1460,0.054000000000000006,0.6705,473.04,0.6705,0.0,68.0
7633,2,2,4.0,0.0,16.0,4.0,730,0.06,0.745,525.5999999999999,0.745,0.0,257.0
151,6,9,9.0,288.0,21.0,7.5,1098,0.07100000000000001,0.881583334,621.96,0.881583334,0.0,29.0
26535,1,1,3.0,0.0,-11.0,4.7,365,0.0788,0.978433333,690.288,0.978433333,0.0,183.0
303,3,3,9.0,0.0,9.0,10.8,1095,0.09,1.1175,788.4,1.1175,0.0,42.0
7968,1,1,3.0,0.0,20.0,3.0,365,0.1,1.241666667,876.0,1.241666667,0.0,0.0
7332,6,9,9.0,252.0,27.0,9.5,1095,0.1082,1.343483334,947.832,1.343483334,0.0,329.0
1,3,3,9.0,0.0,27.0,11.67,1095,0.114,1.4155,998.6400000000001,1.4155,2.0115,0.0
17697,2,2,6.0,0.0,-20.0,0.0,730,0.116,1.440333334,1016.16,1.440333334,0.0,0.0
7685,1,1,3.0,0.0,-11.0,4.4,365,0.12,1.49,1051.2,1.49,0.0,0.0
2175,8,12,12.0,494.0,1.0,9.600000000000001,1464,0.136,1.688666666,1191.36,1.688666666,0.0,124.0
4080,2,2,6.0,0.0,12.0,4.6,730,0.14800000000000002,1.8376666670000001,1296.48,1.8376666670000001,0.0,0.0
7947,1,1,3.0,0.0,10.0,5.0,365,0.1536,1.9072,1345.536,1.9072,0.0,0.0
3182,1,1,3.0,0.0,-4.0,2.8,365,0.1536,1.9072,1345.536,1.9072,0.0,8.0
8501,6,9,9.0,238.0,-2.0,9.2,1095,0.1536,1.9072,1345.536,1.9072,0.0,0.0
188,6,9,9.0,190.0,11.0,6.2,1095,0.1536,1.9072,1345.536,1.9072,0.0,0.0
1158,1,1,3.0,0.0,-15.0,4.4,365,0.1536,1.9072,1345.536,1.9072,0.0,131.0
1267,1,1,3.0,0.0,-16.0,1.7,365,0.1536,1.9072,1345.536,1.9072,0.0,309.0
18200,6,9,9.0,162.0,17.0,3.6,1095,0.1536,1.9072,1345.536,1.9072,0.0,135.0
7706,6,9,9.0,238.0,11.0,9.700000000000001,1095,0.1727,2.144358333,1512.852,2.144358333,0.0,0.0
3969,2,2,2.0,0.0,28.0,2.8,730,0.182,2.259833334,1594.32,2.259833334,0.0,60.0
15,7,12,12.0,208.0,3.0,9.3,1460,0.2077,2.578941667,1819.452,2.578941667,7.6288,369.0
282,1,1,1.0,0.0,-20.0,2.2,365,0.21,2.6075,1839.6,2.6075,0.0,36.0
17945,6,9,9.0,284.0,2.0,6.0,1095,0.21,2.6075,1839.6,2.6075,0.0,0.0
2314,2,2,6.0,0.0,-6.0,7.2,730,0.2135,2.6509583340000002,1870.26,2.6509583340000002,0.0,5.0
162,10,15,15.0,413.0,21.0,25.6,1825,0.2164,2.686966668,1895.664,2.686966668,0.0,702.0
7967,6,9,9.0,126.0,-3.0,9.87,1098,0.22,2.731666667,1927.2,2.731666667,0.0,69.0
340,5,6,9.0,168.0,29.0,8.0,1098,0.26,3.2283333329999997,2277.6,3.2283333329999997,0.0,133.0
7191,7,12,4.0,159.0,20.0,12.3,1264,0.29900000000000004,3.712583334,2619.24,3.712583334,0.0,142.0
7735,3,3,9.0,0.0,-36.0,5.699999999999999,1095,0.299,3.712583334,2619.24,3.712583334,0.0,0.0
7109,1,1,3.0,0.0,-11.0,0.6,365,0.3,3.725,2628.0,3.725,0.0,0.0
204,5,6,9.0,444.0,-2.0,14.9,1095,0.30000000000000004,3.725,2628.0,3.725,0.0,70.0
7861,10,15,15.0,511.0,21.0,10.3,1825,0.30000000000000004,3.725,2628.0,3.725,0.0,164.0
304,2,2,6.0,0.0,-34.0,1.2,730,0.3008,3.734933334,2635.008,3.734933334,0.0,29.0
26650,6,9,9.0,261.0,-34.0,10.9,1095,0.3072,3.8144,2691.072,3.8144,0.0,5.0
7405,6,9,9.0,266.0,19.0,7.7,1095,0.3072,3.8144,2691.072,3.8144,0.0,42.0
8162,2,2,2.0,0.0,30.0,5.6,730,0.30979999999999996,3.8466833339999997,2713.848,3.8466833339999997,0.0,65.0
7407,2,2,6.0,0.0,-2.0,8.8,730,0.30979999999999996,3.8466833339999997,2713.848,3.8466833339999997,0.0,16.0
293,7,12,12.0,231.0,20.0,14.1,1460,0.3112,3.8640666660000003,2726.112,3.8640666660000003,0.0,267.0
26690,6,9,9.0,157.0,21.0,2.5,1095,0.31299999999999994,3.8864166669999998,2741.88,3.8864166669999998,0.0,266.0
5724,7,12,12.0,196.0,15.0,11.3,1460,0.31299999999999994,3.8864166669999998,2741.88,3.8864166669999998,0.0,9.0
1623,9,12,12.0,401.0,-8.0,9.8,1460,0.3217,3.9944416680000003,2818.092,3.9944416680000003,0.0,332.0
3520,2,2,6.0,0.0,2.0,9.4,730,0.3263,4.051558333,2858.388,4.051558333,0.0,537.0
442,6,9,9.0,333.0,0.0,6.499999999999999,1095,0.33209999999999995,4.123575,2909.196,4.123575,0.0,204.0
18197,6,9,9.0,175.0,-19.0,4.609999999999999,1080,0.33999999999999997,4.221666667,2978.4,4.221666667,0.0,49.0
18300,8,12,12.0,229.0,52.0,2.5,1460,0.3454,4.288716666,3025.704,4.288716666,0.0,184.0
1017,4,4,12.0,0.0,-44.0,7.6,1460,0.35000000000000003,4.345833333,3066.0,4.345833333,0.0,750.0
18256,6,9,9.0,158.0,15.0,2.5,1095,0.3669,4.555675,3214.044,4.555675,0.0,28.0
26578,1,1,3.0,0.0,2.0,10.83,366,0.38,4.718333333,3328.8,4.718333333,0.0,0.0
8503,6,9,9.0,237.0,7.0,8.1,1095,0.3992,4.956733333,3496.992,4.956733333,0.0,0.0
17869,3,3,9.0,0.0,54.0,4.74,1098,0.4,4.966666667,3504.0,4.966666667,0.0,190.0
26976,9,15,15.0,218.0,34.0,15.0,1450,0.4,4.966666667,3504.0,4.966666667,0.0,551.0
8570,6,9,9.0,243.0,6.0,7.777777778,1095,0.4568,5.671933333,4001.568,5.671933333,0.0,25.0
446,5,8,12.0,133.0,48.0,16.7,1460,0.4576,5.6818666669999995,4008.576,5.6818666669999995,0.0,56.0
7672,6,9,9.0,238.0,12.0,7.0,1095,0.4608,5.7216000000000005,4036.608,5.7216000000000005,0.0,108.0
2879,6,9,9.0,266.0,21.0,7.7,1095,0.4608,5.7216000000000005,4036.608,5.7216000000000005,0.0,296.0
8502,7,12,12.0,204.0,10.0,10.100000000000001,1460,0.4634,5.753883334,4059.384,5.753883334,0.0,156.0
765,3,3,9.0,0.0,-11.0,7.8,1095,0.4634,5.753883334,4059.384,5.753883334,0.0,21.0
7666,5,8,8.0,17.0,-40.0,9.8,1460,0.47,5.835833333,4117.2,5.835833333,0.0,44.0
7832,7,12,12.0,158.0,31.0,0.3,1460,0.4799,5.9587583330000005,4203.924,5.9587583330000005,0.0,484.0
4061,6,9,9.0,232.0,-3.0,6.9,1095,0.4958,6.1561833329999995,4343.2080000000005,6.1561833329999995,0.0,31.0
26835,1,1,3.0,0.0,16.0,1.0,365,0.5,6.208333333,4380.0,6.208333333,0.0,0.0
3963,2,2,6.0,0.0,-6.0,2.6,730,0.5,6.208333334000001,4380.0,6.208333334000001,0.0,0.0
7815,3,4,6.0,85.0,14.0,5.300000000000001,730,0.5528,6.863933333,4842.528,6.863933333,0.0,21.0
165,7,12,12.0,300.0,9.0,21.099999999999998,1460,0.5586,6.93595,4893.336,6.93595,0.0,196.0
261,10,21,21.0,194.0,-56.0,11.799999999999999,2555,0.569,7.0650833340000005,4984.4400000000005,7.0650833340000005,0.0,451.0
105,11,24,24.0,250.0,7.0,22.299999999999997,2920,0.5992,7.440066668,5248.992,7.440066668,0.0,1160.0
454,3,3,9.0,0.0,-39.0,12.0,1095,0.6,7.45,5256.0,7.45,0.0,242.0
38,2,2,6.0,0.0,26.0,3.6,730,0.6,7.45,5256.0,7.45,0.0,56.0
668,9,9,27.0,0.0,54.0,20.7,3285,0.607,7.536916669,5317.32,7.536916669,0.0,722.0
2012,10,15,15.0,378.0,23.0,15.1,1825,0.608,7.549333334,5326.08,7.549333334,0.0,313.0
17968,9,12,12.0,244.0,-2.0,0.6,1460,0.6106,7.581616668,5348.856,7.581616668,0.0,244.0
7480,7,12,4.0,232.0,0.0,8.8,1460,0.6112,7.589066667,5354.112,7.589066667,0.0,59.0
7359,8,15,15.0,193.0,23.0,11.7,1825,0.6239,7.746758334,5465.364,7.746758334,0.0,96.0
16,6,8,12.0,62.0,88.0,8.8,1460,0.6259999999999999,7.7728333339999995,5483.76,7.7728333339999995,7.6288,492.0
2139,9,12,12.0,389.0,16.0,12.4,1460,0.6335,7.865958333,5549.46,7.865958333,0.0,77.0
17854,6,9,9.0,133.0,49.0,17.22,1098,0.64,7.946666667,5606.400000000001,7.946666667,0.0,65.0
4078,8,12,12.0,365.0,-8.0,6.9,1460,0.6451,8.009991667,5651.076,8.009991667,0.0,168.0
7825,6,9,9.0,133.0,-2.0,4.859999999999999,1098,0.6599999999999999,8.195,5781.6,8.195,0.0,27.0
7795,6,6,18.0,0.0,36.0,0.0,2190,0.662,8.219833334,5799.12,8.219833334,0.0,0.0
18019,7,12,12.0,283.0,13.0,11.9,1460,0.668,8.294333333,5851.679999999999,8.294333333,0.0,38.0
2366,19,28,21.0,364.0,47.0,22.7,2555,0.6739999999999999,8.368833335,5904.24,8.368833335,0.0,420.0
107,9,12,12.0,310.0,15.0,9.8,1460,0.7032,8.7314,6160.032,8.7314,0.0,38.0
2153,12,15,15.0,324.0,-43.0,14.2,1825,0.7032,8.7314,6160.032,8.7314,0.0,90.0
2188,9,12,12.0,477.0,-51.0,9.4,1460,0.7063999999999999,8.771133333,6188.064,8.771133333,0.0,413.0
133,11,21,21.0,250.0,-12.0,17.7,2555,0.7162,8.892816668,6273.912,8.892816668,0.0,280.0
7351,11,18,18.0,293.0,57.0,19.5,2190,0.7252,9.004566668,6352.752,9.004566668,0.0,373.0
7503,5,5,15.0,0.0,39.0,18.6,1825,0.7584,9.416800001,6643.584,9.416800001,0.0,227.0
18077,8,15,15.0,158.0,45.0,0.3,1825,0.7796,9.680033334,6829.296,9.680033334,0.0,594.0
7900,3,4,6.0,125.0,20.0,7.5,732,0.78,9.685,6832.799999999999,9.685,0.0,15.0
18091,7,12,12.0,282.0,4.0,12.4,1460,0.79,9.809166667,6920.400000000001,9.809166667,0.0,84.0
4596,12,15,15.0,510.0,-50.0,9.5,1825,0.7966,9.891116667,6978.216,9.891116667,0.0,106.0
37,4,4,12.0,0.0,64.0,2.0,1460,0.8,9.933333332,7008.0,9.933333332,0.0,112.0
8459,9,12,12.0,389.0,0.0,12.6,1460,0.8,9.933333333,7008.0,9.933333333,0.0,124.0
4081,9,18,18.0,248.0,-10.0,16.9,2190,0.8088,10.0426,7085.088,10.0426,0.0,47.0
2048,15,21,21.0,838.0,84.0,22.700000000000003,2555,0.8272999999999999,10.272308335,7247.148,10.272308335,0.0,535.0
18129,1,1,1.0,0.0,23.0,1.9,365,0.85,10.55416667,7446.0,10.55416667,0.0,65.0
1513,7,12,12.0,261.0,-50.0,15.100000000000001,1460,0.8568,10.6386,7505.568,10.6386,0.0,93.0
7885,8,15,15.0,141.0,44.0,13.05,1830,0.86,10.678333333,7533.6,10.678333333,0.0,74.0
7293,11,12,18.0,290.0,28.0,6.3,2190,0.877,10.889416667999999,7682.52,10.889416667999999,0.0,369.0
98,13,21,21.0,504.0,57.0,23.2,2555,0.8787999999999999,10.911766668,7698.2880000000005,10.911766668,0.0,188.0
103,18,24,24.0,860.0,17.0,15.0,2920,0.8921,11.076908334,7814.796,11.076908334,0.0,367.0
18149,2,2,6.0,0.0,-14.0,7.2,730,0.9,11.175,7884.0,11.175,0.0,7.0
1121,11,18,18.0,345.0,-28.0,19.9,2190,0.9069,11.260674999999999,7944.444,11.260674999999999,0.0,278.0
7913,8,12,12.0,181.0,7.0,8.69,1464,0.91,11.299166667,7971.599999999999,11.299166667,0.0,131.0
1292,12,21,21.0,460.0,47.0,31.4,2555,0.9400999999999999,11.672908334,8235.276,11.672908334,0.0,606.0
7878,7,12,12.0,158.0,14.0,0.3,1460,0.9488,11.780933333,8311.488000000001,11.780933333,0.0,449.0
4082,6,9,9.0,248.0,-4.0,6.699999999999999,1095,0.9711,12.057824999,8506.836000000001,12.057824999,0.0,167.0
7687,16,22,33.0,365.0,186.0,34.690000000000005,4026,0.9848,12.227933334,8626.848,12.227933334,0.0,727.0
295,5,5,15.0,0.0,-74.0,14.0,1825,1.0,12.416666668000001,8760.0,12.416666668000001,0.0,178.0
18176,1,1,3.0,0.0,21.0,10.0,365,1.0,12.41666667,8760.0,12.41666667,0.0,3.0
7164,6,8,12.0,262.0,36.0,12.780000000000001,1464,1.01,12.540833332,8847.6,12.540833332,0.0,0.0
764,5,5,15.0,0.0,-15.0,16.5,1825,1.0104,12.5458,8851.104,12.5458,0.0,22.0
8651,20,33,33.0,342.0,76.0,13.39,3861,1.0136,12.585533333,8879.136,12.585533333,0.0,196.0
7350,9,15,15.0,332.0,12.0,11.9,1825,1.0135999999999998,12.585533333,8879.136,12.585533333,0.0,151.0
128,16,27,27.0,629.0,43.0,22.4,3285,1.0355999999999999,12.858700001,9071.856,12.858700001,0.0,297.0
9080,10,18,18.0,482.0,22.0,19.4,2190,1.06,13.161666666,9285.6,13.161666666,0.0,259.0
18016,19,30,30.0,749.0,-22.0,27.8,3650,1.06,13.161666667,9285.6,13.161666667,0.0,87.0
18142,35,44,11.0,592.0,109.0,26.099999999999998,4015,1.077,13.37275,9434.52,13.37275,0.0,56.0
7812,31,51,51.0,560.0,8.0,51.5,6205,1.136,14.105333335,9951.36,14.105333335,0.0,0.0
18062,1,1,0.0,0.0,16.0,2.777777778,366,1.2,14.9,10512.0,14.9,0.0,25.0
248,3,3,9.0,0.0,-21.0,18.0,1095,1.2,14.9,10512.0,14.9,0.0,164.0
74,12,24,24.0,372.0,35.0,31.900000000000002,2920,1.2436,15.441366666,10893.936,15.441366666,0.0,1900.0
18004,22,33,33.0,525.0,67.0,31.08,4015,1.254,15.5705,10985.04,15.5705,0.0,75.0
8249,8,15,15.0,237.0,17.0,17.0,1825,1.2586,15.627616667,11025.336,15.627616667,0.0,159.0
7583,13,18,18.0,260.0,5.0,7.37,2106,1.27,15.769166666,11125.199999999999,15.769166666,0.0,210.0
7362,41,68,51.0,1262.0,189.0,35.099999999999994,6222,1.312,16.290666667,11493.12,16.290666667,0.0,1167.0
7817,10,21,21.0,162.0,53.0,3.3,2555,1.315,16.327916667,11519.4,16.327916667,0.0,1193.0
7538,12,21,21.0,263.0,39.0,9.43,2562,1.34,16.638333334,11738.4,16.638333334,0.0,146.0
26982,12,24,8.0,214.0,73.0,17.770000000000003,768,1.44,17.88,12614.4,17.88,0.0,1133.0
222,19,30,30.0,474.0,101.0,38.1,3650,1.4417,17.901108335,12629.292,17.901108335,0.0,367.0
26354,10,21,21.0,219.0,-45.0,13.7,2555,1.4535,18.047625,12732.66,18.047625,0.0,183.0
761,20,24,24.0,887.0,-77.0,15.3,2920,1.4615,18.146958335,12802.74,18.146958335,0.0,198.0
2871,15,24,24.0,578.0,39.0,27.9,2920,1.4674,18.220216668,12854.423999999999,18.220216668,0.0,233.0
7894,14,18,18.0,335.0,-44.0,12.350000000000001,2196,1.48,18.376666667,12964.8,18.376666667,0.0,246.0
2109,17,24,24.0,738.0,62.0,38.199999999999996,2920,1.4903,18.504558333,13055.028,18.504558333,0.0,939.0
5510,4,4,12.0,0.0,80.0,3.32,1460,1.524,18.923000000000002,13350.24,18.923000000000002,0.0,0.0
131,35,51,51.0,1548.0,101.0,49.0,6205,1.541,19.134083338,13499.16,19.134083338,0.0,1496.0
9101,12,21,21.0,277.0,-35.0,18.6,2555,1.5594000000000001,19.362550001,13660.344000000001,19.362550001,0.0,142.0
7972,12,15,10.0,245.0,-20.0,7.86,1205,1.57,19.494166667000002,13753.2,19.494166667000002,0.0,11.0
7970,12,18,18.0,298.0,-28.0,9.879999999999999,2124,1.58,19.618333333,13840.8,19.618333333,0.0,94.0
7152,21,27,27.0,885.0,-99.0,20.8,3285,1.5829,19.654341666,13866.204,19.654341666,0.0,100.0
7465,22,33,33.0,884.0,20.0,35.9,4015,1.5831,19.656825002,13867.956,19.656825002,0.0,262.0
7037,4,4,12.0,0.0,-36.0,44.0,1460,1.617,20.077749999,14164.92,20.077749999,0.0,332.0
1836,22,30,30.0,582.0,75.0,36.300000000000004,3650,1.62,20.115,14191.2,20.115,0.0,186.0
7932,13,16,24.0,505.0,-67.0,21.0,2920,1.636,20.313666667,14331.36,20.313666667,0.0,303.0
4598,18,30,30.0,1319.0,23.0,18.700000000000003,3650,1.66,20.611666665999998,14541.6,20.611666665999998,0.0,314.0
7978,8,12,18.0,220.0,92.0,14.42,2190,1.71,21.232499998999998,14979.6,21.232499998999998,0.0,116.0
17896,13,18,18.0,441.0,35.0,8.34,2052,1.72,21.356666668,15067.2,21.356666668,0.0,80.0
1205,20,33,33.0,678.0,56.0,27.700000000000003,4015,1.768,21.952666667,15487.68,21.952666667,0.0,489.0
265,7,7,21.0,0.0,-56.0,14.0,2555,1.833,22.75975,16057.08,22.75975,0.0,198.0
1020,15,30,30.0,472.0,49.0,40.5,3650,1.8415,22.865291666,16131.54,22.865291666,0.0,236.0
3613,4,4,12.0,0.0,-16.0,12.0,1460,1.9000000000000001,23.591666671000002,16644.0,23.591666671000002,0.0,246.0
26564,7,12,12.0,150.0,12.0,14.83,1464,1.96,24.336666667,17169.6,24.336666667,0.0,73.0
8558,6,9,3.0,133.0,16.0,8.28,1095,2.004,24.883,17555.04,24.883,0.0,91.0
7729,18,27,27.0,685.0,90.0,19.3,3285,2.0368,25.290266666,17842.368000000002,25.290266666,0.0,319.0
7595,3,4,6.0,169.0,23.0,9.444444444,732,2.1,26.075000000000003,18396.0,26.075000000000003,0.0,2.0
1882,25,42,42.0,931.0,45.0,68.6,5110,2.1279,26.421425004,18640.404,26.421425004,0.0,890.0
7884,9,12,12.0,204.0,-14.0,9.33,1368,2.13,26.4475,18658.8,26.4475,0.0,11.0
18257,11,21,21.0,321.0,81.0,20.099999999999998,2555,2.166,26.894499998,18974.16,26.894499998,0.0,0.0
645,33,42,42.0,1820.0,-89.0,28.0,5110,2.2409999999999997,27.82575,19631.16,27.82575,0.0,683.0
7466,21,42,42.0,310.0,58.0,71.60000000000001,5110,2.254,27.987166666,19745.04,27.987166666,0.0,55.0
7848,11,16,24.0,459.0,100.0,48.32,2928,2.33984,29.053013333,20496.9984,29.053013333,0.0,42.0
7277,11,15,15.0,468.0,34.0,24.166666666,1830,2.358,29.2785,20656.079999999998,29.2785,0.0,503.0
2075,26,42,42.0,480.0,8.0,22.1,5110,2.4043,29.853391669,21061.668,29.853391669,0.0,638.0
2826,10,14,14.0,123.0,-1.0,19.200000000000003,2555,2.4099999999999997,29.924166667,21111.600000000002,29.924166667,0.0,721.0
3769,16,30,30.0,354.0,80.0,36.8,3650,2.4151,29.987491667,21156.276,29.987491667,0.0,610.0
7849,13,14,21.0,432.0,25.0,24.73,2562,2.45,30.420833334,21462.0,30.420833334,0.0,56.0
26571,16,24,24.0,382.0,8.0,9.72,2920,2.46,30.545,21549.6,30.545,0.0,3.0
104,37,68,51.0,1030.0,19.0,61.599999999999994,6205,2.6475999999999997,32.874366669,23192.976,32.874366669,0.0,1665.0
130,23,27,27.0,1108.0,58.0,32.2,3285,2.6630000000000003,33.065583333,23327.88,33.065583333,0.0,558.0
3479,26,48,48.0,924.0,4.0,57.839999999999996,5840,2.83,35.139166666,24790.8,35.139166666,0.0,817.0
7868,26,42,42.0,1041.0,14.0,52.45,5110,2.8800000000000003,35.759999999,25228.8,35.759999999,0.0,819.0
7676,26,51,51.0,624.0,133.0,39.17,6171,2.9,36.008333335,25404.0,36.008333335,0.0,898.0
26696,24,56,28.0,208.0,56.0,11.9,5110,2.96,36.753333324,25929.6,36.753333324,0.0,1098.0
18005,16,27,27.0,357.0,48.0,19.07,3294,2.99,37.125833333,26192.4,37.125833333,0.0,222.0
1837,34,48,48.0,1376.0,-3.0,60.2,5840,2.9959,37.199091667,26244.084,37.199091667,0.0,1083.0
7463,26,56,42.0,331.0,22.0,43.04,5110,2.999,37.237583334,26271.24,37.237583334,0.0,445.0
205,20,30,45.0,1135.0,-170.0,18.5,5475,3.0,37.249999996999996,26280.0,37.249999996999996,0.0,235.0
4425,19,30,30.0,399.0,34.0,38.86,3650,3.0540000000000003,37.920500000000004,26753.04,37.920500000000004,0.0,570.0
7808,19,42,42.0,276.0,-93.0,17.08,3696,3.0700000000000003,38.119166667,26893.2,38.119166667,0.0,1082.0
4584,30,51,51.0,1028.0,12.0,38.3,6205,3.124,38.789666668,27366.24,38.789666668,0.0,201.0
26230,31,54,18.0,1057.0,81.0,59.1,6570,3.187,39.571916666999996,27918.12,39.571916666999996,0.0,0.0
317,12,20,30.0,590.0,-134.0,12.6,3650,3.251,40.366583333,28478.76,40.366583333,0.0,1036.0
10808,11,24,24.0,151.0,64.0,15.830000000000002,2688,3.2600000000000002,40.478333333,28557.600000000002,40.478333333,0.0,90.0
7960,1,1,3.0,0.0,13.0,3.61,365,3.3,40.975,28908.0,40.975,0.0,11.0
17905,24,39,39.0,1170.0,92.0,13.8,4745,3.349,41.58341667,29337.24,41.58341667,0.0,460.0
245,27,51,51.0,792.0,-25.0,75.0,6205,3.3971999999999998,42.181900002,29759.472,42.181900002,0.0,459.0
7137,23,33,33.0,729.0,-11.0,25.56,4015,3.56,44.203333334,31185.6,44.203333334,0.0,742.0
7483,2,2,6.0,0.0,22.0,1.111111112,732,3.5999999999999996,44.7,31536.0,44.7,0.0,18.0
7283,7,10,15.0,208.0,12.0,19.2,1825,3.6,44.700000003,31536.0,44.700000003,0.0,312.0
8177,39,60,60.0,2171.0,-45.0,27.2,7300,3.63,45.0725,31798.8,45.0725,0.0,786.0
7886,19,36,36.0,303.0,113.0,14.78,4392,3.7399999999999998,46.438333334999996,32762.399999999998,46.438333334999996,0.0,159.0
26623,50,75,75.0,1034.0,180.0,96.44,9125,3.74321,46.478190834,32790.5196,46.478190834,0.0,1587.0
7866,20,36,36.0,382.0,76.0,19.48,4392,3.77,46.810833333,33025.2,46.810833333,0.0,287.0
1099,32,63,63.0,812.0,-16.0,41.4,7665,3.8047,47.241691667,33329.172,47.241691667,0.0,1046.0
3230,31,54,54.0,707.0,129.0,235.0,5886,3.936,48.872,34479.36,48.872,0.0,278.0
7806,66,105,105.0,2264.0,-199.0,73.0,12775,4.1015999999999995,50.928200004000004,35930.016,50.928200004000004,0.0,836.0
4070,36,66,66.0,1046.0,-368.0,86.60000000000001,8030,4.119,51.144250002,36082.44,51.144250002,0.0,900.0
7301,2,2,2.0,0.0,46.0,3.8,730,4.24,52.64666667,37142.4,52.64666667,0.0,15.0
27220,13,24,24.0,170.0,-7.0,14.2,2920,4.325,53.702083331000004,37887.0,53.702083331000004,0.0,67.0
26339,11,18,18.0,410.0,47.0,22.509999999999998,2196,4.421,54.894083334,38727.96,54.894083334,0.0,593.0
3078,42,60,60.0,1644.0,150.0,79.4,7300,4.5098,55.996683336,39505.848,55.996683336,0.0,1322.0
7776,39,69,69.0,2193.0,54.0,61.0,8395,4.53,56.247500004,39682.8,56.247500004,0.0,313.0
730,15,15,45.0,0.0,-195.0,165.0,5475,4.551,56.508250003,39866.76,56.508250003,0.0,2492.0
26945,62,102,102.0,1498.0,232.0,112.0,12410,4.592,57.017333329,40225.92,57.017333329,0.0,3618.0
7309,48,69,69.0,1117.0,151.0,64.96000000000001,8395,4.698,58.3335,41154.48,58.3335,0.0,1187.0
720,40,69,69.0,1277.0,206.0,81.3,8395,4.7855,59.419958335,41920.98,59.419958335,0.0,625.0
18194,10,21,21.0,142.0,82.0,12.09,2562,4.880768,60.602869334,42755.52768,60.602869334,0.0,333.0
26951,54,90,90.0,1944.0,36.0,43.62,10800,4.9798,61.832516663999996,43623.048,61.832516663999996,0.0,2636.0
7696,30,72,72.0,345.0,460.0,0.0,7843,5.117,63.536083334,44824.92,63.536083334,0.0,0.0
257,13,21,21.0,316.0,49.0,15.57,2562,5.53,68.664166666,48442.8,68.664166666,0.0,212.0
7290,25,42,42.0,413.0,30.0,53.3,5110,5.561999999999999,69.0615,48723.119999999995,69.0615,0.0,343.0
4557,17,24,36.0,640.0,140.0,68.01,4392,5.6823999999999995,70.556466667,49777.824,70.556466667,0.0,256.0
2661,12,12,12.0,0.0,240.0,26.400000000000002,4380,5.69,70.650833339,49844.4,70.650833339,0.0,57.0
7753,88,120,120.0,2112.0,176.0,133.28,14600,5.7,70.775,49932.0,70.775,0.0,2589.0
7845,50,66,66.0,1347.0,-34.0,28.62,7722,5.924,73.556333333,51894.24,73.556333333,0.0,506.0
26981,19,33,33.0,434.0,153.0,25.880000000000003,3388,6.12,75.990000005,53611.200000000004,75.990000005,0.0,1746.0
7743,94,153,153.0,5415.0,576.0,88.8,18615,6.195,76.921250004,54268.2,76.921250004,0.0,5256.0
17857,32,45,45.0,573.0,63.0,42.43,5490,6.25,77.604166667,54750.0,77.604166667,0.0,225.0
26987,21,36,24.0,496.0,109.0,11.53,2124,6.29,78.100833327,55100.4,78.100833327,0.0,966.0
7749,7,12,12.0,140.0,25.0,15.277777778,1464,6.497999999999999,80.6835,56922.479999999996,80.6835,0.0,292.0
7661,28,45,45.0,1323.0,43.0,52.800000000000004,5475,6.54,81.204999999,57290.4,81.204999999,0.0,658.0
7925,60,108,108.0,1072.0,200.0,93.83999999999999,13176,6.684,82.993000001,58551.84,82.993000001,0.0,1162.0
7341,7,7,7.0,0.0,140.0,15.400000000000002,2555,6.79,84.30916667,59480.4,84.30916667,0.0,76.0
7652,55,84,84.0,1210.0,243.0,108.5,9240,6.881,85.439083338,60277.56,85.439083338,0.0,1025.0
