Kermit FacilityID,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Fac Pressurized Days,Leak Rate CMH,Leak rate gps,leakrate m3/year,Unnamed: 39,sum leaks,Sum of Days Detection and Repair
7838,6,9,9.0,295.0,-2.0,8.888888889,1098,0.0,0.0,0.0,0.0,0.0,0.0
7841,1,1,3.0,0.0,0.0,2.0,365,0.0,0.0,0.0,0.0,0.0,0.0
7927,1,1,3.0,0.0,-7.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
2904,3,4,6.0,84.0,23.0,4.699999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
7929,1,1,3.0,0.0,5.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7395,1,1,3.0,0.0,-3.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7280,1,1,2.0,0.0,16.0,3.3,139,0.0,0.0,0.0,0.0,0.0,0.0
8171,1,1,3.0,0.0,-19.0,1.3,365,0.0,0.0,0.0,0.0,0.0,0.0
7263,1,1,3.0,0.0,-9.0,1.94,366,0.0,0.0,0.0,0.0,0.0,0.0
7260,1,1,1.0,0.0,23.0,1.9,365,0.0,0.0,0.0,0.0,0.0,0.0
7228,3,3,9.0,0.0,-18.0,45.0,1095,0.0,0.0,0.0,0.0,0.0,0.0
8176,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8134,1,1,1.0,0.0,-16.0,1.2,365,0.0,0.0,0.0,0.0,0.0,0.0
7212,1,1,3.0,0.0,0.0,5.8,365,0.0,0.0,0.0,0.0,0.0,0.0
7210,1,1,3.0,0.0,-8.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7209,1,1,3.0,0.0,-4.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7208,1,1,3.0,0.0,-4.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7207,1,1,3.0,0.0,2.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7206,1,1,3.0,0.0,-4.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
7205,1,1,3.0,0.0,-4.0,5.8,365,0.0,0.0,0.0,0.0,0.0,0.0
7211,1,1,3.0,0.0,-8.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7286,14,20,15.0,340.0,3.0,32.71,1825,0.0,0.0,0.0,0.0,0.0,0.0
8131,1,1,1.0,0.0,-7.0,6.0,365,0.0,0.0,0.0,0.0,0.0,0.0
8086,6,9,3.0,133.0,16.0,8.28,1095,0.0,0.0,0.0,0.0,0.0,0.0
7394,1,1,3.0,0.0,-4.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7931,1,1,3.0,0.0,-11.0,2.8,365,0.0,0.0,0.0,0.0,0.0,0.0
7943,1,1,3.0,0.0,14.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
8015,1,1,1.0,0.0,21.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
8020,1,1,1.0,0.0,-5.0,11.0,365,0.0,0.0,0.0,0.0,0.0,0.0
7335,1,1,3.0,0.0,-4.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
8047,1,1,1.0,0.0,19.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
7333,1,1,3.0,0.0,-4.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
7329,6,9,9.0,259.0,3.0,12.5,1095,0.0,0.0,0.0,0.0,0.0,0.0
7327,1,1,3.0,0.0,5.0,8.3,365,0.0,0.0,0.0,0.0,0.0,0.0
7326,1,1,3.0,0.0,-5.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
7316,1,1,3.0,0.0,-12.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
8061,1,1,0.0,0.0,0.0,0.0,366,0.0,0.0,0.0,0.0,0.0,0.0
8063,1,1,1.0,0.0,-15.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
8073,1,1,0.0,0.0,0.0,0.0,366,0.0,0.0,0.0,0.0,0.0,0.0
7397,1,1,3.0,0.0,-10.0,2.0,365,0.0,0.0,0.0,0.0,0.0,0.0
17904,1,1,3.0,0.0,-4.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
17879,1,1,3.0,0.0,15.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
17908,1,1,3.0,0.0,5.0,3.7,365,0.0,0.0,0.0,0.0,0.0,0.0
262,1,1,3.0,0.0,19.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26581,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26563,1,1,3.0,0.0,-6.0,2.222222222,365,0.0,0.0,0.0,0.0,0.0,0.0
287,1,1,1.0,0.0,8.0,1.0,288,0.0,0.0,0.0,0.0,0.0,0.0
26524,1,1,0.0,0.0,10.0,6.944444444,366,0.0,0.0,0.0,0.0,0.0,0.0
26435,1,1,1.0,0.0,1.0,3.2,365,0.0,0.0,0.0,0.0,0.0,0.0
301,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
26434,1,1,1.0,0.0,1.0,3.2,365,0.0,0.0,0.0,0.0,0.0,0.0
311,1,1,3.0,0.0,-13.0,4.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26421,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
334,2,2,6.0,0.0,26.0,0.0,730,0.0,0.0,0.0,0.0,0.0,0.0
337,3,4,6.0,83.0,14.0,4.4,732,0.0,0.0,0.0,0.0,0.0,0.0
338,3,4,6.0,83.0,14.0,4.4,732,0.0,0.0,0.0,0.0,0.0,0.0
339,3,4,6.0,84.0,27.0,4.699999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
26390,1,1,3.0,0.0,17.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
343,3,4,6.0,86.0,18.0,5.3,732,0.0,0.0,0.0,0.0,0.0,0.0
346,3,4,6.0,86.0,27.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
364,3,4,6.0,83.0,23.0,4.199999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
363,3,4,6.0,84.0,21.0,4.699999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
17907,1,1,3.0,0.0,5.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
361,3,4,6.0,84.0,24.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
359,3,4,6.0,84.0,25.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
358,3,4,6.0,84.0,28.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
26582,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
357,3,4,6.0,84.0,29.0,4.699999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
355,3,4,6.0,84.0,29.0,5.0,732,0.0,0.0,0.0,0.0,0.0,0.0
353,3,4,6.0,83.0,15.0,4.4,732,0.0,0.0,0.0,0.0,0.0,0.0
352,3,4,6.0,83.0,16.0,4.1,732,0.0,0.0,0.0,0.0,0.0,0.0
351,3,4,6.0,83.0,15.0,4.1,732,0.0,0.0,0.0,0.0,0.0,0.0
349,3,4,6.0,83.0,14.0,4.4,732,0.0,0.0,0.0,0.0,0.0,0.0
348,3,4,6.0,83.0,16.0,4.1,732,0.0,0.0,0.0,0.0,0.0,0.0
356,3,4,6.0,84.0,29.0,4.699999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
260,1,1,3.0,0.0,21.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26586,1,1,1.0,0.0,14.0,1.33,365,0.0,0.0,0.0,0.0,0.0,0.0
26695,1,1,3.0,0.0,17.0,3.0,365,0.0,0.0,0.0,0.0,0.0,0.0
106,1,1,3.0,0.0,17.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26856,1,1,2.0,0.0,-19.0,1.5,365,0.0,0.0,0.0,0.0,0.0,0.0
26887,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26944,1,1,1.0,0.0,-3.0,3.1,365,0.0,0.0,0.0,0.0,0.0,0.0
26947,1,1,1.0,0.0,8.0,3.89,118,0.0,0.0,0.0,0.0,0.0,0.0
27011,1,1,0.0,0.0,-6.0,2.777777778,366,0.0,0.0,0.0,0.0,0.0,0.0
26841,1,1,0.0,0.0,12.0,3.611111111,366,0.0,0.0,0.0,0.0,0.0,0.0
27021,1,1,1.0,0.0,2.0,3.3,365,0.0,0.0,0.0,0.0,0.0,0.0
45,1,1,3.0,0.0,-20.0,2.8,366,0.0,0.0,0.0,0.0,0.0,0.0
39,2,2,6.0,0.0,28.0,0.0,730,0.0,0.0,0.0,0.0,0.0,0.0
27080,1,1,3.0,0.0,-11.0,0.2,365,0.0,0.0,0.0,0.0,0.0,0.0
27126,1,1,1.0,0.0,-4.0,1.1,365,0.0,0.0,0.0,0.0,0.0,0.0
27192,1,1,1.0,0.0,-3.0,1.9,365,0.0,0.0,0.0,0.0,0.0,0.0
27277,1,1,0.0,0.0,9.0,8.055555556,366,0.0,0.0,0.0,0.0,0.0,0.0
56,1,1,3.0,0.0,28.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
365,3,4,6.0,83.0,25.0,4.199999999999999,732,0.0,0.0,0.0,0.0,0.0,0.0
116,1,1,3.0,0.0,23.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26827,1,1,1.0,0.0,-3.0,0.2,365,0.0,0.0,0.0,0.0,0.0,0.0
26701,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26707,6,9,9.0,223.0,33.0,11.5,1095,0.0,0.0,0.0,0.0,0.0,0.0
26709,6,9,9.0,190.0,20.0,10.0,1095,0.0,0.0,0.0,0.0,0.0,0.0
26712,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26723,6,9,9.0,188.0,20.0,14.166666667,1098,0.0,0.0,0.0,0.0,0.0,0.0
26732,6,9,9.0,300.0,11.0,15.0,1095,0.0,0.0,0.0,0.0,0.0,0.0
26833,1,1,1.0,0.0,18.0,2.5,300,0.0,0.0,0.0,0.0,0.0,0.0
26736,1,1,3.0,0.0,-9.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
161,1,1,3.0,0.0,-8.0,2.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26773,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
150,3,4,6.0,83.0,22.0,4.5,732,0.0,0.0,0.0,0.0,0.0,0.0
141,1,1,3.0,0.0,9.0,3.89,365,0.0,0.0,0.0,0.0,0.0,0.0
26774,1,1,3.0,0.0,28.0,10.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26794,6,9,9.0,250.0,17.0,8.3,1095,0.0,0.0,0.0,0.0,0.0,0.0
26755,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
366,3,4,6.0,86.0,19.0,5.3,732,0.0,0.0,0.0,0.0,0.0,0.0
7723,6,9,3.0,146.0,31.0,11.7,990,0.0,0.0,0.0,0.0,0.0,0.0
376,1,1,3.0,0.0,5.0,6.7,365,0.0,0.0,0.0,0.0,0.0,0.0
18211,1,1,1.0,0.0,-12.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18215,1,1,1.0,0.0,-12.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18248,1,1,1.0,0.0,-4.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18286,6,9,9.0,236.0,0.0,14.57,1095,0.0,0.0,0.0,0.0,0.0,0.0
1642,10,16,0.0,288.0,-12.0,11.1,1464,0.0,0.0,0.0,0.0,0.0,0.0
18288,1,1,0.0,0.0,1.0,3.1,2,0.0,0.0,0.0,0.0,0.0,0.0
18207,1,1,1.0,0.0,4.0,6.2,365,0.0,0.0,0.0,0.0,0.0,0.0
1539,3,4,6.0,86.0,19.0,5.3,732,0.0,0.0,0.0,0.0,0.0,0.0
1406,1,1,3.0,0.0,-18.0,4.4,365,0.0,0.0,0.0,0.0,0.0,0.0
1341,1,1,3.0,0.0,-18.0,4.4,365,0.0,0.0,0.0,0.0,0.0,0.0
18320,1,1,2.0,0.0,-11.0,4.4,365,0.0,0.0,0.0,0.0,0.0,0.0
18321,1,1,2.0,0.0,-11.0,4.4,365,0.0,0.0,0.0,0.0,0.0,0.0
370,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18327,1,1,3.0,0.0,-6.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18297,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
1168,1,1,3.0,0.0,-16.0,1.7,365,0.0,0.0,0.0,0.0,0.0,0.0
18196,1,1,1.0,0.0,-7.0,3.5,365,0.0,0.0,0.0,0.0,0.0,0.0
18121,1,1,3.0,0.0,-18.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
17929,1,1,3.0,0.0,-10.0,1.6,365,0.0,0.0,0.0,0.0,0.0,0.0
17982,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
17988,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
17995,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
2419,1,1,1.0,0.0,-4.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
2415,1,1,3.0,0.0,2.0,3.6,365,0.0,0.0,0.0,0.0,0.0,0.0
18182,6,9,9.0,159.0,11.0,0.3,1095,0.0,0.0,0.0,0.0,0.0,0.0
2414,1,1,3.0,0.0,0.0,5.8,365,0.0,0.0,0.0,0.0,0.0,0.0
2365,1,1,3.0,0.0,21.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18046,1,1,3.0,0.0,-15.0,1.2,365,0.0,0.0,0.0,0.0,0.0,0.0
2253,1,1,0.0,0.0,26.0,11.0,30,0.0,0.0,0.0,0.0,0.0,0.0
18052,1,1,3.0,0.0,-4.0,2.5,365,0.0,0.0,0.0,0.0,0.0,0.0
18066,8,12,12.0,566.0,12.0,16.38888889,1464,0.0,0.0,0.0,0.0,0.0,0.0
18069,1,1,3.0,0.0,-3.0,2.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18028,1,1,3.0,0.0,1.0,1.11,366,0.0,0.0,0.0,0.0,0.0,0.0
18334,1,1,0.0,0.0,10.0,6.666666667,366,0.0,0.0,0.0,0.0,0.0,0.0
1266,1,1,1.0,0.0,20.0,2.2,365,0.0,0.0,0.0,0.0,0.0,0.0
26369,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
453,6,9,9.0,236.0,-1.0,11.7,1095,0.0,0.0,0.0,0.0,0.0,0.0
26352,1,1,0.0,0.0,21.0,6.944444444,366,0.0,0.0,0.0,0.0,0.0,0.0
727,1,1,3.0,0.0,-13.0,3.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26317,1,1,3.0,0.0,20.0,3.0,365,0.0,0.0,0.0,0.0,0.0,0.0
18338,1,1,3.0,0.0,-9.0,1.0,365,0.0,0.0,0.0,0.0,0.0,0.0
740,6,9,9.0,252.0,-5.0,6.5,1095,0.0,0.0,0.0,0.0,0.0,0.0
26311,1,1,3.0,0.0,14.0,0.5,365,0.0,0.0,0.0,0.0,0.0,0.0
26302,1,1,3.0,0.0,18.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26275,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26374,1,1,0.0,0.0,1.0,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0
26368,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
827,1,1,3.0,0.0,-20.0,1.7,365,0.0,0.0,0.0,0.0,0.0,0.0
26360,3,4,0.0,48.0,3.0,11.111111111,732,0.0,0.0,0.0,0.0,0.0,0.0
26261,1,1,1.0,0.0,0.0,0.0,365,0.0,0.0,0.0,0.0,0.0,0.0
510,1,1,1.0,0.0,1.0,4.7,365,0.0,0.0,0.0,0.0,0.0,0.0
26235,1,1,3.0,0.0,17.0,2.0,365,0.0,0.0,0.0,0.0,0.0,0.0
26233,3,4,6.0,103.0,-5.0,8.6,730,0.0,0.0,0.0,0.0,0.0,0.0
26226,1,1,0.0,0.0,1.0,9.722222222,366,0.0,0.0,0.0,0.0,0.0,0.0
444,1,1,1.0,0.0,12.0,1.7,365,0.0,0.0,0.0,0.0,0.0,0.0
1034,3,4,6.0,29.0,1.0,5.300000000000001,730,0.0,0.0,0.0,0.0,0.0,0.0
1080,1,1,0.0,0.0,28.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0
