FACILITYID,FACILITYNAME,FACILITYTYPE_CODE,FROMWANUM,FROMFACILITYID,CANCELDATE,REMOVALDATE,SUSPENDEDDATE,EFFECTIVEDATE,TERMINATIONDATE,LINKAGEPRODUCT,LINKAGETYPE
7452,VMGPI SWANLAKE A-029-H/093-P-09 002,CS,31686,NULL,NULL,NULL,NULL,NULL,1-Oct-17,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30803,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30804,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30805,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30806,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14168,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14181,NULL,NULL,NULL,NULL,1-Oct-02,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14396,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15046,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30536,NULL,NULL,NULL,NULL,1-Feb-15,NULL,Gas,PP
18229,PROGRESS TOWN C-072-A/094-B-16 001,GP,NULL,7971,NULL,NULL,NULL,1-Apr-16,NULL,Gas,PP
18229,PROGRESS TOWN C-072-A/094-B-16 001,GP,NULL,7886,NULL,NULL,NULL,1-Apr-16,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15056,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30535,NULL,NULL,NULL,NULL,1-Feb-15,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30704,NULL,NULL,NULL,NULL,1-Mar-15,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30703,NULL,NULL,NULL,NULL,1-Apr-15,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30702,NULL,NULL,NULL,NULL,1-Apr-15,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30726,NULL,NULL,NULL,NULL,1-Apr-15,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,30727,NULL,NULL,NULL,NULL,1-Apr-15,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15057,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14424,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,12185,NULL,NULL,NULL,NULL,1-Dec-99,NULL,Gas,PP
7465,CNRL OJAY A-011-L/093-I-09 001,CD,20810,NULL,NULL,NULL,NULL,1-Nov-06,1-Jan-08,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14425,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14610,NULL,NULL,NULL,NULL,1-Apr-02,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14610,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14681,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14955,NULL,NULL,NULL,NULL,1-Apr-02,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14960,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
18063,CANBRIAM MONTNEY C-062-A/094-B-08 001,WH,NULL,17909,NULL,NULL,NULL,1-Oct-14,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,967,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14976,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,14980,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
18063,CANBRIAM MONTNEY C-062-A/094-B-08 001,WH,NULL,17909,NULL,NULL,NULL,1-Oct-14,NULL,Water,PP
18250,PAINTED PONY BLAIR D-058-F/094-B-16 005,PG,30923,NULL,NULL,NULL,NULL,1-Apr-16,1-Aug-16,Gas,PP
18250,PAINTED PONY BLAIR D-058-F/094-B-16 005,PG,30924,NULL,NULL,NULL,NULL,1-Apr-16,1-Aug-16,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15025,NULL,NULL,NULL,NULL,1-Dec-02,NULL,Oil,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15057,NULL,NULL,NULL,NULL,1-Dec-05,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15095,NULL,NULL,NULL,NULL,1-Sep-03,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15095,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
7070,NEWALTA FORTSTJOHNSE 15-05-083-17 004,OM,NULL,8177,NULL,NULL,NULL,1-Mar-93,NULL,Oil,TP
7507,ECA CUTBANK A-065-A/093-P-08 001,PG,21257,NULL,NULL,NULL,NULL,1-Aug-06,1-Dec-15,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15101,NULL,NULL,NULL,NULL,1-Apr-04,NULL,Oil,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15101,NULL,NULL,NULL,NULL,1-Apr-04,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,61,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,131,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,447,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
7507,ECA CUTBANK A-065-A/093-P-08 001,PG,21257,NULL,NULL,NULL,NULL,1-Aug-06,NULL,Gas,PP
7507,ECA CUTBANK A-065-A/093-P-08 001,PG,21257,NULL,NULL,NULL,NULL,1-Sep-06,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,456,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,729,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,819,NULL,NULL,NULL,NULL,1-Jul-96,NULL,Gas,PP
8177,BONAVISTA NIGCREEK A-094-B/094-H-04 001,CD,819,NULL,NULL,NULL,NULL,1-Feb-98,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,15101,NULL,NULL,NULL,NULL,1-Apr-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16078,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16143,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16210,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7507,ECA CUTBANK A-065-A/093-P-08 001,PG,21263,NULL,NULL,NULL,NULL,1-Aug-06,1-Dec-15,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16444,NULL,NULL,NULL,NULL,1-Dec-03,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16444,NULL,NULL,NULL,NULL,1-Feb-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16459,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16799,NULL,NULL,NULL,NULL,1-Feb-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16843,NULL,NULL,NULL,NULL,1-Feb-04,NULL,Gas,PP
18200,UGRBC KOBES C-089-G/094-B-09 004,B,30086,NULL,NULL,NULL,NULL,1-Jul-15,NULL,Gas,PP
18255,QEC SQUIRREL 16-34-087-20 003,B,19152,NULL,NULL,1-Oct-15,NULL,1-Aug-15,1-Oct-15,Oil,TP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16898,NULL,NULL,NULL,NULL,1-Feb-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16962,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16963,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16971,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Gas,PP
18255,QEC SQUIRREL 16-34-087-20 003,B,19152,NULL,NULL,1-Oct-15,NULL,1-Aug-15,1-Oct-15,Oil,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16971,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,16971,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,17263,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,17264,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,17303,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,17339,NULL,NULL,NULL,NULL,1-Mar-04,NULL,Oil,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,18004,NULL,NULL,NULL,NULL,1-Sep-05,NULL,Gas,PP
18200,UGRBC KOBES C-089-G/094-B-09 004,B,30277,NULL,NULL,NULL,NULL,1-Jul-15,NULL,Gas,PP
8459,SRL BUICKCREEK D-036-L/094-A-14 003,B2,18009,NULL,NULL,NULL,NULL,1-Sep-05,NULL,Gas,PP
7158,TIDEWATER POCKETKNIFE B-032-I/094-G-06 002,GP,11871,NULL,NULL,10-Sep-17,NULL,1-Jan-01,1-Sep-17,Gas,PP
8506,KEYERA POCKETKNIFE D-063-G/094-G-07 001,SM,NULL,7158,NULL,NULL,NULL,1-Jan-01,1-Sep-17,Gas,PP
7502,CNRL OJAY A-067-L/093-I-09 003,GD,5184,NULL,NULL,NULL,NULL,1-Aug-06,1-Apr-16,Gas,PP
7502,CNRL OJAY A-067-L/093-I-09 003,GD,14112,NULL,NULL,NULL,NULL,1-Feb-08,1-Apr-16,Gas,PP
7465,CNRL OJAY A-011-L/093-I-09 001,CD,19635,NULL,NULL,NULL,NULL,1-Jun-06,1-Apr-16,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25702,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25938,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25939,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25940,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25941,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25942,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25943,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7843,NEXEN ENERGY TSEA D-007-I/094-O-08 001,CD,25944,NULL,NULL,NULL,NULL,1-Jul-16,NULL,Gas,PP
7070,NEWALTA FORTSTJOHNSE 15-05-083-17 004,OM,NULL,1240,NULL,NULL,NULL,1-Aug-93,1-Oct-16,Oil,TP
18250,PAINTED PONY BLAIR D-058-F/094-B-16 005,PG,30971,NULL,NULL,NULL,NULL,1-Aug-16,NULL,Gas,PP
18250,PAINTED PONY BLAIR D-058-F/094-B-16 005,PG,30974,NULL,NULL,NULL,NULL,1-Aug-16,NULL,Gas,PP
8555,CNRL REDDEER D-041-E/093-I-09 003,CD,19635,NULL,NULL,NULL,NULL,1-Apr-16,NULL,Gas,PP
7465,CNRL OJAY A-011-L/093-I-09 001,CD,5184,NULL,NULL,NULL,NULL,1-Apr-16,NULL,Gas,PP
7465,CNRL OJAY A-011-L/093-I-09 001,CD,14112,NULL,NULL,NULL,NULL,1-Apr-16,NULL,Gas,PP
7490,CNRL BUICKCREEK B-023-L/094-A-15 001,CD,23093,NULL,NULL,NULL,NULL,1-Apr-17,NULL,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,31548,NULL,NULL,NULL,NULL,NULL,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,30158,NULL,NULL,NULL,NULL,1-Nov-15,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,30159,NULL,NULL,NULL,NULL,1-Nov-15,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,30157,NULL,NULL,NULL,NULL,1-Dec-15,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,30156,NULL,NULL,NULL,NULL,1-Dec-15,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,30155,NULL,NULL,NULL,NULL,1-Dec-15,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,29654,NULL,NULL,NULL,NULL,1-May-16,1-Jan-17,Gas,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,29648,NULL,NULL,NULL,NULL,1-Oct-16,1-Jan-17,Oil,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,29647,NULL,NULL,NULL,NULL,1-Oct-16,1-Jan-17,Oil,PP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,29649,NULL,NULL,NULL,NULL,1-Oct-16,1-Jan-17,Oil,TP
17929,SRL NIGCREEK C-039-D/094-H-03 002,CD,29253,NULL,NULL,NULL,NULL,1-Dec-16,1-Jan-17,Gas,PP
7885,PROGRESS CARIBOU D-032-C/094-G-07 001,CD,29355,NULL,NULL,NULL,NULL,1-Jan-16,NULL,Gas,PP
7864,MURPHY TUPPERCREEK 05-01-077-17 002,B,27975,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7808,EGPC TUPPER CREEK 05-01-077-17 001,GP,24139,NULL,NULL,NULL,NULL,NULL,1-Jun-11,Gas,PP
7676,EGPC TUPPERCREEK A-021-B/093-P-09 001,GP,24450,NULL,NULL,NULL,NULL,1-Dec-10,1-Jul-17,Gas,PP
7676,EGPC TUPPERCREEK A-021-B/093-P-09 001,GP,24451,NULL,NULL,NULL,NULL,1-Dec-10,1-Jul-17,Gas,PP
7676,EGPC TUPPERCREEK A-021-B/093-P-09 001,GP,25076,NULL,NULL,NULL,NULL,1-Oct-11,1-Jul-17,Gas,PP
7676,EGPC TUPPERCREEK A-021-B/093-P-09 001,GP,25077,NULL,NULL,NULL,NULL,1-Oct-11,1-Jul-17,Gas,PP
7808,EGPC TUPPER CREEK 05-01-077-17 001,GP,24480,NULL,NULL,NULL,NULL,1-Mar-11,NULL,Gas,PP
7808,EGPC TUPPER CREEK 05-01-077-17 001,GP,25129,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
18237,BLACK SWAN AITKENCREEKNORTH C-038-C/094-H-04 001,GP,31558,NULL,NULL,NULL,NULL,1-Aug-17,NULL,Gas,PP
18237,BLACK SWAN AITKENCREEKNORTH C-038-C/094-H-04 001,GP,31559,NULL,NULL,NULL,NULL,1-Aug-17,NULL,Gas,PP
18237,BLACK SWAN AITKENCREEKNORTH C-038-C/094-H-04 001,GP,31560,NULL,NULL,NULL,NULL,1-Aug-17,NULL,Gas,PP
18237,BLACK SWAN AITKENCREEKNORTH C-038-C/094-H-04 001,GP,31561,NULL,NULL,NULL,NULL,1-Aug-17,NULL,Gas,PP
7808,EGPC TUPPER CREEK 05-01-077-17 001,GP,25509,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7808,EGPC TUPPER CREEK 05-01-077-17 001,GP,25510,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
18162,CHINOOK BIRLEY CREEK A-072-F/094-H-03 001,CD,30882,NULL,NULL,NULL,NULL,1-Feb-17,NULL,Gas,PP
18162,CHINOOK BIRLEY CREEK A-072-F/094-H-03 001,CD,30736,NULL,NULL,NULL,NULL,1-Feb-17,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,13909,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,14625,NULL,NULL,NULL,NULL,1-Mar-14,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,14629,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,14724,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15037,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15040,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15050,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15051,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15205,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15207,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15208,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15282,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15287,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15288,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15300,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15401,NULL,NULL,NULL,NULL,1-Jun-06,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15403,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15461,NULL,NULL,NULL,NULL,1-Jun-06,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15835,NULL,NULL,NULL,NULL,1-Jan-14,NULL,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15906,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,15925,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16003,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16186,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16187,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16188,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16189,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16196,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16197,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16206,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7309,SEC ELLEH A-019-F/094-I-12 001,GP,16208,NULL,NULL,NULL,NULL,1-Jun-04,1-Jul-04,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,16164,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,16191,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,13193,NULL,NULL,NULL,NULL,NULL,1-Dec-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16383,NULL,NULL,NULL,NULL,1-Jun-04,1-Apr-06,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,16201,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,16764,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,17835,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,17849,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16383,NULL,NULL,NULL,NULL,1-Jun-04,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16666,NULL,NULL,NULL,NULL,1-Jun-05,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16776,NULL,NULL,NULL,NULL,NULL,1-Nov-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16777,NULL,NULL,NULL,NULL,1-Apr-05,1-Dec-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,16927,NULL,NULL,NULL,NULL,1-Feb-05,1-Apr-06,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,16383,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,18172,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,18173,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7465,CNRL OJAY A-011-L/093-I-09 001,CD,20810,NULL,NULL,NULL,NULL,1-Oct-15,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,18204,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,18249,NULL,NULL,NULL,NULL,1-Feb-06,1-Feb-06,Gas,PP
7187,CNRL HELMET A-041-F/094-P-07 001,CD,18250,NULL,NULL,NULL,NULL,1-Feb-06,1-Feb-06,Gas,PP
7729,CNRL NOEL A-019-F/093-P-08 001,CD,21542,NULL,NULL,NULL,NULL,1-Jan-15,NULL,Gas,PP
7976,PROGRESS JULIENNE CREEK A-005-I/094-G-02 002,CD,30258,NULL,NULL,NULL,NULL,1-Nov-15,NULL,Gas,PP
7976,PROGRESS JULIENNE CREEK A-005-I/094-G-02 002,CD,30259,NULL,NULL,NULL,NULL,1-Nov-15,NULL,Gas,PP
7976,PROGRESS JULIENNE CREEK A-005-I/094-G-02 002,CD,30260,NULL,NULL,NULL,NULL,1-Nov-15,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,16383,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,16666,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,16927,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,18328,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,19166,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7286,SHELL GROUNDBIRCH 04-15-080-19 001,GP,13538,NULL,NULL,NULL,NULL,1-May-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,19166,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7277,VMGPI CUTBANK C-029-A/093-P-08 003,CD,19167,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,17048,NULL,NULL,NULL,NULL,NULL,1-Dec-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,18328,NULL,NULL,NULL,NULL,1-Feb-05,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,19166,NULL,NULL,NULL,NULL,1-Nov-05,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,19166,NULL,NULL,NULL,NULL,1-Nov-05,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,19167,NULL,NULL,NULL,NULL,1-Jul-05,1-Apr-06,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,20921,NULL,NULL,NULL,NULL,1-Jun-06,1-Dec-15,Gas,PP
7286,SHELL GROUNDBIRCH 04-15-080-19 001,GP,16192,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,20921,NULL,NULL,NULL,NULL,1-Jun-06,1-Dec-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,21257,NULL,NULL,NULL,NULL,NULL,1-Dec-15,Gas,PP
7312,VMGPI KELLY D-073-B/093-P-08 001,CD,21263,NULL,NULL,NULL,NULL,NULL,1-Dec-15,Gas,PP
7286,SHELL GROUNDBIRCH 04-15-080-19 001,GP,16379,NULL,NULL,NULL,NULL,1-Mar-04,1-Jun-14,Gas,PP
